"token","afinn","n"
"mill",0,12
"personnel",0,12
"ruukki",0,12
"sector",0,12
"situation",0,12
"software",0,12
"sweden",0,12
"taxes",0,12
"unit",0,12
"units",0,12
"12",0,11
"acquisition",0,11
"amounted",0,11
"approximately",0,11
"august",0,11
"cent",0,11
"costs",0,11
"cut",-1,11
"due",0,11
"electronics",0,11
"engineering",0,11
"industrial",0,11
"negative",-1,11
"office",0,11
"oy",0,11
"previous",0,11
"project",0,11
"projects",0,11
"received",0,11
"region",0,11
"supplier",0,11
"supply",0,11
"trade",0,11
"upm",0,11
"adp",0,10
"america",0,10
"basware",0,10
"cargotec",0,10
"cost",0,10
"day",0,10
"director",0,10
"dividend",0,10
"expects",0,10
"flow",0,10
"fourth",0,10
"machinery",0,10
"nordic",0,10
"provider",0,10
"pulp",0,10
"release",0,10
"reports",0,10
"significant",1,10
"sports",0,10
"target",0,10
"term",0,10
"tuesday",0,10
"world",0,10
"x20ac",0,10
"yit",0,10
"2.2",0,9
"central",0,9
"corp",0,9
"credit",0,9
"delivered",0,9
"demand",-1,9
"developer",0,9
"estonia",0,9
"eur2",0,9
"including",0,9
"investments",0,9
"issue",0,9
"items",0,9
"jobs",0,9
"konecranes",0,9
"north",0,9
"prices",0,9
"scanfil",0,9
"shareholders",0,9
"sq",0,9
"staff",0,9
"start",0,9
"subsidiary",0,9
"volume",0,9
"wednesday",0,9
"19",0,8
"29",0,8
"agreed",1,8
"atria",0,8
"capacity",0,8
"chief",0,8
"communication",0,8
"completed",0,8
"countries",0,8
"deal",0,8
"december",0,8
"division",0,8
"estimates",0,8
"finnair",0,8
"fiscal",0,8
"fiskars",0,8
"food",0,8
"friday",0,8
"information",0,8
"kymmene",0,8
"manufacturing",0,8
"margin",0,8
"mid",0,8
"network",0,8
"november",0,8
"offs",0,8
"process",0,8
"providing",0,8
"rautaruukki",0,8
"sale",0,8
"savings",0,8
"stake",0,8
"teliasonera",0,8
"temporary",0,8
"traffic",0,8
"u.s",0,8
"won",1,8
"1.2",0,7
"100",0,7
"17",0,7
"22",0,7
"50",0,7
"7",0,7
"added",0,7
"ago",0,7
"asia",0,7
"beer",0,7
"biohit",0,7
"bn",0,7
"chairman",0,7
"close",0,7
"componenta",0,7
"cooperation",0,7
"current",0,7
"customer",0,7
"design",0,7
"devices",0,7
"drop",-1,7
"ebit",0,7
"efore",0,7
"estimated",0,7
"eur1",0,7
"excluding",0,7
"expand",1,7
"fall",0,7
"feb",0,7
"february",0,7
"forest",0,7
"grew",0,7
"head",0,7
"hit",0,7
"improve",1,7
"income",0,7
"index",0,7
"issued",0,7
"jyvaskyla",0,7
"kesko",0,7
"key",0,7
"leading",0,7
"line",0,7
"measures",0,7
"metso",0,7
"monday",0,7
"packaging",0,7
"partner",0,7
"petersburg",0,7
"planned",0,7
"pohjola",0,7
"posted",0,7
"power",0,7
"previously",0,7
"recurring",0,7
"representing",0,7
"sanoma",0,7
"sold",0,7
"solution",1,7
"st",0,7
"technologies",0,7
"temporarily",0,7
"transaction",0,7
"vaahto",0,7
"water",0,7
"workers",0,7
"11",0,6
"16",0,6
"200",0,6
"40",0,6
"amount",0,6
"analysis",0,6
"application",0,6
"aspocomp",0,6
"china",0,6
"communications",0,6
"comparable",0,6
"components",0,6
"contracts",0,6
"decision",0,6
"developed",0,6
"developing",0,6
"directors",0,6
"dropped",0,6
"elcoteq",0,6
"elisa",0,6
"enable",0,6
"europe",0,6
"executive",0,6
"focus",0,6
"held",0,6
"include",0,6
"includes",0,6
"infrastructure",0,6
"internet",0,6
"july",0,6
"kone",0,6
"laid",0,6
"lead",0,6
"level",0,6
"life",0,6
"local",0,6
"low",0,6
"machine",0,6
"machines",0,6
"magazine",0,6
"maximum",0,6
"meeting",0,6
"metal",0,6
"narrowed",0,6
"networks",0,6
"nordea",0,6
"okmetic",0,6
"operation",0,6
"owned",0,6
"p.m",0,6
"passengers",0,6
"pharmaceutical",0,6
"phone",0,6
"poland",0,6
"port",0,6
"position",0,6
"program",0,6
"properties",0,6
"provide",0,6
"published",0,6
"quality",0,6
"resources",0,6
"rights",0,6
"rise",0,6
"set",0,6
"slightly",0,6
"strategic",0,6
"strategy",0,6
"strong",1,6
"telecommunications",0,6
"teleste",0,6
"terms",0,6
"thursday",0,6
"trading",0,6
"uk",0,6
"union",0,6
"versus",0,6
"yesterday",0,6
"0.1",0,5
"0.3",0,5
"0.4",0,5
"0.8",0,5
"1.1",0,5
"1.7",0,5
"13",0,5
"2.5",0,5
"2.7",0,5
"23",0,5
"26",0,5
"27",0,5
"28",0,5
"3.4",0,5
"3.5",0,5
"31",0,5
"45",0,5
"ab",0,5
"acquired",0,5
"addition",0,5
"adpnews",0,5
"aims",0,5
"amer",0,5
"announcement",0,5
"approved",1,5
"automation",0,5
"bln",0,5
"brand",0,5
"businesses",0,5
"buy",0,5
"cargo",0,5
"carried",0,5
"change",0,5
"city",0,5
"control",0,5
"cover",0,5
"cuts",-1,5
"date",0,5
"decided",0,5
"deliver",0,5
"diluted",0,5
"distribution",0,5
"eb",0,5
"efficient",0,5
"employee",0,5
"energy",0,5
"expansion",0,5
"fair",1,5
"firm",0,5
"future",0,5
"germany",0,5
"hardware",0,5
"holding",0,5
"improved",1,5
"improvement",1,5
"incap",0,5
"insurance",0,5
"integrated",0,5
"jan",0,5
"kemira",0,5
"launch",0,5
"lines",0,5
"liquid",0,5
"logistics",0,5
"london",0,5
"maintenance",0,5
"marketing",0,5
"media",0,5
"move",0,5
"national",0,5
"netherlands",0,5
"northern",0,5
"norwegian",0,5
"offers",0,5
"operates",0,5
"option",0,5
"outokumpu",0,5
"passenger",0,5
"plans",0,5
"pleased",1,5
"portfolio",0,5
"positive",1,5
"public",0,5
"raute",0,5
"reach",1,5
"reductions",0,5
"remain",0,5
"research",0,5
"restructuring",0,5
"retail",0,5
"route",0,5
"rtrks",0,5
"security",0,5
"sell",0,5
"short",0,5
"siemens",0,5
"slipped",0,5
"south",0,5
"starting",0,5
"stockholm",0,5
"store",0,5
"stores",0,5
"study",0,5
"summer",0,5
"suominen",0,5
"support",1,5
"telecom",0,5
"tiimari",0,5
"told",0,5
"turkey",0,5
"warning",-1,5
"worth",1,5
"0.6",0,4
"1.3",0,4
"14",0,4
"18",0,4
"24",0,4
"250",0,4
"3.0",0,4
"35",0,4
"5.9",0,4
"6.3",0,4
"60",0,4
"65",0,4
"9.7",0,4
"a.m",0,4
"access",0,4
"administration",0,4
"advanced",1,4
"aimed",0,4
"airline",0,4
"aktia",0,4
"apartments",0,4
"approach",0,4
"asian",0,4
"assets",1,4
"banks",0,4
"benefon",0,4
"biggest",0,4
"brands",0,4
"brewery",0,4
"broadband",0,4
"build",0,4
"charges",-1,4
"closed",0,4
"commission",0,4
"comprises",0,4
"considerably",0,4
"consumption",0,4
"continuing",0,4
"controlled",0,4
"corporate",0,4
"country",0,4
"coverage",0,4
"covers",0,4
"cranes",0,4
"cutting",-1,4
"debt",-1,4
"declined",0,4
"decrease",0,4
"device",0,4
"direct",0,4
"double",0,4
"efficiency",0,4
"electronic",0,4
"elektrobit",0,4
"enterprise",0,4
"estate",0,4
"facilities",0,4
"final",0,4
"finnlines",0,4
"fish",0,4
"flexible",0,4
"forecasts",0,4
"gas",0,4
"generated",0,4
"glaston",0,4
"hand",0,4
"healthcare",0,4
"hk",0,4
"home",0,4
"innovative",1,4
"interim",0,4
"invested",0,4
"investors",0,4
"jumped",0,4
"lifting",0,4
"liters",0,4
"litres",0,4
"major",0,4
"makes",0,4
"managing",0,4
"metro",0,4
"nasdaq",0,4
"natural",1,4
"oct",0,4
"officer",0,4
"oil",0,4
"operational",0,4
"operators",0,4
"options",0,4
"outlook",0,4
"owner",0,4
"paid",0,4
"past",0,4
"pekka",0,4
"pension",0,4
"persons",0,4
"phase",0,4
"phones",0,4
"platform",0,4
"plywood",0,4
"president",0,4
"printing",0,4
"producer",0,4
"profitability",0,4
"purchase",0,4
"q1",0,4
"raised",0,4
"range",0,4
"rate",0,4
"reduce",0,4
"reduction",0,4
"responsible",1,4
"ruokatalo",0,4
"russian",0,4
"salcomp",0,4
"sampo",0,4
"scheduled",0,4
"ship",0,4
"shopping",0,4
"sites",0,4
"sponda",0,4
"spring",0,4
"stockmann",0,4
"stocks",0,4
"strengthening",1,4
"strike",-1,4
"structure",0,4
"structures",0,4
"subscribed",0,4
"tallinn",0,4
"talvivaara",0,4
"tampere",0,4
"technical",0,4
"test",0,4
"treatment",0,4
"united",1,4
"weak",-1,4
"_land",0,3
"0",0,3
"0.2",0,3
"0.9",0,3
"000",0,3
"05",0,3
"06",0,3
"1.4",0,3
"1.6",0,3
"11.8",0,3
"120",0,3
"140",0,3
"1998",0,3
"2.0",0,3
"3.1",0,3
"3.6",0,3
"3.9",0,3
"33",0,3
"4.0",0,3
"4.7",0,3
"4.9",0,3
"42",0,3
"49",0,3
"5.4",0,3
"5.5",0,3
"6.1",0,3
"7.2",0,3
"7.8",0,3
"74",0,3
"8.3",0,3
"8.7",0,3
"80",0,3
"90",0,3
"acquire",0,3
"acquisitions",0,3
"activities",0,3
"afternoon",0,3
"afx",0,3
"ag",0,3
"air",0,3
"aldata",0,3
"analysts",0,3
"antibody",0,3
"approval",1,3
"arrangements",0,3
"asa",0,3
"authorities",0,3
"autumn",0,3
"balance",0,3
"banking",0,3
"base",0,3
"bid",0,3
"bond",0,3
"bridge",0,3
"bring",0,3
"built",0,3
"called",0,3
"canada",0,3
"carrier",0,3
"catalysts",0,3
"center",0,3
"centre",0,3
"chinese",0,3
"class",0,3
"clients",0,3
"coating",0,3
"cola",0,3
"combined",0,3
"competition",0,3
"comptel",0,3
"consulting",0,3
"consumers",0,3
"continue",0,3
"continued",0,3
"controls",0,3
"council",0,3
"court",0,3
"cramo",0,3
"daily",0,3
"deals",0,3
"decline",0,3
"designed",0,3
"details",0,3
"diagnostic",0,3
"digia",0,3
"digital",0,3
"disclosed",0,3
"dismissed",0,3
"domestic",0,3
"economy",0,3
"eek",0,3
"elected",0,3
"electrical",0,3
"employment",0,3
"employs",0,3
"engines",0,3
"ensure",1,3
"entered",0,3
"estimate",0,3
"eu",0,3
"eur12",0,3
"eur13",0,3
"eur20m",0,3
"eur3",0,3
"eur4",0,3
"exel",0,3
"experience",0,3
"extension",0,3
"extremely",0,3
"favourable",0,3
"federal",0,3
"financing",0,3
"fleet",0,3
"floor",0,3
"foreign",0,3
"forma",0,3
"france",0,3
"ft",0,3
"ftse",0,3
"fuel",0,3
"fund",0,3
"gain",1,3
"generation",0,3
"glass",0,3
"gradually",0,3
"gross",-1,3
"headquartered",0,3
"hold",0,3
"holdings",0,3
"human",0,3
"ibm",0,3
"ii",0,3
"implementation",0,3
"implemented",0,3
"inaugurated",0,3
"included",0,3
"increasing",0,3
"industries",0,3
"initially",0,3
"installation",0,3
"institutions",0,3
"integration",0,3
"intends",0,3
"job",0,3
"joint",0,3
"juha",0,3
"kci",0,3
"kyro",0,3
"laboratory",0,3
"larger",0,3
"latin",0,3
"licensing",0,3
"link",0,3
"lithuania",0,3
"load",0,3
"loans",0,3
"mail",0,3
"manager",0,3
"manufacture",0,3
"marimekko",0,3
"mark",0,3
"materials",0,3
"meat",0,3
"metals",0,3
"mills",0,3
"mine",0,3
"model",0,3
"modern",0,3
"networking",0,3
"newspaper",0,3
"norway",0,3
"offshore",0,3
"olvi",0,3
"ongoing",0,3
"online",0,3
"operator",0,3
"organization",0,3
"orion",0,3
"output",0,3
"panostaja",0,3
"parent",0,3
"partnership",0,3
"patent",0,3
"patients",0,3
"pay",-1,3
"personal",0,3
"pharmaceuticals",0,3
"player",0,3
"poor",-1,3
"poyry",0,3
"press",0,3
"primarily",0,3
"pro",0,3
"processing",0,3
"produce",0,3
"profile",0,3
"profiles",0,3
"profits",0,3
"proha",0,3
"propose",0,3
"proud",1,3
"provided",0,3
"quarterly",0,3
"raahe",0,3
"ragutis",0,3
"ramirent",0,3
"rapid",0,3
"rates",0,3
"ratings",0,3
"raw",0,3
"readers",0,3
"record",0,3
"recorded",0,3
"reduced",0,3
"redundant",0,3
"related",0,3
"renewable",0,3
"rental",0,3
"reorganisation",0,3
"reporting",0,3
"residential",0,3
"results",0,3
"retailer",0,3
"return",0,3
"returned",0,3
"review",0,3
"royal",0,3
"running",0,3
"safran",0,3
"sal1v",0,3
"sami",0,3
"sawmill",0,3
"sea",0,3
"secure",1,3
"securities",0,3
"segment",0,3
"sheet",0,3
"shipping",0,3
"similar",0,3
"size",0,3
"sizes",0,3
"social",0,3
"space",0,3
"spain",0,3
"square",0,3
"standard",0,3
"started",0,3
"statement",0,3
"subscription",0,3
"sum",0,3
"sysopen",0,3
"talks",0,3
"team",0,3
"technopolis",0,3
"tecnomen",0,3
"tekla",0,3
"thesis",0,3
"thomson",0,3
"tietoenator",0,3
"tikkurila",0,3
"tonnes",0,3
"tools",0,3
"top",1,3
"transfer",0,3
"transport",0,3
"user",0,3
"vessel",0,3
"voting",0,3
"warehouse",0,3
"waste",-1,3
"web",0,3
"weeks",0,3
"worldwide",0,3
"york",0,3
"zinc",0,3
"_lemiste",0,2
"0.03",0,2
"0.05",0,2
"0.21",0,2
"0.27",0,2
"0.33",0,2
"0.34",0,2
"0.47",0,2
"0.7",0,2
"04",0,2
"08",0,2
"1,000",0,2
"1.14",0,2
"10,000",0,2
"10.8",0,2
"100,000",0,2
"11.2",0,2
"11.4",0,2
"111.1",0,2
"12.73",0,2
"1200",0,2
"13.1",0,2
"135",0,2
"14.5",0,2
"15.1",0,2
"15.5",0,2
"15.6",0,2
"16.4",0,2
"16.5",0,2
"1744900",0,2
"2.1",0,2
"2.3",0,2
"2.4",0,2
"2.6",0,2
"2.8",0,2
"20.3",0,2
"20.9",0,2
"2012",0,2
"21",0,2
"21.1",0,2
"24.2",0,2
"24.8",0,2
"25mn",0,2
"3.3",0,2
"3.7",0,2
"30.6",0,2
"32",0,2
"34",0,2
"35.4",0,2
"36",0,2
"360",0,2
"39",0,2
"4.5",0,2
"4.6",0,2
"495",0,2
"5.1",0,2
"5.3",0,2
"51.2",0,2
"55",0,2
"57.5",0,2
"6.5",0,2
"7.1",0,2
"7.3",0,2
"7.4",0,2
"7.5",0,2
"70mn",0,2
"8.4",0,2
"8.6",0,2
"86",0,2
"89",0,2
"89.1",0,2
"9.0",0,2
"900",0,2
"abp",0,2
"abroad",0,2
"achieve",0,2
"achieved",0,2
"acquires",0,2
"acquiring",0,2
"action",0,2
"activity",0,2
"additional",0,2
"adjust",0,2
"administrators",0,2
"advertising",0,2
"ænnen",0,2
"affect",0,2
"affected",-1,2
"agm",0,2
"agricultural",0,2
"ahlstrom",0,2
"aho",0,2
"aim",0,2
"airport",0,2
"aker",0,2
"alliance",0,2
"alus",0,2
"american",0,2
"amounting",0,2
"amounts",0,2
"amr",0,2
"analyst",0,2
"angeles",0,2
"applications",0,2
"applying",0,2
"arm",0,2
"aspo",0,2
"assignment",0,2
"association",0,2
"assumption",0,2
"attract",1,2
"attractive",0,2
"bearing",0,2
"begin",0,2
"bigger",0,2
"bim",0,2
"birch",0,2
"blyk",0,2
"body",0,2
"book",0,2
"boosted",1,2
"bottom",0,2
"bought",0,2
"brazilian",0,2
"british",0,2
"burdened",-1,2
"buyout",0,2
"cable",0,2
"capitals",0,2
"carriers",0,2
"cars",0,2
"categories",0,2
"cencorp",0,2
"chain",0,2
"charger",0,2
"chargers",0,2
"charging",0,2
"chartered",0,2
"chemicals",0,2
"cinema",0,2
"circuit",0,2
"circulation",0,2
"citing",0,2
"citycon",0,2
"client",0,2
"closing",0,2
"closure",0,2
"clothing",0,2
"coated",0,2
"coca",0,2
"code",0,2
"comments",0,2
"commerce",0,2
"commercial",0,2
"commercially",0,2
"competitiveness",0,2
"completion",0,2
"complex",0,2
"composite",0,2
"composites",0,2
"comprehensive",1,2
"comprising",0,2
"concentrating",0,2
"conditions",0,2
"conducted",0,2
"confirmed",0,2
"consideration",0,2
"consists",0,2
"consolidated",0,2
"consultancy",0,2
"consumer",0,2
"container",0,2
"continues",0,2
"contracted",0,2
"cooper",0,2
"cooperative",0,2
"correspond",0,2
"creating",0,2
"crisis",-1,2
"cross",0,2
"custom",0,2
"czech",0,2
"danish",0,2
"degree",0,2
"delayed",-1,2
"deliveries",0,2
"delivery",0,2
"denmark",0,2
"department",0,2
"deployment",0,2
"deputy",0,2
"develop",0,2
"dibba",0,2
"directed",0,2
"disappointment",-1,2
"district",0,2
"divestment",0,2
"ðl",0,2
"doktas",0,2
"dollar",0,2
"dollars",0,2
"duration",0,2
"eastern",0,2
"ebg1v",0,2
"economic",0,2
"editor",0,2
"effect",0,2
"effective",1,2
"effectively",1,2
"efforts",0,2
"efi",0,2
"efo1v",0,2
"electric",0,2
"electricity",0,2
"elevators",0,2
"eli1v",0,2
"email",0,2
"emerging",0,2
"employer",0,2
"enables",0,2
"engineers",0,2
"enhance",0,2
"enter",0,2
"entire",0,2
"equal",0,2
"establish",0,2
"established",0,2
"etteplan",0,2
"eur10",0,2
"eur15",0,2
"eur35",0,2
"eur45m",0,2
"eur46m",0,2
"eur5",0,2
"eur5m",0,2
"eur6",0,2
"eur7",0,2
"eurochem",0,2
"executives",0,2
"exercise",0,2
"expecting",0,2
"expertise",0,2
"extended",0,2
"extraction",0,2
"failed",-1,2
"fees",0,2
"figures",0,2
"finance",0,2
"fireplace",0,2
"fitch",0,2
"fixed",0,2
"flights",0,2
"foods",0,2
"forecast",0,2
"forestry",0,2
"form",0,2
"formed",0,2
"forward",0,2
"foundries",0,2
"framework",0,2
"frankfurt",0,2
"free",1,2
"freenet",0,2
"frequency",0,2
"fresh",1,2
"fujitsu",0,2
"functionality",0,2
"functions",0,2
"funds",0,2
"furniture",0,2
"gallerix",0,2
"generate",0,2
"german",0,2
"goal",0,2
"goldman",0,2
"goodwill",0,2
"government",0,2
"grimaldi",0,2
"grinding",0,2
"ground",0,2
"growing",1,2
"hall",0,2
"handset",0,2
"happy",1,2
"hard",-1,2
"hbos",0,2
"headquarters",0,2
"heating",0,2
"holds",0,2
"holmen",0,2
"hong",0,2
"house",0,2
"hungary",0,2
"hybrid",0,2
"iii",0,2
"immersive",0,2
"impact",0,2
"implement",0,2
"improving",1,2
"inclusive",0,2
"india",0,2
"indian",0,2
"initial",0,2
"initiated",0,2
"innova",0,2
"intel",0,2
"investor",0,2
"invoice",0,2
"involves",0,2
"italy",0,2
"ixonos",0,2
"japanese",0,2
"jones",0,2
"journey",0,2
"kallasvuo",0,2
"kari",0,2
"kauniskangas",0,2
"kazakhstan",0,2
"kcr1v",0,2
"kd",0,2
"kiruna",0,2
"km",0,2
"kong",0,2
"korea",0,2
"land",0,2
"lassila",0,2
"latvian",0,2
"layoffs",0,2
"lee",0,2
"left",0,2
"leisure",0,2
"lemminkainen",0,2
"leningrad",0,2
"lesprom",0,2
"levels",0,2
"licence",0,2
"lidskoe",0,2
"lift",0,2
"lindex",0,2
"lippupiste",0,2
"liquidated",0,2
"listed",0,2
"litas",0,2
"lithuanian",0,2
"lkab",0,2
"ll",0,2
"loose",-1,2
"los",0,2
"loviisa",0,2
"m2",0,2
"macgregor",0,2
"main",0,2
"malaysia",0,2
"manufactures",0,2
"marine",0,2
"martela",0,2
"master",0,2
"matti",0,2
"means",0,2
"measurement",0,2
"mechanical",0,2
"medium",0,2
"merchant",0,2
"meters",0,2
"method",0,2
"meur",0,2
"mexico",0,2
"mformation",0,2
"molybdenum",0,2
"morning",0,2
"moscow",0,2
"municipal",0,2
"named",0,2
"nastola",0,2
"neste",0,2
"nevsky",0,2
"nickel",0,2
"nokian",0,2
"nonwovens",0,2
"note",0,2
"noted",0,2
"notes",0,2
"notice",0,2
"nov",0,2
"novator",0,2
"nyse",0,2
"objective",0,2
"offering",0,2
"offset",0,2
"okm1v",0,2
"oko",0,2
"olli",0,2
"operate",0,2
"operative",0,2
"opportunity",1,2
"opus",0,2
"oriola",0,2
"oss",0,2
"oulu",0,2
"pacific",0,2
"paperboard",0,2
"papers",0,2
"park",0,2
"participants",0,2
"payable",0,2
"percentage",0,2
"permanently",0,2
"pilot",0,2
"pipeline",0,2
"pivo",0,2
"pkc",0,2
"plan",0,2
"planning",0,2
"plants",0,2
"pm",0,2
"ponsse",0,2
"popular",1,2
"population",0,2
"pori",0,2
"poultry",0,2
"pound",0,2
"preliminary",0,2
"premises",0,2
"premium",0,2
"presence",0,2
"pricing",0,2
"prime",0,2
"private",0,2
"procedure",0,2
"processes",0,2
"produced",0,2
"profitable",0,2
"proposed",0,2
"prospects",1,2
"providers",0,2
"publication",0,2
"qualcomm",0,2
"quarters",0,2
"quoted",0,2
"radio",0,2
"raise",0,2
"raisio",0,2
"rantanen",0,2
"rapala",0,2
"reached",1,2
"reason",0,2
"receive",0,2
"recent",0,2
"recently",0,2
"refining",0,2
"reflected",0,2
"registered",0,2
"relationships",0,2
"relative",0,2
"relocate",0,2
"remaining",0,2
"remuneration",0,2
"representative",0,2
"republic",0,2
"repurchased",0,2
"requirements",0,2
"resolved",1,2
"resource",0,2
"respective",0,2
"revenues",0,2
"revolving",0,2
"road",0,2
"romania",0,2
"rule",0,2
"rules",0,2
"run",0,2
"sabah",0,2
"sachs",0,2
"san",0,2
"sanitation",0,2
"sanomawsoy",0,2
"sappi",0,2
"science",0,2
"seas",0,2
"sectors",0,2
"sek",0,2
"sek1",0,2
"selling",0,2
"send",0,2
"senior",0,2
"sentera",0,2
"sentry",0,2
"seppala",0,2
"sept",0,2
"series",0,2
"serve",0,2
"shalkiya",0,2
"shareholder",0,2
"shop",0,2
"sievi",0,2
"silicon",0,2
"simmons",0,2
"singapore",0,2
"sized",0,2
"ski",0,2
"slid",0,2
"slight",0,2
"slowed",0,2
"smartphone",0,2
"source",0,2
"southern",0,2
"stabilised",0,2
"stainless",0,2
"stands",0,2
"star",0,2
"stars",0,2
"status",0,2
"statutory",0,2
"sto",0,2
"stood",0,2
"streamlining",0,2
"strength",1,2
"strengthen",1,2
"subscriptions",0,2
"succeeded",0,2
"successful",1,2
"supervision",0,2
"surfing",0,2
"surged",0,2
"survey",0,2
"sverige",0,2
"swung",0,2
"syndicated",0,2
"takeover",0,2
"tanzania",0,2
"targets",0,2
"tax",0,2
"tech",0,2
"technological",0,2
"tehtaat",0,2
"tele2",0,2
"telenor",0,2
"ten",0,2
"tens",0,2
"territories",0,2
"testing",0,2
"tests",0,2
"texas",0,2
"textile",0,2
"tieto",0,2
"tii1v",0,2
"tikanoja",0,2
"times",0,2
"tips",0,2
"tire",0,2
"tires",0,2
"tj",0,2
"tlt1v",0,2
"tonne",0,2
"totalling",0,2
"tower",0,2
"town",0,2
"traded",0,2
"trailer",0,2
"training",0,2
"transferred",0,2
"trend",0,2
"trust",1,2
"tulikivi",0,2
"turkish",0,2
"turku",0,2
"turun",0,2
"twist",0,2
"type",0,2
"tyres",0,2
"ukraine",0,2
"undisclosed",0,2
"update",0,2
"upgrade",0,2
"uranium",0,2
"usa",0,2
"uv",0,2
"vantaa",0,2
"vas",0,2
"vat",0,2
"vehicle",0,2
"vice",0,2
"video",0,2
"viii",0,2
"vodafone",0,2
"volumes",0,2
"votes",0,2
"vr",0,2
"vsevolozhsk",0,2
"vwr",0,2
"wagon",0,2
"wastewater",0,2
"weaker",0,2
"week",0,2
"wholesale",0,2
"wind",0,2
"wood",0,2
"workforce",0,2
"zone",0,2
"_cs",0,1
"_kan",0,1
"_l",0,1
"_landsbanken",0,1
"_lo",0,1
"_m",0,1
"ˆ",0,1
"0,25",0,1
"0.0",0,1
"0.08",0,1
"0.10",0,1
"0.11",0,1
"0.16",0,1
"0.18",0,1
"0.25",0,1
"0.28",0,1
"0.29",0,1
"0.30",0,1
"0.32",0,1
"0.37",0,1
"0.38",0,1
"0.42",0,1
"0.48",0,1
"0.5",0,1
"0.50",0,1
"0.56",0,1
"0.63",0,1
"0.80",0,1
"0.81",0,1
"0.86",0,1
"0.87",0,1
"0.95",0,1
"000063",0,1
"01",0,1
"02",0,1
"02.2011",0,1
"03",0,1
"03.02.2011",0,1
"07",0,1
"09",0,1
"1,027.0",0,1
"1,050.7",0,1
"1,064.14",0,1
"1,070.6",0,1
"1,100",0,1
"1,132,000",0,1
"1,155,000",0,1
"1,173",0,1
"1,566",0,1
"1,9",0,1
"1.0",0,1
"1.02",0,1
"1.045",0,1
"1.10",0,1
"1.22",0,1
"1.30",0,1
"1.33",0,1
"1.35",0,1
"1.523",0,1
"1.62",0,1
"1.67",0,1
"1.70",0,1
"1.71",0,1
"1.9",0,1
"1.94",0,1
"10,435,023",0,1
"10,736.42",0,1
"10.113",0,1
"10.22",0,1
"10.33",0,1
"10.4",0,1
"10.44",0,1
"10.75",0,1
"10.9",0,1
"1000",0,1
"102.6",0,1
"1023",0,1
"103",0,1
"105",0,1
"106.2",0,1
"107,600",0,1
"108.7",0,1
"10mn",0,1
"11,000",0,1
"11,687.32",0,1
"11.09",0,1
"11.3",0,1
"11.35",0,1
"11.7",0,1
"11.9",0,1
"112.4",0,1
"113,000",0,1
"113.4",0,1
"114",0,1
"116.8",0,1
"117mn",0,1
"118,000",0,1
"119",0,1
"12,800",0,1
"12.03",0,1
"12.3",0,1
"12.49",0,1
"12.51",0,1
"12.6",0,1
"12.9",0,1
"121.4",0,1
"122.57",0,1
"123,000",0,1
"124.6",0,1
"125",0,1
"128.7",0,1
"13.2",0,1
"13.4",0,1
"13.6",0,1
"13.8",0,1
"13.9",0,1
"130",0,1
"131",0,1
