"id","text","rating","afinn","lsd","vader"
30,"arthur's grandfather gone miss four year ago. arthur live grandmother, most happy, except wish parent stop job - hunt come live. evil plot emerge take away grandmother land, turn minimoys, tiny people inch tall, warn impend aster seek ruby suspect must hidden. orient. arthur suppose t, often feel young careen around play toy. problem, though. bigger problem plot seem determine g t - year - old boy plot better suit young adult novel. fall love girl base look picture. attitude change despite fact enormous jerk one day together - - - head heel. end bar getting drunk, press went dance someone else. threaten, heroism rise battle horde henchmen...... yeah. crazy pocketknife betameche save grace. madcap actual work, especial involve. plot jerky even swing way - - old territory ( mention scene arthur's grandmother flirt police office? exact expect grandma, honest ). short, waste. good action novel feature tiny people, try something like puddlejumpers mark jean. rate commend. see view https: / / offtheshelfreviews. wordpress....",1,-0.046,0,0.958
31,"far, one strike awful overt racism. brown - skinned people turban portray dirty scheme bent intentional serve wrong god, know evil serve anyway. grant, probably lewis describe actual muslims persians arabs indians ( distinguish group ), disturb see acceptably allow ostensibly. make color twitter joke hound work home global community. write racist diatribe aim manipulate treat "" beloved 's author. "" guess never can tell people choose care.",1,-0.238,-0.231,-0.807
32,"finish hon got page give. see right away julia's face lye said. learn new word just seem gear toward toddle. many think. judge page, enough take away fun opine. go teach new word execute need far better - bore.",1,0.289,0.6,0.637
33,"love first, go fuck sleep, felt like second one just fell apart. even stephen fry bryan cranston edition audiobook can quite save. ye, other mention, just joke, title, expect much. real problem though. problem rhyme scheme break much ear. little fine good way portray rise anger. sad, instead just seem like lazy.",1,-0.026,-0.091,-0.046
34,"execrable. blatant racism ( imagine calvin hobbes, taco bell chihuahua calvin, without intellectual weight transcendent art ) enough sink, credibly retrograde sexism / gender stereotype, groaningly cutesy - pootsy prose verse just superfluous reason despise skippyjon jones. one consider, like hecate old, gone breed monster ( skippyjon space! skippyjon old w! skippyjon tour box factory! ) one start wish one access machine, travel back intercept incinerate original manuscript en route publisher. positve quality art real quite good; fact, though, service irredeemable pile garbage mitigate one esteem significant.",1,0.022,-0.059,0.608
35,"rare can find charm picture, one awful. didactic point obvious try teach u write decent thank note without kind. teach name miss doover ( get? -... ha ha ) make main character rewrite thank note, class, front student. overall, can think child want share think terrible aloud.",1,0.103,0.333,0.546
36,"sorry, james marshall sort stuff lot better. perhaps done real graphic novel format, real feel like one. elephant change color tee picture none other?",1,0.267,0.333,0.751
37,"possibly least satisfy series finale ever. absolute grace.",1,0.2,1,0.082
38,"real appoint. movie nothing like much better",1,0.467,1,-0.545
39,"cleanly: ' s bad word mild obscenity substitute - 2 incident: stupid, pouh name call - 4 incident: funny old tramp, stupid old tramp religious & supernatural - 2 incident: father christmas mention: "" ( behave ), tell father christmas rude manner. "" little boy say believe convince. mention pilgrimage shrine saint sara behind saint. violence - none romance relate - 1 incident: "" breast "" pocket. attitude / obedience - 8 incident: lye: old man lie, say 's grandfather order get alms crowd. steal / lye: old man steal food say know got buggy. lye: old man lie father christmas give house feel bad. ( previous ask father christmas g house. ) boy want leave family go gypsy: ' "" go? "" ask paul rebellious. ' lye: old man lie father christmas house want. lye: old man lie policeman gypsy left. lye: old man lie, say dog won many ribbon. lye: old man lie, say never one fear work. full port, include conversation topic parent takeaway, visit website sign free subscription offer store.",1,-0.183,-0.238,-0.955
40,", suck. total believable happen one road trip even funny. smile / sister better.",1,0.267,0.5,0.66
41,"g series. just library copy 12 stolen, either. romance series. okay, grant, taken 11 realize waste 11 chronicle excruciating tail forbidden romance. okay, guy girl ( girl girl guy guy ) girl mustang stallion. instead forbidden sex ultimate high, forbidden ride ultimate high. problem: * hell happen horse series? dark sunshine born foal enter 2 3 done much anything ever since. sam girl forget horse? forget pregnant mare? * usual kid get trouble parent, side kid feel punish unfair.. side parent / step - parent combo. think getting old, either. someone need smack sense kid. please. * still the albino horse. sorry, genetic bitch way. * solute basic problem present. back blurb state mystery solve.? fuck? wherever stolen 12 library went? conclusion - - skip series go black stallion ( walter farley die, forget. )",1,-0.382,-0.63,-0.99
42,"happen zoo tokyo world war 2. bad end. bad beginning bad middle.",1,-0.8,-1,-0.937
43,"want love. love love puzzle. also love strong ( caricature ) crisp writ ( constant pun lame dialogue ). appoint.",1,0.429,0.667,0.962
44,"moral wrong.",1,-0.6,0,-0.477
45,"just terrible. new age re - envisioning baba yaga wick witch russian folklore poor misunderstood creature radiate moral "" judge appearance. """,1,-0.689,-0.2,-0.878
46,"read look high power end novel. t - year old girl name lucky live disfunctional town middle nowhere california. series realistic, fortunate event bring brigitte ( brigeet ) france lucky's guardian. lucky job clean member various addict anonymous meet. begin search high power, ultimatley lead running away. actual plot unrelatable charachters never real develop. real sure won newberry. sure though lucky grateful little girl know good life. short, lack line unrelatable charachters leave read scratch head wish end!",1,0.422,0.571,0.981
47,"ther's something silly",1,-0.333,0,0.026
48,"little one. horrible. mermaid mother help rescue daughter, threat hurt sofia's family find. believe just little girl.",1,-0.227,-0.2,-0.615
49,"um... girl goes wolf camp come back act like one. next summer parent send bear camp? strange.",1,0.067,0,0.178
50,"real want like. fact, check several time ( accidental ). idea teach alphabet food catchy think respond desparate moment search shelve good literature toddle ready rebel library structure quiet ( know long run - thought, mother toddle always try fit lot short frame! ). think connect several food chosen unfamiliar toddle. addition, illustrate, colorful somewhat abstract, make identify familiarity food know much difficult. promise idea whose execute just click household.",1,0.124,0.111,0.836
51,"want strangle k. ron satan karen.",1,0.2,-1,0.077
52,"scarecrow create random nothing scrap trash sit field every day stare sky. life purpose sit happy connection sky earth. utter appoint. though beautiful, message stink writ. plot purpose except say create random nothing good enough. poor construct commend anyone, include awful lady next door hate. two thumb.",1,0.048,0,0.601
53,"twelve year old victoria wright perfectionist. annoy lawrence prewitt's untidy appearance, victoria decide befriend project. lawrence appear, victoria one notice care. legrand leave many developed round. better effort similar theme: neil gaiman's coralline night garden.",1,0,0.778,0.67
54,"like poor execute spy. next impossible spot answer key. original got 4 year old love alphabet city alphabet, way frustrate. almost every page word find, spell must. 1st grad love seek find better luck gave. theme loose bunch random junk think sometime 3d nature shot made the focus hard see. found exasperate.",1,0.082,-0.167,0.883
55,"high hope visit neverland disapointed.",1,0.467,1,0.44
56,"authentic feel african culture. particular like gail e. haley's written forward, explain way kinds tale move across ocean slave trade came known various form around world. globalization african story can clear seen similarity one incident uncle remus's famous tale brer rabbit tar baby. even 's title,,, homage african storytelling approach. young read especial entertain cunning bravery ananse, "" spider man "", try please sky god gain access story people can tell list among. might g one half star.",1,0.307,1,0.947
57,"try aloud, understand daughter frustrate. love beverly cleary excite introduce new author. poor choice. although stopped daughter, kept end. sweet moment, fit title description back cover. full view, go tub ( r ).",1,0.086,0.429,0.7
58,"sweetie pie hamster pet experiences up down ( most down ) child pet. taken home child offer care class pet christmas break quick forgotten near freeze death take charge seize moment free. final find happy live among squirrel. like main character thought good long moment end tragically. perspective told felt strange ( perhaps first person 've work better ) watercolor, p k, color pencil artwork par illustrator usual work. real appoint title. prek - 2.",1,0.2,0.077,0.891
59,"cute mia use oven without permission supervise parent seem care. dangerous the elementary school student give one star since tend want the.",1,0.378,0.5,0.296
60,"chandler terrible writ full naivety.",1,-0.867,-1,-0.477
61,"bastard leash eragon upon world... ok, mean, serve one star. formulaic, poor written plotlines ( good save cute animal mean adult. cliche can get? ) won newberry!?! world come!? yuck, waste precious something else.",1,0.01,0.111,0.898
62,"original post http: / / www. audiobookfans. com view: expect real get kick audiobook., father two boy ( 4 1 / 2 13 months ). last 13 months life rare occasion ever gotten 3 hour consecutive sleep. night inevitably interrupt baby monitor start scream ear get try coax son back sleep. usual quire bottle two 30 - 45 minute patience. can total relate utter exhaustion many parent feel thought balm fray nerve. wrong. expectation go two conversation go. one conversation parent child. conversation one father gently try get child back sleep. either, humming song, whatever. second conversation expect internal dialogue expletive parade father head never actual voice direct child. fortunate appear two conversation go f - - k sleep. line like "" f _ _ k stuff bear, ain't getting shit "" "" hell go bathroom! know can go? f _ _ k sleep! "" voice directly child. ultimate problem. imagine ever say anything like real bother think world treat way. samuel jackson's introduction audiobook talk raise daughter "" say ' go fuck sleep ' lot. "" cute. opine, go f - - k sleep trivialize emotional verbal abuse mote agressive dysfunctional style parent. watch traffic # gotheftosleep get distinct impression thought minority. ok. everyone entitle opine. seem think harmless fun sincere hope right. get. understand people may think funny.. find humorous text. fan appear something look forward. attention garner expect probably see "" f - - k "" mr. mansbach. can probably look forward title: eat f - - k breakfast put f - - k shoe f - - k want clean f - - k room hit f - - k broth nice?",1,0.006,0.212,0.955
63,"good witch happy ghost. just miss virtuous devil.",1,0.2,0,0.052
64,"ridiculous. teach anything, format fuse new read.",1,-0.867,-1,-0.361
65,"interesting concept exact grab attention.",1,0.467,0,0.402
66,"one henry's worst. begin promising soon dive mess. continuity error ( example: happen 5 pony bought misty's twilight dam? ) owner seem clueless long - suffer talent half - thoroughbred, half - chincoteague pony. end fuse, convoluted head - scratch. misty's twilight represent wild creature (? ) even though never spent one day wild equine. gather online, misty's twilight spent re day quiet pasture three foal. never ridden last year ( accord one website ) "" made clear longer interest the dr. price rode one day. "" tail given. credible, can get hardback. use first edition, sold year ago. image first edition cover: inspiration real nice breyer model horse, though:",1,-0.185,-0.2,0.331
67,"find view: http: / / 52bookminimum. blogspot. com / real just g 's 1 star rate. yep. sorry? blurb told hissy fitz "" humorous tale cat make grumpy cat seem cheerful. "". decide pick arc 's always hunt story can commend / purchase friend one young child might enjoy. sad, found tale one day hissy fitz's life dull hard imagine kind magical child able finish without complaint boredom. hissy fitz just want get sleep, instead spend day avoid excess snuggle young female owner torment young broth. human know leave guy alone, aware rule come petting, food water distribute, appropriate noise level either. base synopsis, hope set something much similar hilarious sad cat diary just deliver. also bit problem 100 % disciplined hellion broth ( "" out allow "" - serious parent? wonder kid butthole! ) fact hissy fitz door / outdoor cat live city acknowledge dang busy street, traffic, enemy evil raccoon. refrain getting soapbox regard whole door / outdoor cat bate. small chance redemption artwork good, sad artwork provide. note author / publisher: hard view arc complete. bummed one miss mark, 'cause luuuuurv kittehs. picture cat spend day prove: good morn, vietnam! check option breakfast buffet first rule fight club talk fight club therapy session "" deerest "" friend ask / tell soooooo bore aahhhhh, final get sleep b "" seat "" house arc provide netgalley exchange hon view. thank, netgalley!",1,-0.085,-0.176,0.848
68,"tire 's mean / nasty old sister young broth quite measure everyone expectation, date "" polk street school "" series modernize ( equal vapid ) "" ready freddy "" series - - many subtle statement made gender ability even funny. fact repercussion obnoxious sister ( holly ) also send bad message: perfect ok make fun someone getting the wrong, make mistake, struggle, etc. textbook clueless parent ( seen ), complete aware raise kind daughter willing tease young broth front friend, ask tutor spell, proceed yell humiliate. picture gender role verse: ok series old broth taunt humiliate young sister good ma? real? series class.",1,-0.046,-0.053,-0.264
69,", g 1 / 2 star. bore just get. action. nothing much happen.",1,-0.6,-1,-0.25
70,"gross. please popularity paper amy ignatow instead. much better.",1,0.022,0,0.637
71,"bore death.",1,-0.6,-1,-0.71
72,"pinkalicious family go beach summer vacation., pinkalicious meet merminnie ( mini mermaid ) bring along day fun turn home museum near beach. strange overall, especial consider pinkalicious kind drag merminnie day ( merminnie ) often issue activities pinkalicious choose fact ( pinkalicious ) half list anybody ask. mermaid, quite look. museum merminnie live felt little like sideshow ( freakshow - ish ) museum. think fan still enjoy title read like pinkalicious find even like series. prek - 2.",1,0.378,0.25,0.94
73,"agree high quality durable. cardboard baby easily chew shredded. otherwise cute toddle, wish simple font text understand need gender differentiate use. also, tacky g sell high view order pitch. just say.",1,0.289,0.667,0.862
74,"seem grasp "" distinguish "". 2007? must miss something. maybe talk dog scrotum...",1,-0.6,-1,-0.153
75,"love pet pan. fact hate. arrogant, selfish trouble - maker concern anyone else. push away love freak want hang anymore. one go say prefer disney original.",1,-0.181,-0.5,-0.557
76,"first sentence: "" look, even, merry company assemble round pretty german toy, christmas tree. "" last sentence: "", remembrance! "" finish ' christmas carol', thought another one dickens' christmas start one, knowing short, short one ( around 20 page ), perhaps even, like essay. know think. start promise enough dick start remember christmas tree boy, soon start talk horror story past. gave feel wrote piece ( fiction, non - fiction? ) without much considerate thought. certain ' christmas tree' compare ' christmas carol'.",1,-0.067,0.429,0.623
77,"heal lesson school, samira learn everyone skeleton. want believe! gross the inside friend frida. teach insist true, sudden everyone look like skeleton samira. even people see street way home. want mom get rid, want skeleton. mom agree help pull skeleton g tooth fairy. ugh. 's, psychology experiment? sort disturb. guess use heal class, cover importance skeleton. cross - post http: / / kissthebook. blogspot. com check!",1,0.147,0.5,0.844
78,"ugh, several months ago, want re - rate. sup special uniform subpar bore, one solid middle pack. okay, watson's aunt off g lake cottage (, ontario? muskoka? people cottage? ) since get much anymore want see go waste. watson bring family, include kristy's nine million friend, cottage test run, kristy everyone write journal can present just much fun. usual, many event, include culminate dance nearby lodge (? ) overnight stay possibly haunt island mysterious past, solute left future never, thankful, happen. sup special resolved ghost mystery? milestone: sam stacey seem get together sam spend whole trip mock annoy stacey, fess feel end. go dance together. time: summer. vise timeline: summer eleven twelfth grade ( ninth ten jessi mal ).",1,0,0.222,-0.677
79,"never like even child, always disturb left home alone.",1,-0.245,0,-0.701
80,"think fuse target audience young read. use weather forecast metaphor explain weather planet, point creativity, show girl pack bikini mercury 800 degree weather, use umbrella methane rain saturn. think metaphor work. also show astronaut space hold plate muffin... muffin float away? maybe just suspend belief, know student understand joke, might take serious.",1,0.067,1,0.296
81,"know, lot people love. climb adult son window crawl floor peek b sleep stalkerish behavior creepy. mother - - law need set serious boundary ask use front door, daylight. maybe sleep b end. know, plenty healthy way let know love get old... act like freak robber middle night. give heebie jeebies!",1,0.36,0,0.796
82,"terrible. goes cheap bathroom humor. even get laughs love good stinky. almost fell asleep middle. think abandon.",1,0.111,0.143,0.599
83,"suppose soul, got two little girl legitamately stupid the, get real hurt, heal sister pure love. last part good re seeme... unecessary. almost try advetnure novel,. real awkward the, character, good voice, low sett, live expectation., ps, target audience fall 8 12. get reccomended computer.",1,0.124,0.143,0.421
84,"odd 's ever.",1,-0.6,-1,-0.318
85,"1 / 5 know suppose sad beloved classic, 's?! kind wish never. horrible fortunate circumstance main character.",1,0.067,0.2,0.793
86,"grant, target audience. way past target audience, hear the sort osmosis,? b picture kiddie. final got round wild the early year awesome, thought well, bore piece cutesy bland. picture even child like - taste even ran beatrix potter kitten roll dough make dumpling rat. suffice say, enjoy even dull madeline.",1,0.155,0,0.922
87,"just member hat... can say.",1,-0.067,0,0
88,"got half just go. maybe good 5, 10 year, diferente head interest... think. real like, just bring merge,, narrate. narrate entrace, love kind work... simply,.",1,0.52,1,0.943
89,""" charlie great glass elevator "" pick "" charlie chocolate factory "" left, "" 'charlie chocolate factory' dahl b... "" "" charlie great glass elevator dahl worst. however, still love silly. b way scribe ""... great glass elevator "" clumsy inane. big differences "" chocolate factory "" ""... glass elevator "" former silly point congruent within, latte pointless silly seem full discrepancy. ""... chocolate factory "" clear develop plot moral amongst silly, ""... glass elevator "" idea went way. even though suppose sequel, wrong seem discrepancy age grandparent. addition often seem jive. course always giant possibility utter bore catch everything. needless say, young, tend, probably enjoy silly imagination, adult like probably like much. think probably want chocolate factory less out space nonsense.",1,0.031,-0.059,0.953
90,"know make. little longer julia normal together right now, exception chapter. figure 'd happy - go - lucky kind instead intense lesson. guess bugging chinese / italian the. just leave part? even just say henry live chinatown tony live little italy. enough g impression leave open opine right? add tony guglione ( obvious italian ) put much emphasis - bother. think lot get impression chinese italian get along. care anyone say - true. add mix? great two boy getting along, talk work problem. yet, like everything else world today, come race, skin color, ethinicity.",1,0.2,0.538,0.967
91,"listen car trip. maybe okay, moused - word made want jump move vehicle. never!",1,0.2,1,0.359
92,"much enjoy baum's story oz, take place land oz, rather world. promise alice wonderland type, fell grace flat tiringly repetitive plot. furthermore, giant bug ( woggle - bug ) meet stereotype non - white people. use grade language, belittle culture. know fan may say baum part time, age horribly perceive racist language. seem written, way, anyone matte.",1,-0.067,-0.429,-0.612
93,"now know freckleface strawberry recurring character. pick "" bully "" theme. collection library call peace collection. provide story teach lesson mote peace world, well practical tip deal bully. provide practical tip. appoint freckleface's plan imagine way dodgeball terror simply end tiny knot last body floor. surprise ball actual hurt... real mean bully like patrick play ball hurt. point freckleface provide effect mean deal bully. simply little chat sudden start play bully late afternoon. fan julianna moore series.",1,-0.245,0.111,-0.813
94,"ugh! dreadful. loath. awful. stupid, almost comprehensible line fish decide want walk. make leg head land realise real. nonsense first creature evolution. ridiculous. total appealing total miss four head.",1,-0.6,-1,-0.955
95,"let explain rate. remember enjoy movie kid, never anything roald dahl. thought sup - smart - love little girl fun. instead: frustrate. know written 1988 ( long ago ) just fathom present careless, negligent parent teach endless insult little worse reason physical hurt youngs. like monster headmistress grab 5 year old kid hair say shouldnt ale scribe quote: splendid entertain. mother try convince matilda choose look, basically smart useful something strive, father explain much crook proud. just way parent complete abandon end, say, well like parent go stay someone else. kept repeat exageration everything tend, see point kid keep explain every turn say / wrong., enjoy much expect probably dahl's story.",1,0.074,0.12,0.953
96,"* 1977 caldecott honor * whole weird 's. two thieve find engage woman, thieve test. like either thieve, fiance. draw decent like whatever medium - color pencil, crayon? better question: win caldecott honor?? material use: listed typeface use: listed",1,0.367,0.273,0.867
97,"somethingh victorian novelist - come great idea execute terribly - pet pan dracula two iconic figure virtual unread original",1,-0.067,0,0.421
98,"* * spoil alert * * pig!: charlotte's web picture vise small portion classic 's e. b. white. tend introduce young audience charlotte's web. engage, warm, well done. text sweet, even lack beauty large, engage way end. however, ask rate pig!, adamant receive one star. leave final line: "" next day, wilbur taken home apple tree went live manure pile cellar zuckerman's barn. "" exact feel good end hop. old young alike aghast. 4 - year - old cry, "" horribly sad! "" reason one star view.",1,-0.091,-0.077,0.678
99,"pick willing library. open grant real shitty choppy writ. history philosophy, expect good writ. move first chapter fuck emote, truly. spoke differences adult, whole adult lost ' joy ' life sort humdrum the, opposite. struck cord basically felt like jostein's cookie - cutter adult. note good part. passe lack sleep. awaken, like, ' ilovethisbook. ' continue began think, ' uhhhh night ago. ' onto, yeah? revolve around 14 15 year old girl real personality ( serious, like shape alberto man. ) male 40 - year old stalk ( figurative ) administrate philosophy course via mail. - none. alberto seem self - insert jostein ( never want meet. ) beginning believe jostein chapter philosophy thought, ' hey, can. ' sophie just clay alberto tort. sohpie's mother pretty much ' r dumb n stoop n let dawtur hang wit 40 yeer old man hurr hurr. ' real, jostein play sophie's mom stupid informed. sophie bland hell. like jostein knowledge teenaged people - took everything said truth slow start grow ego size jupiter; start ditch friend joanna due oh sudden feel '' subject friend spoke, spoke mother nose far air... well, hell, like main character. okay,, mention lack plot. move actual philosophy. truly history philosophy base already previous text, one - side, brief conclusive piece. bottom line: god.",1,-0.113,0.125,0.939
100,"seem lot short story rather one. want gilbert less little elizabeth ( seem multiple personality ). just love like first 3, definite let.",1,0.467,1,0.844
101,"usual catholic fare new age contain. massacre, violence, superstition lead sent heaven., seem quite usual french literature rudimentary b. draw nice. message gust.",1,0.111,0,0.25
102,"use like",1,0.467,1,0.361
103,"kid ny city cope mom ill, weird neighbor suppposed twist end. whatever. thought dull. first "" reach "", imo, also dull.",1,-0.44,-0.6,-0.832
104,"lowis lowery create suspenseful two girl live war 1943. young girl, annemarie, save b friend's life. courage show love one something able relate easily.",1,0.267,0.333,0.813
105,", like. beside large amount traditional gender stereotype ( the like dad tell son women cook trip women, men empty rv's toilet tank men gross the like, common refrain girl cry show emote, boy like / feel ), zero depth. extreme frustrate irresponsible parent, quick accept feeble cover story told. plot line sufficient solve.",1,-0.026,-0.143,-0.678
106,"go, though buy since first one won major award. thus everything birdsall written now consider gold kvelled critic 's librarian even suck. one star without balance librarian, teach adult award 5 star, rave notice find utter, utter, bore par real classic 's story attempt ape.",1,0.022,0.333,0.662
107,"cute, otherwise pretty appoint. something just set well.",1,0.333,1,0.807
108,"worst. indians appear, huh?",1,-0.867,-1,-0.625
109,"environmentalism propaganda plus limit vocabulary one! oh, joy! alex mack series great one. particular just came across credibly bad, fact save grace hilarious chapter chemical factory owner, danielle atron, step card cheeseburger blurt, ewww! otherwise much consist filler, choppy sentence, bad dialogue eco - freak message - kept wonder captain planet, elizabeth may al gore go walk hand - - hand team alex.",1,-0.037,-0.111,0.923
110,"view come. sorry, just the.",1,-0.333,-1,-0.077
111,"bail page 6. sure get better, handle violence dog.",1,-0.2,-0.333,0.026
112,"real like. understand main character real want take stand plot line. quick aim toward young audience. just plot character develop.",1,0.333,1,0.421
113,"hate. make sense!!",1,-0.867,0,-0.647
114,"unless personal goal everything l. m. montgomery wrote, skip collection short melodramatic pot - boilers.",1,-0.067,0,0.459
115,"never see anything...",1,-0.067,0,0
116,"fan. suppose help student practice ma skill, loose uncle antartica send penguin bit disturb. uncle suppose try save penguin, send small crate overwhelm single house 365 penguin. thin environmental message overshadow fact penguin live good life new, foreign environment - - get stuff file cabinet cubbies. teach addition, multiply, cube, shape answer upside page. orange, black white simplistic reminiscent old picture revolution print capabilities came.",1,0.155,0.25,0.66
