"id","text","rating","afinn","lsd","vader"
232," @bipartisanism:  watching  # remember  ""jose  take  job, goldman sachs . :///chhzb49t0w",-1,0,0,0
233,"repealing dodd-frank   wise. ",-1,0,0,0.477
234,"chris christie  rand paul feud  tense national security face-  ",-1,-0.5,-1,-0.34
235," huge...   f",-1,0.25,0,0.318
236," hope people   reality tv exposed    love  paul  christi raised voices.  ",-1,0.333,1,0.778
237," @saradmahmoud: ",-1,0,0,0
238,"@marisol_bello @lindseygrahamsc @etammykim @rhondalevaldo thanks   source  dodd-frank. ",-1,0.5,1,0.44
239," @rwsurfergirl:  big problem facing democrats will    get hillary sober long enough    ? ",-1,-0.125,0,-0.402
240," hear  rumbling beneath  fedral triangle  houses  epa... reagan building ",-1,0,0,0
241," assume  guys  boo  gay soldier  time    opportunity  arise. ",-1,0.5,0,0.421
242," @thepatriot143:  winner overall  today's ",-1,1,1,0.586
243," @lmahoneybee: ",-1,0,0,0
244,"fox  commentators   ashamed   way  treated ! ",-1,-0.5,-1,-0.525
245," @gretchencarlson: ""take  bottle  white     pres obamas policies"" @governorperry # @foxnews @foxnewspolitics",-1,0,0,0
246,"language  beautiful :///gfyti5ilvc ",-1,0.75,1,0.599
247," @theladygrantham:  put lord grantham  charge  donald 's finances? ",-1,0,-1,0
248," answer    important question   #  yes, joe flacco ,  fact,  elite quarterback. #ravensnation",-1,0.375,0,0.542
249,"tonight   entertained   first round   ",-1,0,1,0.402
250," @gauchat: hopefully  find   god stands   taxing-pimps issue. ",-1,0.375,1,0.586
251,"  "" alinsky model, takingadvantage  useful idiots"" # #bencarson",-1,0.5,0,0.44
252," @jordanadolph: . seriously though. ",-1,0,0,-0.178
253,"# "" got nothing.  iran gets everything  want."" @govmikehuckabee #marshamarshamarsha",-1,0.25,0,0.077
254,"chris christie, shown  swallowing  fly  thursday's # #ohgodmakeitstop2015 :///z2vx3cridr",-1,0,0,0
255," @ericstonestreet:   cam hands. ",-1,0,0,0
256,"   want people   wedding whose presence    commanded? @  @tmp  ",-1,0.25,0,0.077
257,"damn...  turn republican  . ",-1,-1,-1,-0.402
258," @rwsurfergirl:  @ posed  adult pictures.  bring  ? ",-1,0,0,0
259,"carly fiorina wrote  op-ed  us  ijreview   performance last night.  :///ldqe8kg2zw ",-1,0,0,0
260," @jami_usa:    hold everyone    standards   #,    worth?",-1,0.5,1,0.226
261," @laurenreeves: ""stay tuned  closing statements, final thoughts,  god.""    turned   tv,  good. #",-1,0.5,1,0.612
262,"reminder: family  important  republican 2016 candidates, just  gay families. :///cs0usassqs # :///fmafdubmfb",-1,0.5,0,0.202
263," @lizadonnelly:  put pearls  jeb!   looks like  mom.  drew  ",-1,0.5,1,0.42
264,"  news -  shocks  faithful - :///v4wnjcy9sw - ",-1,0.125,0,0.077
265," @bettyfckinwhite: -can  answer   direct question?-   president. -, ?#",-1,0,0,0
266," @hayesbrown: fact:  jeb  governor, florida  run   death cult. #",-1,-0.5,-1,-0.599
267," @theyentareport: ?  want  know     candidates hear strange voices   head?  ",-1,0,-1,-0.217
268," @nycdeb8tr: @redsteeze @dalestokely megyn kelly     top,  thought   announce  candidacy last night. #",-1,0.5,0,0.202
269," @ericstonestreet:   cam hands. ",-1,0,0,0
270,": banks  babies.   killers. hell yes  got away  bad deals,   can make  usa  scofflaw ! #",-1,-0.5,-1,-0.9
271," @bettyfckinwhite:  donald   biff  back   future 2? ",-1,0,0,0
272,"walker emerges  leading candidate  run enterprise rent--car branch :///x6qa8muta7 ",-1,0,0,0
273,"media continues  praise last night's fox news hit job  specific candidates: :///qd3lbg4vdf ",-1,0.75,1,0.557
274," @popehat: ",-1,0,0,0
275," @mette_mariek: donald   @eddiepepitone's best character ever. ",-1,0.75,1,0.637
276,"  going  claim god gave   campaign contribution. ",-1,0.25,1,0.273
277,"moving    ",-1,0,0,0
278," @jennrios1191: @bretbaier   far  best moderator tonight. hands . ",-1,0.75,1,0.637
279," @olakunlesoriyan: freedom   free...  must fight   everyday--@realbencarson  ",-1,0.167,0.333,0.71
280,"cruz: "" receive  word  god everyday..."" god: "" blame    guy.   pills   voices.""#",-1,0,-1,0.202
281,"""  find mush,  push""   agree  jack  @aandgshow     great motto  life! ( last night's #)",-1,0.5,1,0.784
282," @alilihay:   also prefer   uterus  registered  washington ",-1,0,0,0
283," @gogoaleee: ig deleted dd account   participated   ",-1,0,0,0
284,"notes   republican  (gibberish) :///j7zipvptxk ",-1,0,0,0
285," @annieslisttx: 44%?   tx latina women make   white man's $. will  ",-1,0,0,0.361
286,".@correctrecord @hillaryclinton fox/ party hunger games-demagog food-fighter @carlyfiorina# #morningjoe :///ygmgbavqut",-1,-0.5,0,0.178
287," @shawndrurysc: jeb:  father ...oh nevermind. parenting   overrated. ",-1,0,0,0
288," american people won  ",-1,0.75,1,0.572
289," @goldietaylor: huckabee. ",-1,0,0,0
290,"unless  talking   schools, air quality, water quality... #kasich #  https:///znljf0zjd9",-1,0,1,0
291,"https:///skhas0lqub god damn!    called  mega ",-1,-0.375,-1,-0.224
292,"fox news just declared  megyn kelly, bret baier,  chris wallace won tonight's . #",-1,0.75,1,0.572
293,"@jamiaw @ ",-1,0,0,0
294,"scientific studies  ",-1,0,0,0
295," @andrew_marcinko:   fb photo   guy  asked whether  candidates  spoken  god  ",-1,0.25,0,0.273
296," @rwsurfergirl:  really really really pissed   fox news      @ ",-1,-1,-1,-0.721
297," @kylealexlittle: "" movement back   1800's"" #",-1,0,0,0
298,"catching    ",-1,0,0,0
299,"mr 's questions   tougher  anyone else's.   get center stage  gotta  able  take  heat. ",-1,0,-1,0.178
300,"@halftimereport  smartest people sound like drunk uncles  limited  140characters ",-1,0.062,0.2,0.494
301," @marthamartinme: ",1,0,0,0
302," @conssista: rightly  frank. rightly . ",1,0,1,0
303,"watching  # interesting  far! must say though  disagree    many issues,     entertaining   bunch.",1,0.5,0.333,0.509
304," # #feelthebern can step  fallen #hillary2016#justice #fbi #fec  dissect   22nd amendment: :///4ljeug3gye?",1,-0.5,-1,-0.361
305," @kwrcrow: dr. carson remark  dc  half  brain, best line #.",1,0.75,1,0.637
306,"everybody loves carly  cinderella. compared   dwarfs    table,    afternoon delight. #",1,0.75,1,0.822
307," @jewhaditm: early nielsen ratings suggest thursday's ",1,0,0,0
308," can  watch  ",1,0,0,0
309,"#  loved walker nodding along  carson's responses. carson speaks common sense, sadly    uncommon trait.",1,0.125,0.333,0.273
310," @supermanhotmale: dear john kasich, beat  republican friends   gay tree branch : )  #",1,0.5,1,0.691
311," guess yesterday's ",1,0,0,0
312," @carlyfiorina: talked  @ijreview   pre- ritual.  take solitaire  seriously. https:///o7ujl56nm7 ",1,0,0,-0.178
313,"best line   night?#marcorubio # :///zhnqhdpiln",1,0.75,1,0.637
314," @melissagracey: credit   joke goes  someone else    funny! ",1,0.75,1,0.79
315," @hilderestad: republican strategist @frankluntz 's focus group  ",1,0,0,0
316," @patriotmom61: rick santorum   des moines register soapbox https:///hfqvxaiqph  boatrocker  got things done. ",1,0,0,0
317," @markdavis: #perry, #fiorina clips  #irandeal  better   answers  given    #",1,0.5,1,0.44
318," @wilberforce91: one   favorite things   ",1,0.5,1,0.459
319,"total #smackdown dc  half  brain, best line #.#word   muther @onetoughmutherk",1,0.75,1,0.637
320," @: tune ! ",1,0,0,-0.525
321,"  sometimes  like @ 's character,  still   candidate calling  like  . # #ycot",1,0.5,1,0.612
322," ",1,0,0,0
323," @ggfletcher: 's big beautiful door: ",1,0.5,1,0.599
324," # ratings  huge,  appeared  hurt broadcast: :///drn2bhohii",1,-0.125,-1,-0.273
325," watching # last nite, now know rubio, walker &amp; santorum share belief  rather see wives die thn ""let"" thm get abortions.",1,-0.25,-1,-0.402
326,"loved @billhemmer  @marthamaccallum ditch kelly &amp; wallace sideshow railroad. ",1,0.75,1,0.599
327," #foxnews' #, #  suffering  delusions     #minnesota dentist,  #donaldtrump  #cecilthelion.",1,-0.5,-1,-0.477
328," @johnkasich: smaller govt: ohio government payroll  smaller     3 decades. :///igfif4j1tt ",1,0,0,0
