"id","text","rating","afinn","lsd","vader"
52,"  mr. heater claims   work  low  high pressure systems.   not work  high prssure  claimed. blows orings !",1,-0.2,-1,-0.556
53,"   outdoor use  rusted  firts watering.",1,0,0,0
54,"  horrible .  work   automotive industry  tried using ,  half    open somewhere   wire  didn't work.  others  3-5ohms resistance.   virtually nothing.",1,-0.6,0,-0.542
55,"  sprayer broke within  week.   really disappointed.",1,-0.3,-1,-0.735
56,"   whole concept   response card  great  turning technologies  targeting already overcharged college students.  advertise   schools   response card  required  class   costs everyone $40. oh    recent  also need  license     one already ,    another $35.   never voluntarily  anything   company.",1,0.6,1,0.625
57,"  came  broken look like someone threw  box against  wall !",1,0.1,-0.333,-0.224
58,"  damaged  arrived",1,0,-1,-0.44
59,"   small.  takes  much energy, .e. 3 hours   oven,  charge .",1,0,-1,0.273
60,"    junk  !!!  not even come close  fitting  4 cell c maglight . buyer beware .",1,0,-1,0
61,"  purchased 3  february  use  spraying bleach  sink  toilet cleaning purposes. one lasted  month,   lasted 3 months   3rd one lasted  1 month    back  september trying  find something else. maybe    bleach?  maybe   want  spray water  might work.  not  worry anymore. won't  buying  .",1,-0.2,0,0.403
62,"   can't used  not simple like  add said,     metal buckle  front   damage one   furniture.",1,-0.1,0,-0.65
63,"  k",1,0,0,0
64,"   stuff   joke.  doesn't set,  just thickens.",1,0.4,1,0.296
65,"  bad plastics   .  hooks  hold   peg board  broken ",1,-0.4,-1,-0.765
66,"   washers worked ,    received 82   box.   realized   installing ,  now  can't return  order.    not pleased withe hillman group",1,0.6,-1,-0.341
67,"  don't waste  money.  ;  addition,   not recommend   friend.  pump  not hold suction   tank just  feet away.",1,0.1,0,-0.341
68,"    bent   couple uses.    lowest  forceps   ever owned.",1,-0.2,0,-0.382
69,"  great",1,0.6,1,0.625
70,"   disappointed   .",1,-0.4,-1,-0.477
71,"   noticed   late  return  order,   screws  received  heads  looked like  combination  square  phillips drive.   didn't work well   # square driver   phillips driver bit.",1,0.4,0.333,-0.081
72,"  plug pops  like others. clamp   short inside unit. works great otherwise,  don't expect  female portion  work consistently  properly. inside just broke  . another poor    trash!",1,0.1,0.2,0.248
73,"    coupling  no friction fit , although  hoses fit   coupling,  immediately slip apart!  worthless!   don't know   makes  difference,   purchased   govacuum.",1,-0.05,0.333,-0.476
74,"   one   seller  crap, however   resolved.  still   purchase one  class    far  expensive  necessary.    equivalent  $1 production costs  $25+ extra charges.",1,-0.2,-0.333,-0.459
75,"     probably not  fault. don't believe    allow   run  rv ac    suitcase generator like  .",1,0.3,1,0.475
76,"  low , broke  using   short , one  isn't broken yet doesn't work well.",1,-0.2,-0.333,-0.487
77,"   ratchet  poorly designed,   shallow   incline  notches  allow   hold.  can't clamp , even empty, without  springing open.  even bending  ratchets inward  couldn't fix  problem.  avoid   actually need  clamp  hold.  functional   just need  get  grip   iv hub.",1,-0.15,-0.667,0.502
78,"  leaking, hardly worth  trouble  return .   cheap emough.",1,0,0,-0.206
79,"    okay.  nice fit",1,0.4,1,0.735
80,"  possibly  old batch:  not work. hardener  viscous, impossible  mix thoroughly  epoxy. zero tensile strength  24 hours  thin sheet steel clamped  place, falls apart   pressure.",1,0.1,-0.333,0.25
81,"  low density   understatement.    cheapest little foam strips.  may work  ,   found  completely deformed   weight  fell apart  easily.",1,0,1,0.077
82,"    ackward  didn't work  great.  strap kept falling .",1,0.2,1,-0.599
83,"   dose confirm  pin    testing  bad cable good   green lights.",1,0,0.333,-0.153
84,"  package got  leaked  smeared    bag",1,-0.2,-1,-0.318
85,"  clorox cleaner ate  plastic, fell apart, stopped spraying  started spitting    different directions, got bleach cleaner   eye",1,0.2,0.333,0.128
86,"     fifth   peg locks actually stayed   peg board-- rest just popped   soon   put  ,   soon   put something   hook.  disappointing.",1,-0.4,-1,-0.494
87,"  another honeywell aquastat  doesn't work, just  many others noted   internet.  seem    inordinately high number  failures   unit.",1,-0.4,-1,-0.402
88,"  really good stuff . great    use  coating wooden fishing baits. love !",1,0.6,0.5,0.915
89,"     wrong   apparently  model  need  no longer available.",1,-0.3,-1,-0.649
90,"  returned. ,m not sure    fit????",1,0.2,1,-0.616
91,"  poor design.  not recommend",1,0,-1,-0.638
92,"   purchased   home depot based   overwhelmingly positive reviews  amazon  repair  headlight mounting brackets.nni cleaned  surface using alcohol   paper towels. next,  mixed  two parts equally (50/50)  attempted  apply   generous amount   material onto  surface   broken parts  set   position. now  grey stuff smelled like diarrhea.  not even trying   funny ,  really smells  bad.   trying  stuff , use  outdoors    garage.  ever  use , make sure   plenty  ventilation cause  stuff  stink   place.nnthe next day,  began mounting  headlights back onto  car. needless  say,  brackets broke   wasn't even applying much pressure. not sure    got   dud    surely unacceptable.  conditions    epoxy  mixed   doors  humidity  low.",1,-0.018,0.077,-0.744
93,"   know  get   pay ,    way   standard.  movement  bind   point  not  operational   spent hours cleaning, filing  stoning  get    point    full range  travel.  even    clean  work   vise,  bottom threaded shaft     round    slot  hand crank end plate  allow   wobble   threaded shaft.     sent  back,    pressed     needed  style  tool  finish working   pinewood derby cars.",1,0.133,0,0.751
94,"    picture  looks like  spade tip   isn't.   round tip.  now   grind    flat tip   not spending $7  ship  back. can  folks not use misleading pictures please?!!  amazon;   smaller envelopes  ship  things ?  s&h cost     tips !",1,0,0,0.84
95,"   foam sleeve   small diameter   cartridge.  tore foam sleeve  smashed    fins   cartridge instaling .  don't think   can remove sleeve without cuting   damaging  cartridge .",1,0,-1,0.402
96,"  junk.  3 sprayers broke within   months.",1,-0.2,-1,-0.421
97,"       gardening needs, never thought   simple sprayer bottle might not work --   not work  !  can get  hand injury trying  squeeze anything    things,  no avail. ooops pardon ,   managed  get  weak straight stream   ,    seconds. btw,   made   way  china.",1,-0.08,-0.333,-0.2
98,"   won't   . one didn't work   received . one stopped working    week.  last one lasted  month.",1,-0.2,0,-0.226
99,"  doesn't work  going upstairs.  saw  infomercial   advertised going   stairs   fridge.  tried    fridge tilted  became uneven     hold onto   prevent   falling   friend      side.  arms  purple  next day.  followed  instructions  even copied  infomercial video    use   going  stairs   fridge kept tilting. just use  dolley   fridge.",1,-0.2,0,0.402
100,"   works took forever  get",1,0,0,0
101,"  way       supposed  .   used    coudln't see     anything.    five minutes,  packed    threw    attic.",1,0,0,0
102,"    crap! don't waste  money     poor",1,-0.4,-1,0.377
103,"   received wrong ",1,-0.4,-1,-0.477
104,"  well,     bad experience   .    case,  woks   3 months,      erratic perfomance.   mommnet  take  decisition: don't use  anymore.",1,-0.6,-0.333,-0.34
105,"  returned  knowledge  meets advertised info",1,0,1,0
106,"     disappointed.       wedding   month.    arrived  loved   kept    box.   just opened   try     dress   back heel    discolored  looks cheap.   tried  return     beyond  window.    received   looked     coloring   -  appears   just   months  leather  turned yellow  looks terrible.    not    seller !",1,-0.133,0.2,-0.38
107,"  battery  not hold  charge,  not work. returned   refund",1,0,-1,0
108,"    quite disappointed   staples  not work  stapler although  codes match.   original stapler  staples  purchased  uline  codes match  staples  not work. amazon  cheaper    don't work,  not cheaper!",1,-0.4,0,-0.441
109,"    not taste like toothpaste.  leaves  weird feeling.",1,0.067,0,-0.32
110,"      not safe   use  jack  slicker  snot",1,0.3,-1,-0.251
111,"  useless; connecting middle strap  not hold",1,-0.4,-1,-0.421
112,"   spray bottles  useless.  don't spray well    spray anything   valve  open   way.   really disappointed.",1,-0.4,0,-0.791
113,"   three leaked   cap screws   bottle - disappointing...",1,-0.3,-1,-0.758
114,"  owned  clips    year, mostly   sitting   drawer.   thought   found  issue  faulty equipment   always  clips causing  false positive. one word   - garbage.",1,0.4,-0.333,0.318
115,"  horrible ,  clamps aren't even crimped   wire.    solder  clamps  wire  make  useable.",1,-0.6,-1,-0.542
116,"   ordered clear  got frosted. left convo  no response. not happy.",1,0.2,-1,-0.381
117,"   cheap",1,0,1,0
118,"     read  reviews  buying.    not clear.    milky white translucent plastic   not work   application.   need clear plastic sheet,   not    .",1,0.2,-1,0.107
119,"  rated  one (1) simply    not assembled    no idea    work.nthat  unfortunate, ,    older model   vac    great.        taken     vac. repair    assembled.   infor      web site.",1,0.2,0.333,0.457
120,"  hard  close  not close good. made  thick.",1,0.2,0,-0.423
121,"  make sure    right jack  go     doesn't make  difference  .   base   small  fit  forget .",1,0,0.333,0.44
122,"   base barely worked   first got  now  doesn't work  .",1,0,-1,0
123,"    tle-6ex   4-c cell size maglight....  won't fit   flashlight  advertised.....put    maglight 4-d cell  works .....don't   c size.",1,0.2,1,-0.276
124,"     bend    work correctly,  even    not  sucure    got  lowes.",1,0,1,0
125,"   not perform    hoped",1,0,1,-0.292
126,"  foam sleeve  not fit  filter. several attempts  made. sleeve tore   thrown away.  big-don't .",1,0.2,-1,-0.276
127,"  difficult  use. straps hurts  neck.",1,-0.3,-1,-0.681
128,"  didn't fit  .5 hose",1,0.2,1,-0.276
129,"    not   newer style mig-lite.   metal cap   small   led.    lucky    older one sitting around.   works    older large bulb.",1,0.6,1,0.421
130,"  though  look neat  someone obviously spent    money making ,   no good whatsoever.   purchased    1/4 ferrite rings",1,0.2,1,0.152
131,"   thought  just scissors  can go wrong right.   don't cut,  edges grab   trying  cut  scissors get stuck edge cutting  edge,   soft metal  poor finish.  waste  $",1,-0.286,-0.333,-0.895
132,"  late delivery, expensive  opened package ( said 'new').nbad retailer.  never buying anything   .",1,0,1,0
133,"   spray port leaks,  bottle seal leaks.   3 made  mess everytime  used .    not recommend.",1,0,-1,-0.559
134,"   late  return.  power button  flawed.   hold    make  work",1,0,-1,-0.477
135,"  not suitable  e clips  mounted   existing sink. epoxy drips   stud threads  prevents  wing nut  threading. need  cover stud  masking tape.",1,-0.2,-1,0.077
136,"   quick connector  good,     check  size  regular pipe size.n3/8 isn't usual.   highly recommend  check  pipe size   order, summary:  care  purchase, unixreviewtime: 1375056000}{overall: 5.0, verified: true, reviewtime: 07 16",1,0.45,1,0.763
137,"  every    refers   scalpel (note,    singular scalpel  actually receive),   referenced  though   plural. not    worded  scalpel handles    title,   given  picture  two scalpel handles   main photographic presentation   .",1,0,0,0
138,"   vacuum   worths machine",1,0,0,0
139,"   used  mini floor scrubber   living room floor  half way   stopped working. handle  short, unit      good   floor",1,0.2,1,0.25
140,"   pump     two days   became  noisy.     road 500 miles  home   no choice   visit  local auto store    replacement. not  happy traveler.",1,0.067,-1,-0.709
141,"   thing fell apart just taking     package.  seller  great  made things right  perhaps   nicer one  .",1,0.6,1,0.791
142,"   30 years   never   garbage. dozens  times  drywall driver stripped  head   box  screws,    two  brand screws    not happening .  either grip-rite  gone   new cheap chinese factory,    counterfeit.   complete waste  money,   brought   site   complete halt.     better running   screws   .",1,0.1,-0.5,-0.599
143,"        one tube,   ridiculous !  sells  around  $6  lowe's.",1,-0.6,-1,-0.42
144,"    mention    leaky?",1,0,-1,0
145,"   parts  not ;   stop working  one used",1,-0.2,0,0.223
146,"  much  small, no power, no - switch. says   get hot  shut    cools . maybe   child  play  mom ",1,-0.2,0,0.509
147,"   ordered  cleaner based  amazon reviews   .   don't know  everyone else expects   unit like ,    greatly disappointed.   couldn't get anything cleaned    sent  back   refund.   believe   need  purchase   high dollar ($350 +) steamer  order   level  cleaning   steamers claim  work  effectively.",1,0.2,0.714,0.528
148,"     1/4 inch standard pegboard  lots  stuff.  thought     great idea, something  replace  little pieces  tape  hold  hooks  etc  place.   wrong. not    not stay   holes   length  ,    get   stay briefly    pop    bumped  board   tool. good thing   cost 5+ dollars.",1,0.267,0,0.599
149,"   don't put  stock   products,  results   subjective...no way  really standardize   take  measurement?  don't waste  money, find  different  way  measure  results?  personally,   unable  consistently read  results   degree  certainty.n(.e.... see  change   number   don't know   lost fat,  just took  good reading ?)",1,-0.1,-0.5,0.793
150,"  strips  broken   box. pain   ,,",1,-0.3,-1,-0.751
151,"  terrible!",1,-0.6,-1,-0.525
152,"   lasted less   years   panasonic customer service  terrible.   never   panasonic  .",1,-0.6,-1,-0.477
153,"   aren't worth !   completely usesless   not hold anything   peg board!  want    ones  actually came   board.",1,0.3,1,-0.238
154,"  wrong name   ,   plain needle holder",1,-0.4,-1,-0.477
155,"  not stainless",1,0,0,0
156,"   doesn't work  .      put   outside stake  socket   stays    .   tried  inside   doesn't work either.   dims   daytime  doesn't go .   stays bright outside   daytime.   ended  buying  outside stake     built  sensor  seems   working.  don't waste  money   one.",1,0,-0.333,0.641
157,"   pegboard fasteners  flimsy, won't lock  tight,  come    pegboard  easily.    not recommend buying .n  recently   package  various pegboard hooks  fasteners included   fasteners  sturdy   locked   held.   way  can get     pop     screwdriver,    way   work.",1,0.4,0.333,0.151
158,"   didn't fit  pegboard.   know  pegboard  not , weird, style.     peg locks,  work just .    need   .25, maybe .33, inches deeper , 'click'  place.,",1,-0.1,0,-0.151
159,"   needed  handle   fit   number 11 blade.     not work  therefore  completely useless  .  now    case  blades  no handle  fit..... great disappointment.",1,0,0.2,-0.154
160,"    ordered   4 days ago   still hasn't shipped.  don't know   going    never takes  long. . . .",1,0,0,0
161,"  didn't   damn thing   tried  glue faux diamonds  glass!..",1,-0.8,-1,0.372
162,"   gotten several    rigid  shopvac brand   bricks  mortar stores. literally fits nothing.  largest size diameter   exact  size   largest dust ports   bosch table saw  cable porter bench sander. flip    none    sizes fit  hand  smaller tools like  1 1/4in port   miter saw,  belt sander.nni'm really annoyed  wasted money  two  .   made   dust collection system (got tired  wheeling  vac around   host    way  didn't   money   real system)  used  rubber fittings   plumbing section instead.  way   actually tighten  hose clamps  adjust  fit   hose  dust port,  also  -5$  piece instead  8-13$.",1,-0.067,-0.25,-0.859
163,"   shopping   ,  description clearly stated    3 pack,  one  sent, contacted customer service   send another one, still one short   three pack. contacted customer service    told   one     description. not going  play  game    believe   switching,  think   cancel  account.",1,0,0,-0.086
164,"  handle   short   average sized person  use comfortably. maybe    longer arms?",1,0,1,0.421
165,"  < data-hook=-link-linked class=-link-normal href=/dap-18324-10-1-oz-seal-n-peel-caulk/dp/b0002yvnoq/ref=cm_cr_arp_d_rvw_txt?ie=utf8>dap 18324 10.1 oz seal 'n peel caulk</>&nbsp; following  instructions   tube,  didn't adhere   window frame.",1,0,1,0
166,"        reviews  said    good , tried        worthless. wanted  clean  grill   didn't work, no good  tile grout  walls  floors,  counters.    returned    first   tried .",1,0.2,0.5,0.578
167,"  works poorly",1,0,-1,0
168,"    never used  got  turned   seemed  work    went  use  ,  didn't work   contacted  sell  never got  response..  waste   money..",1,-0.2,-1,0.325
169,"   purchased   test  circuit. instead   test leads  received junk! non   wire ends  crimped  soldered   test clips!     strip  end   wire, bend   exposed wire  push    barely crimped test clip ends!   wire     gauge   kind  current   produces high resistance!   high resistance  not making contact   test clips    total fail!     decent wire  solder/crimp  ends  get  working.   also no rating  wire  test clips plastic boots!  not use  ac  high voltage!       can pretty much toss everything except  test clips!  expensive test clips!!  better avenue      bulk box  clips, wire,  build  cables !  displeased!",1,-0.029,-0.333,0.356
170,"   not  vacuum   sucks.  not worth  money... doesn't make  wood floor shine.   piece  junk.  've believed  bad reviews.  definitely don't recommend .",1,-0.1,-1,-0.354
171,"   not work     repair project.",1,0,1,0
172,"    30 years  using  original,  one  uncomfortable   wide.   ordered  original    stopped making. see next review.",1,-0.3,-1,0.026
173,"       still use  antenna  receive   air local broadcasts.   lost  signal completely   hooked  , even  trying  adjustment knob.   disappointed.",1,-0.5,-1,-0.66
174,"   gadget stinks.  doesn't work.   supposed  turn   dusk    dawn. , forget .  never turns .   even called  company  made   rather imported   china.   advise  folks  not waste y  money.  bad thing    5!!!",1,-0.333,-0.5,-0.714
175,"   plastic around  probe   large   not fit far enough   receptacle.     return  probe",1,0.2,-1,-0.276
176,"    one   5 years ago.   sat   shelf    used lightly  dozen   times.  turned   today   buzzed   second  quit.ni took  apart...  clean inside.  blades turned easily.  checked   electrical connections.  just won't run.ni  send    repair.  no doubt  shipping  repair costs  isn't worth .ni wouldn't recommend .",1,0.16,0.667,0.532
177,"  not rochester midland- sierra soft - thin called ; don't  till  fix description",1,0,0,0
178,"  bad  not good dang sucks never  ever",1,-0.533,-1,-0.585
179,"   made  mistake  purchasing    travel purposes.   tried   two hotel rooms   just doesn't work.   fact,  doesn't even slow   door  opening.    bright point   looks cool.",1,0,0.333,0.421
180,"   triggers  not work  several uses.    better    local dollar store.",1,0.4,1,0.44
181,"  absolutely terrible. worse  using  appliance dolly  lifting  hand.   aren't exactly matched  strength  height,  really  nothing  injure  .",1,-0.267,-0.5,-0.735
182,"  couldn't even get    feet  went   size   shoe size.  total waste  money. plan  sending  back",1,-0.2,-1,-0.475
183,"   received  spray nozzles  3 bottles.",1,0,0,0
184,"  don't waste  money.",1,-0.2,-1,0.325
185,"    needs   completely redesigned. first  ,   lightweight!   needs   something  causes   bear    floor. otherwise  just gliding across  floor like  feather duster.  no pressure  .     needs. applied pressure.   probably get  kid  stand     try  clean  floors , no. returning.",1,0,1,0.455
186,"  doesn't set nearly  quick   says. tried mixing  multiple times  case  proportions  ,   kind   mess however   .",1,0,-1,0.226
187,"     stuff expecting  amazing results.  followed  instructions   t.  couldn't even run  30-06 shell    dies maybe  got  bad can  knows     unhappy   especially    costs.",1,-0.067,-0.6,-0.361
188,"      stop  squeaks   1940's san francisco home.   screws  not snap .  drilled several 3/32 pilot holes   floors.   squeak no  screws keeps  spinning without snapping .nni emailed company (person),   not got  reply back.nnnow  stuck  screws    holes   floors.nnitems used:n- electrical drilln- 3/32 drill bitn- squeak no   joist screwsn- snap  fixturen- square head driver bit",1,-0.25,-1,-0.769
189,"  take  extension cord  carefully split  wire  clamp  one side  .  pay $15  ...",1,0.1,1,0.026
190,"  every bottle leaked   screw  top.   not purchase .",1,0.1,-1,-0.226
191,"    ,    said pack  5",1,0,0,0
192,"   not fit  air conditioner compressor drain outside, either  circumference (drain  smaller   smallest setting), not   work inside    not go  far enough  get past another tube  couldn't clear contents  compressor drain  desired.",1,0.267,0,-0.295
193,"  not sure   can use  without  gas leaking .   thread  badly damage.  soft metal   control process  absent.    recommend trying  brand  less frustration.",1,-0.3,-1,-0.821
194,"   unit  true china junk.  unit  described   six inch duct   measures 5-3/4.  lable  not even point   right direction   air flow.  unit sounds like  freight train coming   duct.   not recommend  unit  anyone., summary: china junk, unixreviewtime: 1360108800}{overall: .0, verified: true, reviewtime: 02 3",1,0.44,0.333,0.718
195,"  although  appearred    right control   skillet,  probe  unable  connct.  seems    large   not insert completely   afraid  try  force  . probes seem  long.  disappointed  unable  use  25 year old skillet  still  good condition otherwise.",1,-0.067,-0.333,-0.052
196,"  seemed like nice material  shipped quick    not open.  no problem   return  .",1,0.1,0,0.522
197,"   half    no continuity   clips  clamped onto  plastic insulation, also  wire   thin  slightest pull  break  wire inside  insulation. absolute junk",1,-0.2,0,-0.296
198,"  didn't work   purposes.   thought   dry  become  super hard plastic.  actually  still bendable.",1,0.2,0,0.542
199,"  caps don't stay !",1,0,0,0
200,"  picture    wrong.    not white.  cream  jus plain old masking tape.  amazon needs  replace  image.",1,-0.4,0,-0.34
201,"     pegboard kits  peg locks similar       much higher .    poor   keeping  peg   usually pull    peg.    cold garage  frequently break.      selling    expected much much better.  loved  idea        big disappointment   search   effective way  keeping  darn pegs   continue.",2,0.133,0.111,0.542
202,"  maybe    right   reason.     significantly less   big retailer   think amazon's shipping speed  superb. however,    shipping small  heavy  like boxes  3000 staples,  needs    little  care taken  packaging  handling.ni basically received  shipping box  dozens  loose  broken strips  staples.    3 bostitch boxes (9000 staples)  broke open  torn  pieces  loose  broken strips inside  shipping box.    make loading staples  bit    hassle   strips  not full. although  stapler  yet  arrive,  suspect     pile  broken unusable partial strips    finished stapling   flooring.",2,-0.05,-0.2,-0.855
203,"  doesn't work  iclicker systems. tried everything  university  connecticut  no avail.",2,-0.2,0,-0.296
204,"  sprayer leaks    using.",2,0,-1,0
205,"  ordered  wrong set    return    correct one/",2,-0.4,0,-0.477
206,"    wires   4   really worked.  werent  good    others    simply, ok. dont reccomend     desperate give   try",2,0,0.333,0.193
207,"   seemed underpowered  wore  quickly.   can get cheaper battery powered toothbrushes  spin better  don't wear   fast.  device  now   sink  next    need  clean grout....  not reorder.",2,0.4,0.5,0.681
208,"  description says 1/4 however",2,0,0,0
209,"  haven't used  glue   picture   misleading   actual   tiny amount",2,-0.6,0,-0.402
210,"  awful  terrible trying  balance something heavy   thin strap",2,-0.6,-0.5,-0.727
