"id","text","rating","afinn","lsd","vader"
19,"Stumped on what to get your teenage niece for Christmas? Look no further. This is the perfect gift for any young girl...or any woman who has never really grown up. 
 The Daring Book for Girls, by Andrea Buchanan and Miriam Peskowitz, is jam-packed with information every girl needs, like how to change a tire, how to conquer public speaking, and even how to survive in the wilderness. This book can be read front to back or can be used as an easy go-to reference. 
 While it's not the best reference book out there, the writing is fun and witty and the colorful art helps make this a very enjoyable read. 
 Interspersed with how-to articles are stories about famous women in history, women who have changed the world, and women who have gone on to achieve amazing things. Read about Cleopatra and her rise to fame, as well as Joan of Arc and her ultimate sacrifice to fight for what she believed in. 
 This isn't just a girl's guide to boy stuff...there's some girly stuff in there, too...like how to make friendship bracelets, how to make a daisy crown for your head, ideas for sleepovers, and there's even a list of books every girl should read. 
 Check this book out the next time you're in a bookstore. Also available is The Dangerous Book for Boys, as well as many other varieties. 
 Read more at: http://thehobbeehive.wordpress.com",3,1.846,1.815,0.975
20,"The sequel to Eight Cousins. One of the most heart warming and tear jerking books I have ever read! A tale of family, friendship, tragedy and romance all ending with a happily ever after!",5,0,0.251,0.8
21,"This is a great book that simultaneously amused and fascinated me. Filled with simple language, and perfectly chosen pictures, it gives children (and adults) insight into some of the more ewww-worthy animal behaviors, such as the reason behind nose-picking and feces-eating. There were several times when I was quite surprised because I had no idea that there were legitimate reasons for some of the behaviors (like the feces-flinging). 
 This is a perfect book for ages 8+ to read by themselves, but also easily one that parents would enjoy reading with them or younger children. The back of the book lists several 'scavenger hunts' which encourage the reader to utilize the internet and find out more information about various animal behaviors or adaptations on their own. 
 A fantastic read from Dawn Cusick and National Wildlife Federation that I would definitely recommend for any child who is curious about biology, or just at the stage where they think bodily functions are hilarious. It'll let them laugh and educate them at the same time. Great work. 
 Visit Scifi and Scary's Book Reviews for many other Science Fiction, Horror, Thriller, and Kids' Books reviews.",5,2.2,1.825,0.994
22,"What child hasn't been conned by the offers on a cereal box? Dan and his brother will be eating cornflakes for the rest of their lives just because they wanted a ""free lion."" 
 Everyone else in the neighborhood wanted one, too, and got one, but then the cereal company ran out and sent Dan and his brother a substitution. Chaos ensues. 
 The illustrations are terrific. Oh, the expressions on those boys' faces! 
 The book comes with 60 coupons towards your own ""free lion"" but don't say they didn't warn you.",3,0.4,0,0.753
23,"Synopsis: ""Newbery Medal winner Katherine Paterson and cut-paper artist Pamela Dalton give fans of all ages even more to be thankful for with Giving Thanks, a special book about gratitude. Katherine Paterson's meditations on what it means to be truly grateful and Pamela Dalton's exquisite cut-paper illustrations are paired with a collection of over 50 graces, poems, and praise songs from a wide range of cultures, religions, and voices. The unique collaboration between these two extraordinary artists flowers in this important and stunningly beautiful reflection on the act of giving thanks."" 
 My Review: I really enjoyed this book. I love the wide variety of poems and prayers from all areas and how they work together so beautifully. They not only apply to this upcoming Thanksgiving season and Christmas season but year round. They are a nice reminder of things I have forgotten in this busy life. I also absolutely love the scherenschnitte images throughout the book, they are beautiful and add an extra element to the book for me.",4,2.533,2.565,0.992
24,"The Polar Express is a timeless classic it never gets old. As a child I loved reading this book and now It's even better. I get to share it with my children. As a kid Christmas time was best holiday ever. You get all kinds of stuff toys,clothes and candy. Ok nothing beats toys and candy esp. chocolate.. yumm An now as an adult I still enjoy Christmas even if I don't toys anymore. My joy is watching the kids have a time with there goodies and leaving them yummy snakes for Santa..HEE HEE Some things never change...",5,2.429,2.944,0.981
25,"Adorbs! I read this with my 8 year old and he loved it! Mercy and her toast! So cute!",5,2.333,1.946,0.897
26,"Night of the Living Dummy was the first chapter book I ever read, and I feel in love with it, with Goosebumps, and with reading in general. I was so scared I had to keep turning the pages. One of my faves from my childhood. I love it.",3,1.333,0,0.736
27,"My Little Angel, by Sherrill S. Cannon, was a lovely get-well gift. A charmingly told rhyming story about a little girl who has an angel named Angela that sits upon her shoulder. Angela, whispers in her ear and helps her remember all the good things she needs to learn as she moves through life. 
 It is a remarkable little book that would delight any child, while teaching the lessons of kindness, responsibility and all the things parents try to instill in their small children. 
 Ms. Cannon, has outdone herself once again with this remarkable little book aimed at gracefully helping adults teach such important lessons in life. 
 I loved this little book and will read it many times, before passing it down to the next generation. 
 Adorable, Charming, Delightful all in one little book, what more can one ask for? 
 Thank you, Sherrill Cannon, for writing it! Highly Recommended.",5,2.429,1.768,0.995
28,"i'm still in the middle of reading this, but so far, i find it pretty boring. Also, i guess the illustration would makes the kids scared",0,-1.333,-1.609,-0.361
29,"Sid is an ordinary kid. Murphy is his dog, who thinks Sid is ""Supreme Almighty Ruler, Super-duper, boss, and king of absolutely everything... Murphy thinks when thing go bad, he must have somehow made me mad. Happy things get understood as his reward for being good."" However, Sid claims, ""It isn't true!...I'm not in charge!"" ""That most things happen just...because."" However, Sid isn't sure Murphy would be as good, if Murphy understood...",4,1,0.452,0.866
30,"I just can't imagine a child ever sticking with this book! I forced myself to finish it, and I do mean forced! I don't think most children will catch the allusions (Bea Elsa Bubb? Really!), and there's just not enough there to keep them reading!",2,-1,-1.946,-0.8
31,"Who would have thought sloths were so adorable. However, this is not a book for kids to use for research. There is not a lot of actual information on sloths. The book mainly features the baby sloths from the author's Animal Planet documentary, Too Cute! Baby Sloths.",5,2.5,-0.452,0.777
32,"Jannifer Powelson has done it again, in her latest Rachel and Sammy adventure. Rachel and Sammy Visit the Forest: A Guide to Spring Woodland Wildflowers taking both the young and older reader on a lovely trip to the Woodlands in the spring. 
 Both informative and a great teaching tool about the different plants, their roots, and growing habits, this book is truly a masterful way to teach children about the beauties of nature. It will astound them with the myriad of different types of plants that can be found in the Woodlands in the spring. 
 Its beautiful color illustrations help depict the flowers making it a bit easier to distinguish and understand the descriptions even for those of us adults who are unfamiliar with plants and flowers. 
 Jannifer truly knows her plants and flowers and brings them to life in such a delightful teaching tool. 
 I will look forward to the next Rachel and Sammy book. 
 Highly Recommended",5,2.444,2.037,0.989
33,"I loved this toungue and cheek story about a bear who begs her mother to adopt a pet boy. The pictures are just delightful.",4,2,1.946,0.856
34,"From the title alone, the book reminded of a similarly-themed series called ""Horrible Histories"" which takes a jab at established facts of a certain culture. In this line, the pre-colonial period of the Philippines is given light through archaeological materials, parcels of history that treads on the economic and social relations of various peoples in the islands. And while the work intends to be more inclusive of the younger demographic, the humor is quite off at times and there are instances where the historical information seems to have remained in the standard text instead of a new point of view.",3,-0.5,0,-0.318
35,"It was a bit dragging and confusing at first, but then again the ending definitely made up for it. 
 Two countries in this book, and two clues, plus answers to some of the questions I've had. Brilliant.",4,1,-0.511,0.852
36,"Beautiful pencil illustrations tell the story of one girl discovering another -- and the bond between the two. Wordless -- and with illustrations like these, who needs words?",4,2.5,1.946,0.751
37,"I'm My Own Dog by David Ezra Stein is a cute twist on a owner/dog relationship. Instead of the owner having the dog, the dog in this book has an owner that showed up one day and started hanging around. He was useful for doing things like scratching that spot that no one could get, and throwing the ball for him, so he decided to keep him. Cute!",4,1.4,2.197,0.859
38,"A beautiful and long tale (with a tattooed whale!) about Archibald's journey to find what his thing will be.",5,3,1.099,0.636
39,"** spoiler alert ** 
 Ok! The Peter Pettigrew reveal scene, my lordt that crap was drawn all the way out. Ron just give the man the damn RAT already! Other than I really enjoyed this book and learning more about the lore of Harry Potter and watching him along with his friends grow as wizards and better individuals. Seeing that I am new to Harry Potter, one thing that really attracts me to the story is the descriptive writing style and somewhat simple yet complex story telling that J.K. Rowling uses to build this magnificent world. There aren't any throw away(s), each character she mentions, in passing or directly, plays an important part (besides Lockhart sorry ass). With that being said, I did have some questions about the Time Turner, and the Marauders Map. Did Lupin see the extra people on the map? I'll leave it at that lol But I feel the inner wizard in me awakening!! On to Harry Potter and the Goblet of Fire",5,-0.727,0,0.793
40,"Loved it!",5,3,1.099,0.636
41,"quirky in a Manhattan way. This book has a slow but comfortable cadence.",3,2,1.099,0.665
42,"Interesting story. Leo's dad works at a maintenance man at an unusual hotel. Leo helps his dad and when not helping, he begins to investigate boxes that he finds. Some pretty strange rooms at the hotel (pinball room, cupcake room, the haunted room, etc.) Still, an interesting storyline that will hold kids' interest.",4,0.875,-0.251,0.813
43,"I love the premise behind Ann McCallum's Eat Your U.S. History Homework. I think it is a clever idea to write a cookbook with American History in mind. 
 The book only covers early American history. The first recipe--around the times of the Pilgrims settling America--is ""Thanksgiving Succotash."" The last recipe--around the time of the American Revolution--is for ""Independence Ice Cream."" There are six recipes in all. 
 The topics or subjects these recipes are supposed to supplement: Pilgrims at Plymoth, 1620; The Thirteen Original Colonies, 1607-1776; The French and Indian War, 1754-1763; Slaves and the Southern Planation, 1619-1863; The American Revolution, 1775-1783; The Declaration of Independence, 1776. 
 Some recipes you might recognize under another name. For example: ""Revolutionary Honey-Jumble Cookies"" and ""Lost Bread"" are snickerdoodles and french toast. 
 I like the focus on food. I like the historical tidbits. I like everything but the illustrations.",3,0.857,0.956,0.66
44,"I started fascinated with Pippi and halfway through was annoyed by her. it's helpful to read that it was written to entertain Lindren's daughter will silly antics. I can't get over her superhuman strength, ridiculous lies, and the fact that no adult takes any responsibility to help her.",2,0.25,1.099,0.625
45,"SM",0,0,0,0
46,"A",0,0,0,0
47,"I think this book was too young for me. That was my major problem with it. I couldn't really get into it and it was very slow moving. I liked the idea of seeing the story from different points of view but it meant there was a delay before anything new happened which slowed the book down even more. It was interesting and I'm glad I read it but in a way I'm happy to be able to move on to something else now.",2,1.167,0.251,0.899
48,"I really like this book because it shows the importance of working together. The book shows in the text and pictures that teamwork is important for everyone!",5,2,1.099,0.75
49,"Clearly, Betty Bunny is more than a handful. Despite her reluctance to try it, she finds chocolate cake divine and plans to marry it, to her older siblings' amusement. After a bad day at school, all she wants is to go home and eat a piece of chocolate cake. That's no problem, according to her mother, but first, she must eat all her other food. When her brothers and sister tease her, she retaliates and is punished. To teach her patience, her mother promises to save a piece of cake for her. Betty decides to take it to school and leaves it in her pocket. The inevitable happens, and that poor cake deteriorates over the course of the day. There is so much to enjoy about this story: Betty's irrepressible personality, the interactions between Betty and her siblings and parents, and the fact that it will take more than one lesson to press home the importance of patience, something I suspect many adults like me are still trying to learn. I loved the pencil, ink, watercolor, and gouache illustrations that show the characters' facial expressions and personalities vividly. That chocolate cake looks pretty scrumptious to me.",4,0.4,0.1,0.977
50,"This is a cute children's book. My 4 yr old really enjoyed it. The illustrations were fantastic and definitely the highlight of the book. There were a couple of errors in my copy, which is the only reason it is not a 5 star rating. I'm sure that wouldn't bother the target audience, though.",4,0.8,0.336,0.945
51,"Good book for toddlers who are attracted to dinos, not much to sustain the weary parent",3,0.667,0.847,0.557
52,"Ellie James has an overactive imagination. And when she sees an old horse outside her classroom window and interrupts her class, her teacher and principal have had enough. They want to talk with Ellie's parents. Until they all find out that Ellie wasn't daydreaming this time. There really is a runaway horse in town. And Ellie is going to help her mother catch it. 
 This was a super cute book for young girls, eight to twelve--especially those who love horses. There is a little mystery, a little adventure, and a sweet ending. Ellie's brother is deaf, so the whole family can speak with sign language, and there is sign language at the beginning of each chapter.",4,1.625,1.099,0.95
53,"i just have to start my bookshelf with this one... the first book ever that gave me such a punch in the head, the way no other books ever did. since i read sophie, i have become not only a gaarder-holic, but also a bookholic in general.",5,-1,-1.099,-0.153
54,"she wont let me read this to her anymore because she always starts bawling when knuffle bunny gets lost but she acts like thats not what makes her sad - she always says shes crying cause shes thirsty - which she never does unless we read this book.",5,-1.25,-0.847,-0.772
55,"Gilda is a self professed 'psychic investigator' and gets herself invited to her mother's cousin's house where she helps his daughter solve the mystery of their haunted mansion.",3,0.333,0,0.077
56,"loved it! good adventure!",3,2.667,1.946,0.865
57,"Would make for a fun center in conjunction with a study of different world biomes--especially with the corresponding ""answer"" pages at the back. They show the reader where the hidden pics (OH! Did I mention that? Kids love hidden pics, don't they) are AND give a lot of info about that biome and the plants that grow there and the prey and predators that live there.",3,3.5,-0.336,0.831
58,"A rather uninspiring view of the major organs of the human body. This book will be useful as a classroom resource.",2,2,0,0.44
59,"Many sea creatures use clever camouflage to disguise themselves within their habitat. ""At first glance, there's nothing much to see. But the tide pools are full of secrets."" Using a mix of lift-the-flap pages and regular pages, tide pool denizens such as sea anemone, hermit crab, decorator crab, shrimp, sea star, turban sea snail, shrimp, and sea slug are revealed. Two of the animals, octopus and goby, would be extremely unlikely to be found in a tide pool. There is a paragraph of information about each creature. The flaps of this lift-the-flap book are larger than usual, taking up about a third of the page. Each flap opens in a different direction (up, down, right) and culminates in a double set of flaps revealing a panorama that contains all the previously introduced wildlife and the challenge, ""Can you find the tide pool secrets?"" A final double page spread shows each animal again with additional information about it and about tide pools. Given that it would be hard to see many of the animals who use camouflage to hide, this is better for one on one sharing than for reading aloud in a group.",3,0,-0.379,0.781
60,"** spoiler alert ** 
 4.5 stars actually. At first, I was like, gosh, this is ridiculous, it turns out so easy for them to live in the wild. There are so many, like, ""accidentally"", "" luckily"", ""fortunately"" and so on which makes it so unreal. 
 But I cannot deny that the story keeps me reading two continuous nights for its interesting plot, beautifully and lively description of a hunting life. 
 And I must confess that I really do not want it to end, and that I have to watch its movie afterwards. 
 It reminds me of all the stories and films I watch before, like, ""Papillon"" or ""Ocean girl"", all the adventurous in the wild stuff. 
 Also its movie is unbelievably exactly like what is written in the book. Perfectly match what I imagine when reading it. 
 Well-written. Great story-telling skill. Inspiring. 
 A must to read to my kids. 
 So okay, 5 stars :)",5,1.278,0.49,0.995
61,"Nancy stays up too late looking at an album and learns that sleep is important.",4,2,0,0.202
62,"I loved the Choose Your Own Adventure books, and constantly borrowed them from the library. I owned a few, too, and would mark little pencilled notations on all the endings I managed to reach in my own copies (I'd tuck aside a piece of paper for the ones from the library). When I was nine and ten, these books got re-read so many times it was unreal, and they paved the way to me wanting to write, too, as sometimes I got annoyed at an obvious, missing option.",4,0.4,-0.588,0.361
63,"These are a fun way to present informational text to young readers. Facts about each animal are presented on facing pages, and then at the end of the book readers can complete a checklist and decide which animal would win if they faced off against each other. 
 It would be fun to show a couple of these books to students and then have them select two animals and recreate the format with their own research. This would be a high-interest information literacy activity. 
 The one thing I don't like about the series is the covers. They look a little unpolished and some of the animal depictions are very phony.",4,3.5,0.588,0.852
64,"3.5 stars, rounded up for Igor being the awesomest 
 First up, the disclaimer: yes, I know Claire Legrand and she's awesome, but that did not influence my opinion of the book in any way. Yadda, yadda, yadda. Though I've had Claire's debut novel, The Cavendish Home for Boys and Girls for over a year now, I've not managed to work it into my schedule, so I'm glad I've finally gotten to try her writing. Also, I'm pleased to say that I like her writing. Hurrah! Claire Legrand has written a beautiful, occasionally creepy story about a grumpy young girl who learns how to open up her heart and enjoy life again. 
 My second favorite aspect of The Year of Shadows is definitely the heroine. Olivia Stellatella is a delight, but which I mean she is a seriously grouchy, cynical kid. She may be young, but her life has been hard and it's getting more difficult by the time. First, her mom abandoned her, then her dad got completely caught up in trying to save the orchestra for which he conducts, and now her family (Olivia, The Maestro (Dad, though she never calls him that because he made mom leave), and Nonnie (grandma)) has moved into the concert hall, living in two little rooms and making do with the makeshift kitchen. Olivia hates that she's had to move here, worries that they won't have enough food to eat, and shops at the thrift shop. Even worse, she knows that, if the orchestra's ticket sales do not improve, it's done after this season, meaning they'll be even worse off because of The Economy. In other words, if this were a movie, Olivia would be played by either a young Winona Ryder or Christina Ricci. 
 Actually, that comparison is pretty accurate too. Much as I try to resist going too crazy with comparing books to other books or movies, I can't resist this time. There are a lot of parallels to Casper but with some of the creepiness of Beetlejuice, but, of course, with some magic totally unique to Legrand's vision. The ghosts are by turns horrifying and friendly. The shades pretty much reside in Creeptown, USA and Legrand's Limbo is haunting. 
 Now, let's go back. Remember how I mentioned that Olivia was my second favorite? Well, my favorite is Igor. He's this cat who adopts Olivia, though she might tell you it happened the other way round. Olivia fancies that he speaks to her, and imagines that his voice sounds very like Cary Grant. Igor's such a cat, with his helpful suggestions like this one: ""I know what will make you feel better. Petting me. Better yet, asking for permission to pet me"" (211). How can anyone not love a cat that just might talk like Cary Grant? Also, I credit Igor with getting the kids through everything and teaching Olivia how to love. He convinces her to give people another shot and nudges her in the right direction with his knowing cat ways. 
 Another aspect I adore is the music. In Claire Legrand's bio, it says that she ""was a musician until she couldn't stop thinking about the stories in her head."" Her love of music really shines in The Year of Shadows. Her descriptions of letting music wash over you are lyrical and moving. The dynamics of the band too are so apt, especially the depiction of the trumpet player. It's wonderful when authors can work in some of their real life passions, because that emotion seeps into those sections in a way that really shows. 
 The ghost story element is well done, especially for the intended audience. With each ghost, there's a little miniature story arc full of action and adventure, followed by a scavenger hunt of sorts, and what kid will not be all over that? I did have some minor quibbles with the way some of the logic worked, but, for the most part, I was able to sit back and enjoy the story. 
 Themes of family and friendship are also highly prevalent in The Year of Shadows. Though I think a lot of the right notes are struck here, I don't think they're held quite long enough or played with enough emotion. Legrand does a nice job establishing the friendship with Henry and Olivia, but their lunch table friend Joan comes and goes as is convenient in the story. Similarly, Henry never comes to any sort of realization about his bullying friend, though it seemed like that would be one of the impending plot points. With family too, resolutions seemed a bit too smooth and sudden, with the awkward moments skipped or glossed over. This might be a plus for younger readers, but I was hoping for those emotional wallops. Also, we're sort of left hanging on what's going to happen to Olivia next, and I'm wondering if she's going to be okay. 
 Claire Legrand's sophomore novel features lovely writing, both sassy and creepy ghosts, and a heartwarming tale of learning to let people in. The Year of Shadows is an excellent read for middle grade readers and for older readers who enjoy new twists on ghost mythologies.",4,1.197,0.41,0.999
65,"this is how childhood should be ...",5,0,0,0
66,"You really cannot go wrong with Louis Sachar. That said, this book has appeal for both boys and girls. I believe it was the most-checked-out book from my elementary school's library when I was in fourth grade.",0,-2,-1.099,0.412
67,"So much interesting information about something so tiny. And the many, close up pictures of the snow crystals and snowflakes (which I learned are 2 different things)are beautiful.",4,2.5,1.946,0.783
68,"A book I came across at work and it looked like it would be a fun read. Meh. More like an annoying read. The characters were fine, but the constant bee puns were aggravating. I had a hard time reading some of the text of the letters, due to hard-to-read fonts. There were a couple of places I did laugh out loud, so this one gets two stars.",2,0.75,0,0.677
69,"This lovely book has three children encountering a panda in their backyard. Each goes to visit him, and he tells each of them a story adapted from an ancient zen story that speaks to their particular needs at the time. The art is soft and inviting, and the stories each have good morals.",0,2.333,2.197,0.84
70,"SM",0,0,0,0
71,"Oh my gosh, I love this little book. 
 All you have to do is look at the main character's face on the cover to know that this was illustrated by someone who knows exactly what it feels like to be a bored child. There is enough Charles Schulz in the drawing to make her feel comfortably familiar, but she's just temperamental and snarky enough to be a 21st century kid. 
 And the text is wonderful too. Just enough. The author and illustrator trust the audience and leave plenty of room for that audience to walk into the book and have a great time. 
 And the antagonist is a POTATO, for crying out loud. Can it get any better than that?????",5,1.111,0.31,0.954
72,"I did like Flora & Ulysses, or maybe I should say, I enjoyed reading it. The characters were likable and the illustrations were fun. 
 I agree with another reviewer that Flora is not exactly a relatable character for the child reader, but she is fun, and that will meet the demands of young readers. 
 A cute, quirky book with a positive message, but it's not ground-breaking or stellar, but it doesn't have to be, does it?",3,2,2.833,0.965
73,"This has rapidly become one of my most favorite children's books of all time; I even liked it a whole lot more than The Little Prince. It's written in Spinelli's trademarked straightforward, from-a-child's-eye narration. With rich but simple vocabulary, it tells the story of David and Primrose, a clashing pair of friends who met in an unusual way during an Easter egg hunt. 
 There really is nothing agreeable between David and Primrose; they are exact opposites. David is a serious nine-year-old who has a strict habit of following rules since his mother had died. Primrose, on the other hand, is a thirteen-year-old who breaks every rule she's come face-to-face with, and has just recently moved out of her mother's house and is living in a van she's designed in their backyard. 
 Together they set out on an adventure to Philadelphia, but not after a couple of days fighting over random things, scraping eggs that other kids had thrown on Primrose's van's windows, collecting junk, and hunting for nightcrawlers. 
 The ending is so simple and touching, but doesn't promise a smooth-sailing friendship between the two, which is only as far as reality goes. It is a very light and page-turning read that you can indulge on for a few hours time. You'll be endlessly entertained by Primrose's sarcastic view on life and the naivety of David, who was only too young when he was exposed to the painful process of loss. They set out to find and change themselves, accomplish a few promises, and see the waving man of Philadelphia, in ways that only kids know of.",5,0.417,-0.251,0.8
74,"Who would have thought a story about people turning into Pizzas would be so funny, especially when there is some mystery mixed in for good measure. Vickie Johnstone, author of several other fun and witty novels will make you laugh with ""Day of the Living Pizza."" Her character names alone will give you pause for a belly laugh. I'm glad to have stumbled on this story and discovered the Gage Project. I hope it has been tremendously successful.",5,2.111,1.846,0.977
75,"This book was a lot of fun to read. It has a series of pages for each letter of the alphabet. Drawing from previous Stink and Judy Moody books, and with new material, this is a wonderful collection. The book is a collection of quotes, facts, quizzes and more. This is the 7th book by Megan and Peter in both the Stink or Judy Moody series and maybe the one that is the most fun... 
 Read the rest of the review and with links to other reviews by the authors on my blog Book Reviews and More.",5,2,-0.251,0.294
