"id","text","rating","afinn","lsd","vader"
38,"rubio - back insurance market "" cover 80 people "" - obamacare cover 1. 6m fl alone: / / / whgcid8ee7 #: / / / y1awqcpfnw",-1,-0.333,0,-0.25
39,"@ avabeata gonna get kick last night! lemme know think...",-1,0.111,-1,0
40,"close caption",-1,0.111,0,0
41,"@ alilihay: also prefer uterus register washington",-1,0.111,0,0
42,"@ realalexjones @ libertytarian @ jakarijax @ leeannmcadoo wether @ trojan horse, worth punt? #",-1,0.556,1,0.226
43,"@ itsshoboy:",-1,0.111,0,0
44,""" think god pretty fair guy "" - ben carson, neurosurgeon, belief modern day taxation base ancient book #",-1,0.407,1,0.765
45,"@ pulmyears: official photo big # foxnews # last night:: / / / uaib1m8ekc # teaparty @ socalimilitia1 @ donkeyarguing",-1,0.333,-1,0
46,"@ olakunlesoriyan: freedom free... must fight everyday - - @ realbencarson",-1,0.259,0.333,0.71
47,"@ rebleber: mention #: vote rightsclimate changegun violencepolice shootingsstudent debtinequality",-1,0.111,-1,0
48,"@ jimmyjames38: flat tax win",-1,1,1,0.586
49,"@ saradmahmoud:",-1,0.111,0,0
50,"hey look -",-1,0.111,0,0
51,"@ bettyfckinwhite: donald biff back future 2?",-1,0.111,0,0
52,"#, publican get behind smart, electable person room draft @ prez!",-1,0.333,1,0.457
53,"just get world serve, # get candidate serve. like, look mirror. #",-1,0.556,1,0.361
54,"@ rwsurfergirl: @ pose adult picture. bring?",-1,0.111,0,0
55,"nope. think intentional funny political event ever seen. great!",-1,0.889,1,0.456
56,"@ monsterandboy: uproar invite tonight! demand reason!",-1,0.111,-0.333,0.174
57,"@ jackie _ pepper:",-1,0.111,0,0
58,"just can anyone else wait snl weekend coverage?",-1,0.111,-1,0
59,"@ wendie07:",-1,0.111,0,0
60,". @ correctrecord @ hillaryclinton fox / party hunger game - demagog food - fighter @ carlyfiorina # # morningjoe: / / / ygmgbavqut",-1,-0.333,-1,0.318
61,"@ thatchrisgore: t cruz's mutant superpower fear - mongering.",-1,-0.333,-1,-0.612
62,"@ mette _ mariek: donald @ eddiepepitone's b character ever.",-1,0.111,0,0
63,"@ carlyfiorina go carly! matthews asshat!! nice job!",-1,0.778,1,0.608
64,"@ gopendejos: hour still mention",-1,0.111,0,0
65,"@ jasper _ deezy: mike huckabee quote limp bizkit lyric military talk point",-1,0.111,-1,0
66,"@ diegueno: work people miss",-1,-0.333,0,-0.153
67,"new - shock faithful: / / / t0k3ookwm0",-1,0.222,0,0.077
68,"watch # help think claire underwood referring political bate "" spectacle "" season 3 # profound",-1,0.556,1,0.402
69,"#: cruz? https: / / / zmrfi7bouc via @ cr",-1,0.111,0,0
70,"great new @ scottwalker video. consistent focus last night clinton.",-1,0.778,1,0.625
71,"@ nerdist: gotta say refresh hear presidential everyone correct pronounce "" nuclear "" #",-1,0.111,1,0
72,"@ bradonmessage: watch #, candidate @ algore endorse nashville mayor lost. bad.",-1,-0.185,-1,-0.542
73,"karl _ sans _ marx: carmengoblue: like miss america meet jerry springer.",-1,0.111,1,0.226
74,"@ kjhobbs1985: @ thedemocrats real... like @ ppact video watch anyway.",-1,0.556,1,0.361
75,"@ gheshes:",-1,0.111,0,0
76,"@ thatchrisgore: t cruz's mutant superpower fear - mongering.",-1,-0.333,-1,-0.612
77,"@ karatloz: play yoshi made yarn, whole world made yarn #",-1,0.111,0,0.34
78,"rubio radar # @ nro @ alexconant @ marcorubio",-1,0.111,0,0
79,"@ johneberkowitz: sum",-1,0.111,0,0
80,"go claim god gave campaign contribute.",-1,0.333,0,0.273
81,"@ bethbehrs: classy.",-1,0.778,1,0.44
82,"@ johnkasich: hey @, still look chip, check: / / / dy8knz122t #",-1,0.111,0,0
83,"# winner yesterday: carly, ben carson, marco rubio,, sad, big gov't mike huckabee. can carly knock christie stage?",-1,0.333,-0.333,0.178
84,"lemme see... else? bush, rubio? similar. #",-1,0.111,0,0
85,"@ nymag: hillary clinton spent",-1,0.111,0,0
86,"think candidate secret crush hillary trash talk much.",-1,-0.111,-1,-0.153
87,"chadstanton: brownblaze: please.",-1,0.333,0,0.318
88,"@ thatsmylobster: @ wiseguysutah hey, donald come wiseguy anytime soon? like advance ticket. #",-1,0.556,1,0.361
89,"big mistake wallace question @ 's busy tactic. never question busy",-1,0,-1,-0.34
90,"last night",-1,0.111,0,0
91,"@ leasavoy: overall view #... "" stay home work? "" candidate choice change 1 iota. # cruzcrew",-1,0.111,0,0
92,"new - shock faithful -: / / / tdlf7jc3ig -",-1,0.222,0,0.077
93,"@ onilordasmodeus: @ giuseppeiv... campaign announcement.",-1,0.111,0,0
94,"@ guypbenson @ good fox commentator. thank call cral megyn!",-1,0.667,1,0.69
95,"@ naral:. @ bobbyjindal brag anti - choice state; @ amprog port 2013 said louisiana worst state women.",-1,-0.333,-1,-0.751
96,"@ rwsurfergirl: bate raise @ 's rate fox new afraid show.",-1,-0.333,-1,0
97,"@ benswann _: @ scottwalker "" russia china probably know @ hillaryclinton email u. s. congress "" #",-1,0.111,0,0
98,"@ gma won",-1,0.778,1,0.572
99,"@ lindasuhler: jeb stand "" act love ""; comment earn legal status [ boo ] # noamnestyhttp: / / / himscrvikr #",-1,0.556,0,0.691
100,"tern #: "" lady kept ask question gay right lesbian women right. ridiculous. """,-1,-0.556,0.333,-0.361
101,"@ mozgovaya: 10 men stage cuss one woman. @ hillaryclinton",-1,0.111,0,0
102,"publican party wake huge hangover, splitting headache idea b donald. # # rsg15",-1,0.333,-1,0.612
103,"@ keemstarx: black guy smart fuck!",-1,-0.222,0,-0.271
104,"b part",-1,0.111,0,0
105,"ben carson identify left use alinsky tactic? masterful.",-1,0.111,1,0
106,"hadiyah: jen bush look like art teach inn city school everyday car get vandalize.",-1,0.556,1,0.361
107,"b the",-1,0.111,0,0
108,"@ rwsurfergirl: @ pose adult picture. bring?",-1,0.111,0,0
109,"@ cnn, watch couple kid argue better birthday work. figure # went similar way.",-1,0.556,0,0.128
110,"fox. turn break new.",-1,0.111,0,0
111,"s / o",-1,0.111,0,0
112,"real illegal alien america",-1,-0.556,-1,-0.557
113,"# - put men stage one body still one decent president. # istandwithobama # hillary2016",-1,0.111,1,0
114,"hate women? go.",-1,-0.556,-1,-0.572
115,"told! call @ govsandoval???",-1,0.111,0,0
116,"work huge # social data story. interesting trend, tweeted - moment last night.",-1,0.444,1,0.612
117,"@ ctblogger: image b sum thought regard last night",-1,0.111,0,0
118,"new - shock faithful: / / / h5xbibvgst",-1,0.222,0,0.077
119,"https: / / / skhas0lqub god damn! call mega",-1,-0.222,-1,-0.224
120,"anti - fragile # # # trumpdebate",-1,-0.111,-1,-0.318
121,"marco rubio wear invisalign?",-1,0.111,0,0
122,"@ wolfofwarrenst: just case miss",-1,-0.333,0,-0.153
123,"walk emerge lead candidate run enterprise rent - - car branch: / / / x6qa8muta7",-1,0.111,0,0
124,"@ halftimereport smart people sound like drunk uncle limit 140characters",-1,0.185,0.2,0.421
125,"fresh gaussian blur hair",-1,0.333,0,0.318
126,"@ shawndrurysc: jeb: father... oh nevermind. parent overrate.",-1,0.111,0,0
127,"@ rwsurfergirl: big problem face democrat get hillary sober long enough?",-1,0,0,-0.402
128,"@ scottwalker russia & amp; china know hillary clinton's email congress! boom! # rednationraising #",-1,0.111,0,0
129,"@ annebayefsky:",-1,0.111,0,0
130,"@ guzman: top 3 # publican priority: 1: gays2: whitehouse white again3: jesus #",-1,0.444,0,0.202
131,""" find mush, push "" agree jack @ aandgshow great motto life! ( last night # )",-1,0.556,1,0.784
132,"@ michaelsnook: wait meme donald 's beautiful, classy door border. #",-1,0.778,0.333,0.778
133,"@ acerbicaxioms: @ foxnews go ask",-1,0.111,-1,0
134,"short @ johnkasich: "" proud embrace obama agenda & amp; expand govern ohio. "" # rino # # tcot # teaparty @",-1,0.407,1,0.772
135,"@ kylealexlittle: "" movement back 1800's "" #",-1,0.111,0,0
136,"@ randpaul fend 4th amend eloquent last night article good mediator: / / / vlt68ymse2",-1,0.778,1,0.44
137,"fox commentator ashamed way treat!",-1,-0.333,-1,-0.176
138,"nobamanoway: https: / / / m2zi6acgno annebayefsky:. govmikehuckabee:",-1,0.111,0,0
139,"candidate represent clear superior choice hillary, bernie, elizabeth uncle joe!!! # # teaparty # tcot # tdgn",-1,0.444,1,0.789
140,"@ nvr2conservativ:",-1,0.111,0,0
141,"@ tpequality: gay right opponent rick santorum say",-1,0.111,0,0
142,"@ ericstonestreet: cam hand.",-1,0.111,0,0.494
143,"@ wilw: boy, bet mood clown car go tense jerk leave #.",-1,-0.333,-1,-0.612
144,"hear rumble beneath fedral triangle house epa... reagan build",-1,0.111,0,0
145,"@ nascarnac: funny see many call avoid watch @ foxnews say decade.",-1,0.444,0,0.178
146,"@ therecruitchair: go vote, definite let guest write burn book #",-1,0.111,-1,0.273
147,"@ jybray: tell like",-1,0.556,1,0.361
148,"@ bethbehrs: classy.",-1,0.778,1,0.44
149,"sum haha: 2016 bend start now",-1,0.778,0,0.459
150,"fox new just declare megyn kelly, bret baier, chris wallace won tonight. #",-1,0.778,1,0.572
151,"@ iangarytweets: real life. people running powerful office world.",-1,0.556,1,0.421
152,"@ hrc: long outdated ban discriminate qualify transgender americans simply want serve country",-1,0,-1,-0.511
153,"@ bounce _ comic: black folk look @ bencarson2016 like...",-1,0.556,1,0.361
154,"low key impress lost 1 follow tonight",-1,0.111,0,-0.128
155,"zoegberg: sarahkendzior: believe people writ real article won",-1,0.778,1,0.572
156,"@ ericstonestreet: cam hand.",-1,0.111,0,0.494
157,"carly fiorina wrote op - ed u ijreview performance last night.: / / / ldqe8kg2zw",-1,0.111,0,0
158,"@ fieldnegro: happy person america today watch bate hrc.",-1,0.778,1,0.572
159,"fine #. spectacular, good enough. post - kill.",-1,0.259,0.333,-0.25
160,"@ popehat: # kelly: "" real want get question facebook. "" ye. problem.",-1,0,-1,-0.34
161,"@ jamiaw: "" purpose military kill people break the "" - mike huckabee # # kkkorgop",-1,-0.556,-1,-0.691
162,"@ rwsurfergirl: real real real piss fox new @",-1,-0.778,-1,-0.402
163,"@ kwrcrow: learn? @ foxnews @ attack @ win @ time & amp; @ drudge poll.",-1,0.444,0.333,0.178
164,"@ ericstonestreet: cam hand.",-1,0.111,0,0.494
165,"@ darth: apparent candidate arrive site #: / / / gexsjxrct3",-1,0.111,0,0
166,"fox new bate comedy laugh store... fun.",-1,0.556,1,0.856
167,"never seen large collection nimrod one stage.",-1,0.111,0,0
168,"watch # last night. ouf, tough hear donald speak. gonna long road publican nominate.",-1,0.111,-1,-0.128
169,"@ jolemo376: think @ foxnews everything rail @",-1,0.111,0,0
170,"@ _ hankrearden: hat seem especial mad today. wonder lol? whiny little bitch get.",-1,-0.259,-1,-0.52
171,"show serious differences approach world & amp; problem within, important, # show crazy.",-1,-0.037,-1,-0.557
172,"media continue praise last night fox new hit job specific candidate:: / / / qd3lbg4vdf",-1,0.778,1,0.557
173,"@ katiecouric: sure easy moderate big group... congrats @ bretbaier @ @ chriswallace.",-1,0.407,1,0.822
174,""" donald #: donald trump world, donald trumpiest! "": / / / e2rboz1zwy @ #",-1,0.111,0,0
175,"@ lindasuhler: jeb stand "" act love ""; comment earn legal status [ boo ] # noamnestyhttp: / / / himscrvikr #",-1,0.556,0,0.691
176,"@ nycdeb8tr: @ redsteeze @ dalestokely megyn kelly top, thought announce candidacy last night. #",-1,0.556,0,0.202
177,"bill o'reilly: pander o: / / / uohxh0nrkz",-1,0.111,0,-0.052
178,"canadian lead bate, produce wild show politic: / / / mejxxpzg1v # u # usa # uspoli # #",-1,0.111,-1,0
179,"@ khou @ jebbush",-1,0.111,0,0
180,"@ goldietaylor: close statement!",-1,0.111,0,0
181,"tonight entertain first round",-1,0.111,1,0.318
182,"want hug? #: / / / iats8vyx7c",-1,0.444,1,0.527
183,"f * % k entertain illegal!",-1,-0.556,0,-0.38
184,"@ kayleymelissa:",-1,0.111,0,0
185,"@ mrgeorgewallace: ben carson's doctor. maybe can check audience pulse.",-1,0.111,0,0
186,"catch",-1,0.111,0,0
187,"fix new jersey first @ chrischristie",-1,0.111,0,0
188,"@ monsterandboy: think candidate afraid bate educate monster!",-1,-0.333,-0.5,0
189,"@ juliaioffe: elegant, witty round - last night # @ tnycloseread: / / / cw0rac9wqh",-1,0.556,1,0.477
190,"help think dr. carson hop "" gift hand "" can make way flail mouth. #",-1,0.556,1,0.832
191,"@ gogoaleee: ig delete dd account participate",-1,0.111,0,0
192,"# "" got nothing. iran get everything want. "" @ govmikehuckabee # marshamarshamarsha",-1,0.333,0,0.077
193,"@ markdavis: # perry, # fiorina clip # irandeal better answer given #",-1,0.556,1,0.44
194,"@ gallagherpreach: just can anyone else wait snl weekend coverage?",-1,0.111,-1,0
195,"@ onlyinbos: close state.",-1,0.111,0,0
196,"@ ryanmauro: arab columnist praise @",-1,0.778,1,0.557
197,"move",-1,0.111,0,0
198,"chris christie, shown swallow fly thursday's # # ohgodmakeitstop2015: / / / z2vx3cridr",-1,0.111,0,0
199,"contrary 's view, fox new moderator brilliant form last night. #",-1,1,0,0.586
200,"@ youngblkrepub: rosie o'donnell.",-1,0.111,0,0
201,"listen",-1,0.111,0,0
202,"@ goldietaylor: huckabee.",-1,0.111,0,0
203,"old tiresome",-1,0.111,-1,0
204,"martha maccallum get credit ask whether christians religious liberty double - standard muslims",-1,0.111,0.333,0.718
205,"released footage",-1,0.111,0,0
206,"wish",-1,0.333,0,0.402
207,"obvious got # - rupert murdoch want fox 'back # coverage: / / / ao0zzfzep1 # trump2016 #",-1,0.333,0,0.077
208,"@ texasforbernie: stand w @ berniesanders extremist feed violate fundamental right",-1,-0.333,-0.333,-0.494
209,"kayleymelissa:",-1,0.111,0,0
210,"@ foxnews say @ realbencarson topped candidate new twitter follow #. 24000 v. 2nd place, 11000 @ marcorubio congrats!",-1,0.556,0,0.571
211,"hurry",-1,0.111,0,0
212,": bank baby. kill. hell ye got away bad deal, can make usa scofflaw! #",-1,-0.63,-1,-0.934
213,"@ b140 _ tweet: rip m ann.. u welcome advisor tonight...",-1,0.556,0,0.459
214,"@ lindasuhler: jeb stand "" act love ""; comment earn legal status [ boo ] # noamnestyhttp: / / / himscrvikr #",-1,0.556,0,0.691
215,"@ foxnews @ b line night",-1,0.111,0,0
216,"@ daenerys: listen",-1,0.111,0,0
217,"@ shannonsanford9: undoubted @ foxnews want @ tedcruz question.",-1,0.333,1,0.077
218,"africa got ppl ' & amp; dl'",-1,0.111,0,0
219,"interest take aftermath first 2016 # gopdebatewe're actual talk & amp; candidate look presidential @ cspanwj",-1,0.333,1,0.459
220,"@ shannonrwatts:",-1,0.111,0,0
221,"looooooove israel much.",-1,0.111,0,0
222,"@ rwsurfergirl: @ pose adult picture. bring?",-1,0.111,0,0
223,"twitter hype rank 60min: 1 kasich -32 santorum -13 bush - 1 # gopdebatehttps: / / / f687d6objl # potus2016",-1,0.111,0,0
224,"@ thepatriot143: hey @ foxnews can let u rep digest",-1,0.111,0,0
225,"people mote & amp; encourage 8 - year - old boy gay pride parade, say word "" gust animal. "" # # pc",-1,0.556,1,0.691
226,"last night #, think clear # johnmccain aegon targaryen # publican party. # gameofthrones",-1,0.333,0,0.649
227,"@ monsterandboy: just 35 past b time mean allow!",-1,0.333,-1,0.294
228,"@ 0787: alyssaphucker: huffingtonpost: real winner #? megynkellyhttps: / / / kmrn9bv2fm: / / / auhlnza3ww",-1,1,0,0.586
229,"@ salmasekela: moment realize watch fox new handcuff.",-1,0.111,0,0
230,"@ theyentareport:? want know candidate hear strange voice head?",-1,0.111,-1,-0.217
231,"@ foxnews fumble",-1,0.111,-1,0
232,"@ just _ jdreaming: "" list... reagen fool "" - donald #",-1,-0.333,-1,-0.44
233,"@ whinenot: rush: "" one 9 candidate stage join megan kelly go donald "" #",-1,0.333,0,0.296
234,"@ hayesbrown: fact: jeb governor, florida run death cult. #",-1,-0.333,-1,-0.599
235,"@ bipartisanism: watch # member "" jose take job, goldman sachs.: / / / chhzb49t0w",-1,0.111,0,0
236,"@ lindasuhler: jeb stand "" act love ""; comment earn legal status [ boo ] # noamnestyhttp: / / / himscrvikr #",-1,0.556,0,0.691
237,"@ popehat: # paul: "" want collect cord terrorist few americans. """,-1,0.333,-1,-0.66
238,"@ punkhistory: congratulate anyone watch tonight",-1,0.556,1,0.494
239,"now america understand dc brunch bottomless mimosa",-1,0.111,1,0
240,"# ask candidate whether god told president. # imbeciles",-1,0.333,0,0.273
241,"call @ foxnews! demand 2 - minute routine segment future",-1,-0.111,0,-0.2
242,"@ b140tweet: rip",-1,0.111,-1,0
243,"@ ohiobats: ye need list",-1,0.111,0,0
244,"# lower bar # jeb, smack head # gopclowncar #",-1,0.111,-1,-0.296
245,"@ ericstonestreet: cam hand.",-1,0.111,0,0.494
246,"@ bernardgoldberg: donald ever answer direct question?",-1,0.111,0,0
247,"@ p0tus:. @ & lt; - - - "" pay attention pesky fact behind curtain "" #: / / / hxcubsvtgl",-1,-0.222,-1,-0.382
248,"@ mydaughtersarmy: 4 different picture. 4 different subject. 1 obvious similarity. #: / / / n2yixeokow",-1,0.111,0,0
249,"@ scrowder: talk the #. specifically, complete massacre happen hand carly fiorina. # lwc",-1,0.111,-1,0.494
250,"# final state: please pander religious nutjobs illiterate. go! # # foxnewsdebate # # # rwnj",-1,0.333,-1,0.38
251,"ftw ron. nail came close tell megyn shut.",-1,0.778,0,0.459
252,"wow look diversity!",-1,1,0,0.624
253,"since @ foxnews want talk campaign donate, talk. @ rupertmurdoch @ #: / / / 7n0vljf2sn",-1,0.333,0,0.077
254,"advice",-1,0.111,0,0
255,"@ stevenoh88: sad today jon stewart's last day @ thedailyshow. love see take",-1,0.222,0,0.273
256,". @ correctrecordcancel primary. fox party set & amp; anoint man jeb bush # # canttrustabush: / / / bgzysysfsu",-1,0.111,0,0.402
257,"@ brock _ a _ r: wonder candidate go first accidental call ben carson "" help "" #",-1,0.111,0,0.34
258,"@ dhniels: know @ chrischristie give hug? family pearl harbor victim",-1,0,0,0.25
259,"cool # dataviz share @ kennethsilber # last nighthttp: / / / factlsxf4g: / / / psynbuelhy",-1,0.333,0,0.542
260,". @ instagram @ facebook need free @ dreamdefenders acct.",-1,0.333,1,0.511
261,"@ pfikac:. @ jebbush ' verge great time ale world washington hold u back'",-1,0.778,1,0.625
262,"@ ricksantorum eugenic? side racist nativists want restrict legal immigrant like. u lost 5votes",-1,-0.037,-0.5,-0.681
263,"wfie 14 new u go repo new affect'n nation? https: / / / bdxb2vkyqw via @ youtube @ realalexjones",-1,0.111,0,0
264,"@ mikandynothem: carly fiorina may just won one video clip. #",-1,0.778,1,0.572
265,"@ bettyfckinwhite: donald biff back future 2?",-1,0.111,0,0
266,"@ averykayla: now promise free pizza every friday homework ever!",-1,0.333,1,0.709
267,"#: lesson come months: quality quantity word & amp; time tangible believable propsalshttp: / / / yhvnoeinyi",-1,0.111,1,0
268,"@ polisciumn t cruz just misspeak said close state "" persecute religious liberty? "" #",-1,-0.333,-0.333,0.077
269,"@ dominionin: blimey! # # foxnews @ foxnews @ piersmorgan: / / / gtxrtj8ybn",-1,0.111,0,0
270,"@ thepatriot143: winner overall today",-1,1,1,0.586
271,"@ chakerkhazaal:",-1,0.111,0,0
272,"@ edgeofsports thank voice reason mess! # gopdebateslaughs even, "" canned good "" gold!",-1,0.333,0.5,0.54
273,"blahahaha, fix democrat side even bigger. hillary democrat "" bob dole "" # # democrat",-1,0.111,0,0
274,"@ kyaecker: love hear apology @ @ dragging toilet",-1,0.333,0,0.66
275,"@ lmahoneybee:",-1,0.111,0,0
276,"perfect remedy",-1,0.778,1,0.572
277,"new - shock faithful -: / / / v4wnjcy9sw -",-1,0.222,0,0.077
278,"foxy, rowdy publican. least @ realbencarson understand & amp; get b advise avail. #: / / / rrqntaak3x",-1,0.111,1,0
279,"@ shannonrwatts: thank # nra influence, congress slash cdc fund gun violence search # # gunsense",-1,-0.111,0,-0.727
280,"start th even, rnc moderator dropped atom bomb #... kick thru th upright # # @ washingtonpost",-1,-0.111,-0.333,-0.494
281,"@ goldietaylor: huckabee.",-1,0.111,0,0
282,"@ ericstonestreet: cam hand.",-1,0.111,0,0.494
283,"@ alittlestats: fox fail statistic explain g. o. p. decision: / / / jbzchd34wa",-1,-0.333,-1,-0.542
284,"@ pennbat: "" fought teach ion "" - -. @ chrischristie... improve new jersey school? # batsask #. @ njbatsa",-1,0.556,0,0.153
285,"@ loribuckmajor: cute chris christie bob big boy haircut",-1,0.444,1,0.459
286,"@ rwsurfergirl: @ pledge support establish sold obama?",-1,0.556,1,0.402
287,"@ _ ciaradanix3: @ wakaflocka presidential?",-1,0.111,0,0
288,"@ bettyfckinwhite: donald biff back future 2?",-1,0.111,0,0
289,""" pundit "" wrong? usual!: / / / nb3btm8ffd # # debaitandswith # italkus # wakeupamerica",-1,-0.333,-1,-0.525
290,"@ shunstrickland: people tell, believe. #",-1,0.111,-1,0
291,"people color",-1,0.111,0,0
292,"hadiyah: let see jeb bush try solve common core ma problem.",-1,0,-1,-0.226
293,"@ foxnewsmom: psychic. #: / / / wxaf0qvhi5",-1,0.111,0,0
294,"someone something say @ lindseygrahamsc",-1,0.111,0,0
295,"@ salmasekela: rand paul gone, ' got cur hair! ' dropped mic. #",-1,0.111,0,0
296,"@ ironghazi: final someone talk real issue",-1,0.111,0,0
297,"@ governorperry heck ronald raven?",-1,0.111,0,0
298,"jeb: father... oh nevermind. parent overrate.",-1,0.111,0,0
299,"peal dodd - frank wise.",-1,0.111,1,0.477
300,"@ mormondems: ben carson: end polarization move heal insurance 17 million americans.",-1,0.111,0,0
301,"@ funnyordie: whether win lose, donald. the matte life wind like. #",-1,0.778,0.5,0.557
302,"@ fightfor15: total numb mention min wage tonight rep: zero: / / / vd2obzdjgj",-1,-0.111,-1,-0.401
303,"# huge entertain. sad, learn almost nothing: / / / 1gt4lreepo # tcot # latinoslisten # latism",-1,0,0.333,0.128
304,"@ tc _ watkins: @ domeniconpr @ mediaequalizer crazy cruz got 3 mins",-1,-0.333,-1,-0.34
305,"huge... f",-1,0.333,0,0.318
306,"@ democracymatrz: just admit buy influence time declare need campaign finance form???",-1,-0.111,1,0.327
307,"@ mattgubser watch",-1,0.111,0,0
308,"see people audience look around clapped gay right. people like, da fuk... #",-1,0.556,1,0.361
309,"know someone finalize amount time candidate speak, send pls! #",-1,0.111,0,0.151
310,"wait see lannister kill next episode",-1,-0.556,-1,-0.691
311,"@ jamiaw: "" purpose military kill people break the "" - mike huckabee # # kkkorgop",-1,-0.556,-1,-0.691
312,"chase norton want know receive word god vote @ nycitycountry",-1,0.333,-1,0.34
313,"now ben carson want try interesting.",-1,0.444,1,0.459
314,"@ afrochubbz: information visit: / / / 8aupr2vs6z",-1,0.111,0,0
315,"@ whitemamba23 100 %!!! hilary hang kimye dead cent # 3rd party "" stupid ""??",-1,-0.444,-1,-0.804
316,"@ monaeltahawy: can someone send",-1,0.111,0,0
317,"@ bencarson2016 the political correct war. am.",-1,-0.333,0,-0.599
318,"@ dwstweets: obamacare extend solvency medicare make prescription drug afford. care senior serve.",-1,0.444,1,0.599
319,"@ jerry _ holbert: refresh.",-1,0.111,0,0
320,"hope people reality tv expose love paul christi raise voice.",-1,0.407,1,0.758
321,"@ goldietaylor: commercial break!",-1,0.111,0,0
322,"@ hemantmehta: can just build fence around?",-1,0.111,0,0
323,"@ goldietaylor: huckabee.",-1,0.111,0,0
324,"@ jaret2113: jeb whoop trump ass corn hole.",-1,-0.778,-1,-0.542
325,"thx @ flashreport k. # potus # @ brietbart: / / / vtzmlujrqi",-1,0.111,0,0.361
326,"lmfao",-1,1,0,0.542
327,"obvious get memo",-1,0.111,0,0
328,"@ monaeltahawy: twitterland: god spoken",-1,0.333,0,0.273
329,"@ lost alot admire last night. publican just go beat,! # # donaldtrump",-1,0.111,0,0.271
330,"@ megankellytrump said, "" megyn, ask nine candidate, plan support win nominate. "" #",-1,0.778,1,0.758
331,"want people wedding whose presence command? @ @ tmp",-1,0.333,0,0.077
332,"democracy remain dire strait cause aint work long get money nothing get dick free",-1,-0.333,-0.333,-0.459
333,"just watch #. strong candidate, clear winner. interesting see win # trumpvsfoxnews feud.",-1,0.689,0.6,0.93
334,"entertain.",-1,0.111,1,0.318
335,"#: better phantom menace, worse revenge sith.",-1,-0.167,-0.5,-0.778
336,"@ camelotgypsy: @ maddow everyone watch",-1,0.111,-1,0
337,"@ freeamerican100 @ libertarianwing @ randpaul @ ronpaul",-1,0.111,1,0
338,"@ frankluntz",-1,0.111,0,0
