"id","text","rating","afinn","lsd","vader"
11," note  glowing terms      state described  education policy  england. ,      achievement,   many labour members opt    system  buy places  independent schools   children? perhaps  right  lady will ask   responsible  education  northern ireland ,     emphasising parental choice   part   united kingdom,  northern ireland parental choice   disregarded , indeed,  views  parents   ignored.   seeing  destruction  grammar schools   abolition  academic selection,   majority    northern ireland  said  wish  retain.",1,-0.1,-0.091,-0.202
12,"  sure  chancellor  serious  trying  deal   critical state  country  ,     disappointed  fellow members   cabinet see  queen's speech   opportunity   tackle  serious issues  raises,   create dividing lines- introduce legislation designed   improve  state   country,  purely  try  recover  labour party's position?    agree  although  covert lending  probably right   circumstances,   unethical      lean  another bank  broker  deal   shareholders    told   covert loan? one bank merged  another   huge loss  shareholder value. even   accept   covert loan   happened,   accept mergers  institutions without openness, truth  transparency    really happening.may  take   back   issue   lloyds-hbos merger?   right  make  covert loans,    wrong     lean   directors  lloyds  encourage   merge    company     tell  shareholders  truth   financial state    company.",1,0.018,0.13,0.838
13,"   speaks  avoiding children's deaths. even  children   involved  cycling accidents   die,  can sustain serious head injuries  leave   disabilities   rest   lives,  , ,   tragedy,     also  preventing avoidable long-term damage  children.  enjoying  right  's speech. given      children, surely  even   fundamentalist   fundamentalist libertarians believes  children   free   whatever  want. peer pressure   children will  will  ,     agree  young  regard going  school  deeply uncool  unpopular      voluntary, many   go? however,    law,  young  go  school.   feeble  argue     even try simply  something  considered uncool    peer pressure  resist .        playground anyway? apologise      missing  preamble   speech. much    enjoying hearing  reading     commons library brief   debate,  thrust   argument appears       lead   substantial reduction   number     bicycling.   case,    think     supported  halfords,  largest retailer  bicycles?   just    also sells helmets. helmets  far cheaper  bicycles. surely,  will  made  business case.   thought     lead   enormous tailing    number   buying bikes,    support  .",0,-0.074,-0.04,-0.241
14,"   brilliantly ineffective reforming chamber,     brilliantly effective revising chamber. forbore  stand  catch  eye earlier, mrs. heal,   wanted  listen    member  chichester    right   learned member  sleaford  north hykeham  discuss  amendments  new clauses.  shall maintain  spirit  consensus   predominated   debate,     believe  one moment   concept  appointed term peers  non-term peers.   wholly   concept.    members know,   always argued  favour   elected second chamber,   amendment   merits   context-    context-  unreformed     might limit     deleterious aspects   form  function   moment. one thing    noticed     elevated  another place    tend  quickly  believe   process     elevated must  extremely wise  sensible given  outcome,      now  member   .  longer  stay   ,     convinced   fact   less likely    change.  merit     member  chichester  proposed    provides  envelope   patronage  end.  must  right.  limits,  least   certain extent,  effect  prime ministerial patronage.  also think      function  focusing         limited period   job      .  great number  life peers, particularly     recently created, seem     haziest view   function  members   legislature,  evidenced   fact   rarely attend.    attend,   usually   matter  directly affects  rather      view   function   working democracy.  fact    work      carried     limited number  .  credit    shoulder  burden-   terrific job-  fact   many members      rarely seen  rarely contribute.precisely .  irritates  enormously  someone   perks  honours associated  membership          work involved.   sad  say   lot    .  might feel   members   ,  occasions, contribute relatively little,   least  occasionally turn   vote.     place   even find     necessary part   function.   said,  think  term limits might focus  view    receive  preferment   role    expected  perform.   quibble,   mentioned    member  chichester,    period    might  expected  serve.  mentioned three parliaments.    happy      fixed-term parliaments,    .   specific  might  better  expressing   terms  parliaments,       direct relationship   peer's activities      elections   . however,    strong advocate   fixed-term    case,   solve  difficulty.    say     agree   arguments made   right   learned member  sleaford  north hykeham  favour  reappointment.    considerable benefit    reappointments, largely   reason  enlisted  favour     things   said- , independence.   know    nothing   gained  reacting positively   prospect  future advancement  patronage,    independence  mind  might   quite  strong   circumstances.     fixed term without  possibility  reappointment,  frees anybody     position   sometimes adverse attentions   whips  party colleagues.  will clearly  free  speak   minds.  interesting  important point mentioned   right   learned    end   comments  picked      member  forest  dean    position  ministers.  take  view,    shared  everybody,      ministers appointed     lords anyway. ministers  come   place   go along     lords  argue  case  particular legislation    remove yet another tier  patronage. however,     position   moment. accept  guidance, mrs. heal.  term limits  ministers appointed  ministers    place,  think      strong argument- dealt     cross-party discussions   future     lords-,  someone  appointed   ,  term     duration   role   administration.    argument   coming automatically   permanent seat  even  15-year seat  whatever     lords.     ad hoc position,     view  ministers  continue   appointed   . entry        duration       person   .      argument   person involved  performed distinguished service, perhaps   role    state,  merits  term peerage,   .  appointment     disqualification   term peerage,     automatically  assumed   someone    -    weeks  person merits  permanent place   revising chamber   legislature.  seems      unanswerable argument.    preferred    amendment  included  section  ministers,   appreciate  fact    talking   principle.    principle    will divide,    member  chichester presses  amendment   division.  shall recommend   right    friends   amendment   supported.  shall   , however,   think     perfect amendment    reformed   lords  term peers      reformed   lords.    just slightly better       moment   suppose   advance  better  none.  point  order, sir michael. can   clear  ?  may  agreed  deal  clauses 30  31  schedule 4    debate,     think  agreed  deal  clause 32,   seems  though   might  straying   discussion  clause 32. think    limits    much  can reorganise  agreed programme.     correct.   dealing,  ,  clause 31,      good idea    ,   point, stray  clause 32,   deals  resignation     lords,    separate matter.  two quick questions   . one   offences   committed outside  uk    sentences  given  served outside  uk.  understand   relevant provision        argue  ,   note  capacity  schedule 4   resolution   passed effectively  annul  results   finding  guilt   foreign jurisdiction. however,  hope    will consider whether     notion  dual criminality,     covered,  action must   offence   uk  well     jurisdiction.  seems surprising   person found guilty   supposed offence  another jurisdiction     offence   uk  come back   find   membership     lords   forfeited   result,      wait   resolution       position vindicated  otherwise.    slightly long-winded way  dealing  something     clear-cut.   question- hope     listening, despite  conversation  , sir michael.   rather pointless  standing   making comments  clause stand part      listening     saying.  hope   . hoped    made  clear,  just  case     get  full purport     saying,     question  dual criminality.   asking whether  -called offence committed outside  uk     offence    dealt   automatic forfeiture  membership     lords      overturned   resolution,  whether    simply state   qualify,  must   offence    uk    foreign jurisdiction.     often state  legislation dealing  overseas jurisdictions.  second question   wish  put      clause 31,     believe  mentioned specifically.  states: "" expulsion resolution   suspension resolution may contain  provision  addition   mentioned   subsections .""    "" provision""    envisages?  standing orders    place    made   basis   ,  lords will want  know   might entail.    thought   simple suspension  expulsion resolution   appropriate,       appropriate  add  things  members  another place might think appropriate punishments  whatever  perceived crime might .   experience  another place,  might  remarkably inventive  finding appropriate punishments  add   charge list   resolution. will   therefore explain   subsection means? appreciate  disproportionality  sentence    caught,    right     lords  address   resolution,   seems inappropriate      question  forfeiture  something     crime   united kingdom.   asking     consider  point  whether  amendment   tabled  deal   circumstance.",1,0.174,0.213,0.998
15,"  light   comments    member  wantage , will  right  lady tell  queue  parents whose children  two   -levels   will    university place?   also  investment elsewhere   educational system, including nursery schools, primary schools  secondary schools? simply  talk   fees  california  elsewhere  inaccurate.    examine  whole picture  understand  determines entry  higher education .     standing sideways. course  right   voted  -front fees  cuts  single-parent benefits. tonight, will  support  ,  will introduce grants   end   year  poorer students?",1,0.08,0.75,0.466
16,"  afraid     understand  logic    's position.    saying   provision   need   father   worked,    point  keeping    ?given   's answer   earlier intervention,  appears   saying    attempting  strengthen  clause. therefore,    logic   position   intends  clause  make   difficult  lesbians  single parents  access ivf?    male role model part   proposal encourage fraud? numerous lesbian couples  attend clinics   hired male role model   day. surely,    totally counter-productive. merely want  confirm      absolutely right.   member  enfield, southgate   referring   definition section concerning birth certificates, legitimacy  nationality,   nothing    parenthood.given  logic    's case,   mother   father  treatment,  mother became pregnant   father  left  mother,   mother   made  terminate  pregnancy?",0,-0.067,0.4,0.575
17,"  misleading  insinuate  poorer families  subsidising better- families.     need  address income inequalities,      children pay  price   rather         children according   means?",1,-0.4,-1,-0.402
18,"   will  convenient  discuss amendment . 9,  page 5, line 18, leave   'offence'  'must'  line 20.",0,-0.2,1,-0.34
19,"   pleasure  follow   member  cambridge ,    newest member   home affairs committee.  can recall    committee's 38 reports, 37  unanimous;  discussion  inquiry   held  pre-charge detention    one    committee divided.      odd couplings,   may put  like , today.    front benchers- home    shadow home -agreeing,      right  member  haltemprice  howden       member  walsall north  agreeing.  thought   moment    member  esher  walton   going  vote   order   last  seconds,   gave  home   benefit   doubt.     important debate.  course,  mood  different     last debate, although    huge amount  passion.  came   chamber   determination  vote   order,    going  vote       think  case   made.    swayed- know     unusual   member   -  speeches    heard.   impressed   integrity      member  walsall north,   campaigned long  hard   issue,    fact   right  member  haltemprice  howden resigned  fought  -election  .  also remember  speech made    member  foyle    last debate,   pretty passionate.     dismiss anything    heard  others  obviously make  important points. understand ;   exactly  point  ian blair, now lord blair, made   select committee. however,    heard today   home ,  power    used  often.   sure      chamber   attorney-general spoke   issue-  one   best speeches    ever heard - opposed   last   going  .   perfectly frank,  one   power  one   use,   ?   important  consider  supported  longer detention period.   police came   committee  said   supported . ken macdonald-now lord macdonald-  conducting  review   reservations    director  public prosecutions,   reservations   ceased   dpp.  brought  reservations- will ,     short   know  lots   want  speak.   great admiration   right  -oh,  right, . right    right,   now   facts   evidence      .   member  esher  walton mentioned  security services.  security services  never said,     record,   wanted  increase   detention period.   met  select committee,    clear     taking  position  ,    echoed   statements made   head  mi5.   view,    decision   made  politicians.  next point concerns  impact   community.  listened    right    shadow home  said,    great admiration  . however,    believe   -called independent research conducted  officials   home office- consultants,  whoever  -truly reflects  views   community.  matter impacts   community,   includes  ethnic minority communities   country, specifically  muslim community.   huge disquiet   powers  sought   last .   10,000    muslim faith   constituency; others  .      muslim community   entire ethnic minority community   concerned, although  may   wanted  relate  views  consultants   research document.  home   coming   select committee tomorrow morning- hope    forgotten,     turning      terrible     -  will  course probe    review.   sure   will deal    points   raise   competent way   done since becoming home . however,  answer    member  perth  north perthshire   said    personally  favour  14 days.      point.   believes  14 days   right limit,  can  come     ask  28?   point alone,    convinced  right    members,  will vote   motion.",0,0.162,0.319,0.997
20,"  grateful   fellow rotarian  giving way.    following  exegesis  great interest,    much   superficially alluring    says, particularly  young .    , however,   address  problem     drugs dealt   part   world  dealt  children  16  bicycles   connected  mobile phone   anonymous figure  may  even     country, let alone   city?  will    respect   drug dealers? 14-year-olds?",0,0.12,0.333,0.909
21,"   kind.     think  scottish   disclose    confidential papers?",0,0.4,0,0.527
22," will allow     continue.",1,0.2,0,0.226
23," one    aware   right  ,   former health ,   tobacco industry lobby  one    powerful groups around  place, given  direct  covert campaigns  delay legislation  introduce plain packaging   products, among  things. will   ensure,     get round  registering lobbying organisations,   organisations will  required  reveal whose payroll   ,  ensure greater transparency?  example, tobacco companies might finance third-party organisations   front  promote  causes.",1,0.075,0.333,0.862
24,"   summer recess     .nonsense.",1,-0.4,-1,-0.402
25,"    making   good case,   speak  somebody     favour  british withdrawal   european union   recognises,   words   right    foreign ,      . however,  hope       advancing  case     obtained one  two safeguards  relation   construction   eeas,  invalidates  principled objection   maintained throughout  treaty  lisbon proceedings    creation   eeas   position   high representative.   just mitigating  damaging consequences,   ? think     citing  written answer   gave . may  take  away   eu accounting procedures     us  familiar?  external action service will  136 embassies.  already employs 700 staff- looks puzzled,   comes   written answer   gave - might  thousands . without talking  accounting manoeuvres  additional amounts, will  tell us  cost   136 embassies   hundreds,   thousands,  staff employed   eas?",1,0,0.385,0.833
26,"    better     value  work   public sector workers  particular, rather   undermine  role  play  bringing  agency workers  break strikes?",1,-0.067,0,0.459
27," thank     giving way,   promise   annoy  .  just want  highlight  fact   members  finding much   funny.  like  portray  issue    workshy  unemployed  taking benefit  hard-working taxpayers across  country.    true   one  eight   receive housing benefit  unemployed?  members  take  debate  seriously.",1,0.32,0.714,0.955
28," ?",0,0,0,0
29,"  lady  making  great deal  bluster   committee   formulation. let us consider  points  debate.   suggesting   programming  business  worse   guillotining    undertook.  remember  well   decade   spent  opposition   problems     alluded  tabling many amendments   last minute   difficulty  interpreting legislation   country.    get   heart   matter,    value  programming business.can    clarify  point    hope  agrees  ?   us   modernisers    campaigned   changes   trying  work fewer hours.   trying  achieve circumstances    can work  effectively.    prepared  work horrendous hours,    now,   must   balance   constituency, family life   life   .   many  members  said, effective scrutiny can  achieved   make changes  rearrange  hours  voting patterns.",1,0.08,0.25,0.807
30,"although  number  issues    raised tonight  outwith   's amendment,  relates  private members' bills,  can assure - chairman   procedure committee-  will examine  points    made.",0,0,1,0.402
31," wish  explore  compromise issue.   compromise    terms  commencement    now accepts  principle   offence will extend  custody,     accept  amendments  another place  simply deal   commencement issue?    hand,     accept  principle      proposed  merely window dressing,    expect   place     accept    compromise?",0,0.2,1,0.931
32," concur   point made   members   minority parties,    important   whole    opportunity   represented   committee. however, motion 3 states  "" fewer  ten""   nominators ""shall  members   candidate's party"".  may   oversight,  perhaps  leader    can explain     possible  members   minority parties  independent members   nominated.   sure   intention    exclude ,   wording might need mr speaker  interpret  flexibly   came  nominations.    first    spoken       chair, madam deputy speaker,  take  opportunity  congratulate    new position.   delighted  follow   member  north east derbyshire ,  made  powerful  convincing case  favour  transparency  relation   back-bench business committee,   wholeheartedly endorse.  endorse also   said  three former members: tony wright, evan harris  mark fisher,    much  campaign   committee   bring   fruition.   somewhat disappointed    discussing  today.  reason   disappointment  ,   previous ,  4 march,   passed  motion saying   looked forward     offered  opportunity "" establish,     start   next ,  backbench business committee"".   several weeks   new . unfortunately,    done     start   .   despite assurances   right   learned member  camberwell  peckham ,  said: "" can assure     will bring forward  standing orders,   will   opportunity     endorse    next election.""-  also said: ""    duty   responsibility  ensure   happens   next "".- unfortunately,    happen,    great tragedy,  perhaps   also serve   salutary lesson    us      keen  see reforms progress  general- suspect       members present   chamber-    always  easy path  reform.   therefore important    us   reform-minded make sure  continue  campaign, rather  assume  everything will  fine just     agreed   motion  something  .  , however, absolutely delighted   leader         deputy leader     introduced  motions  speedily   new ,   think  goes  way towards making amends   's inability  get things done  dissolution.   especially pleased  see      new post;   made  ,    always   staunch defender  , , indeed,  back benchers.  know    us   eager  reform  happen take great comfort  knowing   leader      deputy leader     also  much reform-minded.  terms  control   business   ,  proposals  indeed  historic transfer  power     back benchers.  new   passionate  decentralisation,  perhaps  decentralisation  starting  home.  comments will  highly supportive   leader  deputy leader's efforts  make progress  reform,   also want  tease   issues    improved upon still .   clearly excellent   back-bench business committee will now  set    result   motions laid    today,    still  slight concern   number  days allocated,   raised  business questions last week.  wright report suggested 35 days  back-bench business.  understand   leader  deputy leader's motivation  splitting  35 days     westminster hall   enable proper scrutiny  legislation  allocating additional days   report stages  bills.     valid criticism   bills  progressed     received proper scrutiny  report  entire swathes  bills   left undiscussed   floor   .  understand  motivation, therefore,    much hope   least amendment   motion 4,   insert  reference  27 days  standing order . 14, will  accepted.   certainly go  way towards giving reassurance.      pleased     case.   another issue  wish  raise,    hope     deputy leader will  able  address   winding- speech.  appreciate   measures   moving towards wright rather    wright reforms  implemented   one go,   respect   agreement   will  27 days  back-bench business   chamber, will  also   move towards increasing  number  days  27   future?  hope    will  able  say something positive  ,      helpful. obviously,      beginning   new    new    legislative programme  heavy,  perhaps    continues  might  additional    floor     back-bench business.   also worth looking   innovative use    create room  back-bench business.  instance, tuesday mornings  wednesday evenings  already  mentioned  reference  private member business.  next issue  want  raise  respect   back-bench business committee     permanence.    suggested   members   re-elected every year,       review   progress   well   working   year's .   ways,  sounds  good.   democrat,  like elections;   somebody  likes  learn   can  things better,  review might sound like  good idea. taken together, however,  proposals cause  certain amount  concern,     genuine danger    review might  used  try  get rid   back-bench business committee,     committee  seen    effective, annual elections might  used   opportunity   whips  remove  particularly effective chair. one issue  pertinence   regard   will vote   committee members.     effect   block vote    100 mps,  will become  difficult   candidate    supported     become  chair   committee.  recently elected  chairs  select committees   convention  originally recommended   procedure committee   ministers  parliamentary private secretaries   relevant department   vote   election   departmental select committee chair. although    made explicit   wright report,  wonder whether  may  possible     take   self-denying ordinance  voting  members   back-bench business committee   chair.    seem unreasonable   back-bench business committee,  represents back benchers,   elected  back benchers.   can  done,  might assuage    concerns  annual elections.  also want  press     deputy leader    issue    intervened   leader   : motion 3.       chair   back-bench business committee;     candidate  become  member   committee.  clearly states    candidate's nominations, "" fewer  ten shall  members   candidate's party"".   exclude members   scottish national party, plaid cymru,   minority parties , indeed, independent candidates. greatly appreciate  intervention    ,   reassurance.   sure   can  solved.  speaker certainly seems   given  lot  power   elections  almost  de facto returning officer,   suspect  solution can  found.  shall now turn   issue  private members' bills   two amendments   name: amendment   motion 2  amendment   motion 4.  want  share      think    important issue, although  also appreciate   new members  present     wish  scare   put  .  just want  describe  experience   horror  friday sittings. one   first friday sittings  attended dealt   private member's  sponsored    member  edinburgh north  leith .     climate change    keen  support ,  many   constituents  also keen     .  second    order paper    management  energy  buildings,   thought      five hours  business   chamber,  might  able  get one second reading finished   another one well  way.    counted, however,   two-hour speech  one member,   another member standing   try  make  speech   similar length.  order  get  private member's  passed,  need   100 mps   closure vote,    dozens  mps   chamber   come along  support  private member's . indeed,    wanted  make  comments   record, perhaps   intervention,     done ,      talked ,    one  two members  , frankly, quite rude  using    talk  .  remember sitting   chamber  thinking    wanted    go ,   just    quiet  say nothing-  even say   supported  .  accepted  , along  many  new members   ,  left  chamber appalled  furious     way    business,   thought   absolutely   change.  also remember    spoke  members        longer  ,   clear    got used  things   said, ""well,   way  .""  thought     never wanted  accept    ridiculous way  working   way    .  suspect  current new mps   equally appalled   happened,    sure   will   opportunity  make  change,   needs   one. agree absolutely    ,   think   amendment standing   name    member  wellingborough  sensible.   outlined,  just deals   fair allocation   equivalent  13 days per year- 26 days  two years.  amendments  also allow  back-bench business committee  programme  remaining stages  private members' bills,       received  second reading  timetabling motion   tabled , thus,  ability  members  talk      removed   stage. although  think   ability   gone   beginning  proceedings   bills,     wish  defeat       merits   argument    vote   ,  amendments    good step   right direction. making  change   ability  programme private members' bills   helpful.   pleased  hear  chair   procedure committee say   committee will examine  issue  widely,   accept   amendment      member  wellingborough deal   small parts   problem    issue  private members' bills  friday sittings needs   examined much    round   generally.  urge    report   conducted quickly  acted  soon,      lose  momentum  reform.    want     excuse  kick  issues   long grass.  hope     get  good recommendations,  demoralising  soul-destroying experience  many mps  sat   frustrating fridays will   thing   past.   pleased  hear  motion 13   going   moved  evening,   motion  one   best arguments  leaving things   usual channels    come across   long . expanding three select committees  16 members    inelegant solution,   fact    cooked    whips without even consulting  chairs   committees beggars belief.  wright report made  clear  11    maximum number  members   select committee,   face  genuine problem  ensuring   minority parties  represented.   different ways  solving  difficulty.   previous ,   liberal democrats   opposition,  made sure     places    allocated went   minority parties.  know   certainly happened      committees    discussing statutory instruments. one solution might, thus,   labour   similarly generous. another solution might   add one minority party representative   committees, rather       additional four members also.  necessary,  order  maintain  -opposition balance, perhaps   add   member,   arguments  adding five extra   select committees   stand .   pleased     listened   issue   going away  find  better solution-  important   solution  found.  conclusion,   examine  issues   spirit   wright report  also need   forget   reform  required; radical  exciting  today's reforms ,  process   stop .  ""involving  public"" section   wright report contained  lot  good ideas,  much  work needed   done, particularly  petitioning   online engagement   place. good ideas come ,  reformers can  found ,  parts   ,   issues       practising  new politics    long    cross-party working.   leader   deputy leader    positively disposed  reform, ,  one,  optimistic     motions  today's order paper will constitute  important next step   vital reform   .given  assurances  private members' bills    heard        chair   procedure committee,  will  press amendment   motion 4   division. however,      answered  question  whether ministers will vote   membership   back-bench business committee,  whether  will follow  self-denying ordinance  applies  elections  select committee chairs.",0,0.245,0.43,1
33,"will   clarify  means-testing   fee  students   parts   european union?  mechanisms   arranged   member states     administrative costs likely  ?  asking  fees.     says   situation  scotland, england, wales  northern ireland   case,    justification   exemption  holland, germany, italy, belgium, france, portugal, spain     european union countries?     exempted  exactly    reason,     received rather different advice   actions  relation   countries?",1,0,0.333,0
34,"  listening carefully    's detailed arguments      's proposal   work.   acknowledged    us  rural areas,  fuel prices  higher     access  public transport,   problem.    solution   problem?  members  represent urban areas  get    country   see  life  like .     local shop  go ,    closed.  will    local garage  go  either, unless    proposal  something similar.",1,0.04,-0.2,-0.421
35,"    bit confused  well.   thing   clear  ,  neath,     6,000 families  tax credits,    5,000 families  children,   measures will drive   poverty.",1,-0.133,0.2,0.202
36,"   said throughout  debate  important       coalition  arab states    supporting.   less clear   will  directing operations.   right   shed  light  ?",1,0.267,1,0.719
37," woolworths distribution centre   constituency  just closed.   440   constituents lost  jobs overnight.    's    operation,    benefited.",1,-0.6,0,-0.318
38,"   ironic  one   main beneficiaries   particular budget will   banks,   among  biggest payers  corporation tax   country?    chosen   tax bankers' bonuses  year, despite clear public outrage   level  bonuses   still  paid.",0,-0.2,-0.333,0.876
39," shadow  seems   making  strong argument  reintroducing special schools,    opposite   policy   previous .    lady believe    underlying level  sen   pupil population? must agree      member  bristol north west ,   friday    meeting  two teachers,     children  special educational needs,     keen  set   free school  provide  children   needs.   school  help    children,  others   local area.   situation   uncommon.    agree  pupils  special educational needs   vulnerable  disruption,   little   disruptive  moving school?   constituency,    three-tier education system,  adds  extra complication   pupils, especially   special educational needs     move   14.   like    reduced   two-tier system.  hope    will pay attention   concerns.",0,0.083,0.391,0.973
40,"   represents  region  contains many rural areas. will  join   paying tribute   special work done   independent trusts  help  run food banks? food  fuel poverty   lot higher  rural areas,  makes  job even  difficult.",1,0.05,0.429,0.599
41,"will    explain        possible  increase police numbers    making  20 per cent. cut across  board,  implementing   policies    party  committed ?   already committed   matching  expenditure  defence  international development.     good saying ""oh dear"".  needs  explain      will increase  numbers.",1,0.229,1,0.923
42," hope    will agree      advantage    committee stage   floor   , rather   committee, yet     disadvantage    limitation  .",1,0.08,0.2,0.34
43,"will  shadow chancellor consider celebrating  fact  one third   working constituents  bexhill   battle  receiving  pay rise    national living wage, taking     breadline     pay scale?",0,0,-0.333,0.077
44," thank  deputy leader     giving way   apologise    chairing  committee upstairs  4.30 pm  will therefore  unable  stay  listen   end   remarks.   member   procedure committee,  thought   raise  notion   question  whether  committee   elected   party basis   difficult matter   shall  considering  carefully   forthcoming proceedings   procedure committee.   meantime, given    proposing  make  change without  consideration  taken place,    option    vote     evening.",1,0.12,0.333,0.807
45,"  lady  making  excellent points    enjoying  speech  much.  can  tackle abuse   young age    talking , among children  school?    worthwhile trying  introduce  scheme  normalise female leadership    young age  schools  beyond?",1,0.133,0.5,0.687
46,"  sure   right    like  know   support    matter. will  also address  matter   set   clause 11?  will find   commission   power  make grants   persons  bodies  carry   purposes   set   subsection .   ,  commission    power  make  grant   body articulating  particular european view. key difference   views   opposition   clause  formulated  :     objection   commission  able  explain existing institutions,   object  giving   commission  power  institute debate  alternative systems.    churlish     acknowledge     said   will review  matter.    prepared  meet  precise point articulated   opposition,  fancy   will  content.  ,  fancy   decision will  reversed  another place.",1,0.25,0.333,0.926
47,"   can repeat     likes.   prefer  drawing  lots   tossing   coin?   words,    drawer  lots   tosser?",1,0.4,1,0.487
48,"   generous  allowing interventions.  constituent, mrs pearson,   maltese national   lived   uk  42 years.   built  life  scotland   contributed   economically,  socially  culturally.     agree    absolutely absurd   78-year-old constituent   live  worry     sort   now,     others  malta   indefinite leave  remain?",1,-0.05,-0.2,0.402
