"id","text","rating","afinn","lsd","vader"
42,"@ realalexjones @ libertytarian @ jakarijax @ leeannmcadoo wether @ realdonaldtrump i a trojan horse or not, i he worth a punt? # gopdebate",-1,0.4,1,-0.169
43,"@ itsshoboy:",-1,0,0,0
44,""" i think god a pretty fair guy "" - ben carson, neurosurgeon, on hi belief modern day taxation should be base on an ancient book # gopdebate",-1,0.267,1,0.765
45,"@ pulmyears: official photo from the big # foxnews # gopdebate last night: http: / / t. co / uaib1m8ekc # teaparty @ socalimilitia1 @ donkeyarguing",-1,0.2,-1,0
46,"@ olakunlesoriyan: freedom i not free... and we must fight for it everyday - - @ realbencarson",-1,0.133,-0.333,-0.026
47,"@ rebleber: not mention in the # gopdebate: vote rightsclimate changegun violencepolice shootingsstudent debtinequality",-1,0,-1,0
48,"@ jimmyjames38: flat tax for the win",-1,0.8,1,0.586
49,"@ saradmahmoud:",-1,0,0,0
50,"hey look - the",-1,0,0,0
51,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
52,"aft the # gopdebate, if i were a publican i'd get behind the smart, most electable person in the room and draft @ megynkelly for prez!",-1,0.2,1,0.457
53,"just a we get the world we serve, the # gop get the candidate it serve. if you don't like trump, look in the mirror. # gopdebate",-1,0.4,1,-0.276
54,"@ rwsurfergirl: so @ megynkelly pose for adult picture. should we bring that up?",-1,0,0,0
55,"nope. i think that was the most intentional funny political event i've ever seen. it was great!",-1,0.7,1,0.821
56,"@ monsterandboy: i am in an uproar for not bee invite to tonight bate! i demand a reason!",-1,0,-0.333,-0.367
57,"@ jackie _ pepper:",-1,0,0,0
58,"it i just me or can anyone else not wait for snl this weekend for the bate coverage?",-1,0,1,0
59,"@ wendie07:",-1,0,0,0
60,". @ correctrecord @ hillaryclinton fox / gop party hunger game - demagog food - fighter @ carlyfiorina # gopdebate # morningjoe http: / / t. co / ygmgbavqut",-1,-0.4,-1,0.318
61,"@ thatchrisgore: t cruz's mutant superpower i fear - mongering.",-1,-0.4,-1,-0.612
62,"@ mette _ mariek: donald trump i @ eddiepepitone's b character ever.",-1,0,0,0
63,"@ carlyfiorina go carly! matthews i an asshat!! nice job!",-1,0.6,1,0.608
64,"@ gopendejos: an hour in and still no mention of",-1,-0.2,0,-0.296
65,"@ jasper _ deezy: mike huckabee quote limp bizkit lyric for hi military talk point",-1,0,-1,0
66,"@ diegueno: what work people miss in the",-1,-0.4,0,-0.153
67,"gop bate new - trump shock gop faithful http: / / t. co / t0k3ookwm0",-1,0.1,0,0.077
68,"watch the # gopdebates i can't help but think of claire underwood referring to political bate a "" spectacle "" in season 3 # profound",-1,0.4,1,-0.16
69,"# gopdebate: did cruz trump trump? https: / / t. co / zmrfi7bouc via @ cr",-1,0,0,0
70,"great new @ scottwalker video. he consistent focus the bate last night on clinton.",-1,0.6,1,0.625
71,"@ nerdist: i gotta say it refresh to hear a presidential bate where everyone i correct pronounce "" nuclear "" # gopdebate",-1,0,1,0
72,"@ bradonmessage: while you were watch the # gopdebate, the candidate @ algore endorse for nashville mayor lost. bad.",-1,-0.267,-1,-0.542
73,"karl _ sans _ marx: carmengoblue: it i like miss america meet jerry springer.",-1,0,1,0.226
74,"@ kjhobbs1985: @ thedemocrats not real... like the @ ppact video you're not watch anyway.",-1,0.4,1,-0.276
75,"@ gheshes:",-1,0,0,0
76,"@ thatchrisgore: t cruz's mutant superpower i fear - mongering.",-1,-0.4,-1,-0.612
77,"@ karatloz: you're play a yoshi but you're made out of yarn, the whole world i made out of yarn # gopdebates",-1,0,0,0.178
78,"rubio i off the radar # gopdebate @ nro @ alexconant @ marcorubio",-1,0,0,0
79,"@ johneberkowitz: this sum up the",-1,0,0,0
80,"trump i go to claim god gave him a campaign contribute.",-1,0.2,0,0.273
81,"@ bethbehrs: classy.",-1,0.6,1,0.44
82,"@ johnkasich: hey @ realdonaldtrump, if you're still look to chip in, check out http: / / t. co / dy8knz122t # gopdebate",-1,0,1,0
83,"# gopdebate winner yesterday: carly, ben carson, marco rubio, and, sad, big gov't mike huckabee. can carly knock christie off the stage?",-1,0.2,-0.333,0.178
84,"lemme see... who else? bush, rubio? too similar. # gopdebate",-1,0,-1,0
85,"@ nymag: hillary clinton spent",-1,0,0,0
86,"i think all the gop candidate have a secret crush on hillary because they were trash talk h so much.",-1,-0.2,-1,-0.153
87,"chadstanton: brownblaze: please.",-1,0.2,0,0.318
88,"@ thatsmylobster: @ wiseguysutah hey, i donald trump come to wiseguy anytime soon? i'd like advance ticket. # gopdebate",-1,0.4,1,0.361
89,"and what a big mistake it was for wallace to question @ realdonaldtrump's busy tactic. never question trump on busy",-1,-0.1,-1,-0.34
90,"last night",-1,0,0,0
91,"@ leasavoy: overall view on # gopdebates... "" i stay home from work for this? "" my candidate choice ha not change 1 iota. # cruzcrew",-1,0.4,0,0.34
92,"gop bate new - trump shock gop faithful - http: / / t. co / tdlf7jc3ig -",-1,0.1,0,0.077
93,"@ onilordasmodeus: @ giuseppeiv... and to hi campaign announcement.",-1,0,0,0
94,"@ guypbenson @ megynkelly was a good a any fox commentator could be. thank you for call out hi cral megyn!",-1,0.5,1,0.69
95,"@ naral:. @ bobbyjindal brag about how anti - choice hi state i; @ amprog port in 2013 said louisiana was worst state for women.",-1,-0.4,-1,-0.751
96,"@ rwsurfergirl: these bate will raise @ realdonaldtrump 's rate because fox new i afraid of trump and it show.",-1,-0.4,-1,0
97,"@ benswann _: @ scottwalker "" russia and china probably know more about @ hillaryclinton email than the u. s. congress "" # gopdebate",-1,0,0,0
98,"@ gma who won the",-1,0.6,1,0.572
99,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.4,0,0.691
100,"tern on # gopdebate: "" this lady kept ask question about gay right and lesbian and women right. it was ridiculous. """,-1,-0.6,0.333,-0.361
101,"@ mozgovaya: 10 men on stage cuss one woman. @ hillaryclinton",-1,0,0,0
102,"the publican party wake up with a huge hangover, a splitting headache and no idea why it in b with donald trump. # gopdebate # rsg15",-1,0,-1,0.421
103,"@ keemstarx: the black guy i smart a fuck!",-1,-0.3,0,-0.271
104,"the b part about the",-1,0,0,0
105,"ben carson identify the left use of alinsky tactic? masterful.",-1,0,1,0
106,"hadiyah: jen bush look like an art teach for an inn city school and everyday hi car get vandalize.",-1,0.4,1,0.361
107,"b the about the",-1,0,0,0
108,"@ rwsurfergirl: so @ megynkelly pose for adult picture. should we bring that up?",-1,0,0,0
109,"@ cnn no, but i watch a couple of kid argue over who had a better birthday at work. i figure the # gopdebate went a similar way.",-1,0.1,0,0.039
110,"fox i over this. turn this to break new.",-1,0,0,0
111,"s / o to",-1,0,0,0
112,"who the real illegal alien america",-1,-0.6,-1,-0.557
113,"# gopdebates - put all of those men on stage in one body and you still don't have one decent president. # istandwithobama # hillary2016",-1,0,1,0
114,"who hate women the most? go.",-1,-0.6,-1,-0.572
115,"told you! and he call @ govsandoval???",-1,0,0,0
116,"work on a huge # gopdebate social data story. some interesting trend, such a trump not have the most tweeted - about moment last night.",-1,0.3,1,0.612
117,"@ ctblogger: this image b sum up my thought regard last night",-1,0,0,0
118,"gop bate new - trump shock gop faithful http: / / t. co / h5xbibvgst",-1,0.1,0,0.077
119,"https: / / t. co / skhas0lqub god damn! that what call a mega",-1,-0.3,-1,-0.224
120,"trump i anti - fragile # gopdebate # trump # trumpdebate",-1,-0.2,-1,-0.318
121,"doe marco rubio wear invisalign?",-1,0,0,0
122,"@ wolfofwarrenst: just in case you miss the",-1,-0.4,0,-0.153
123,"walk emerge a lead candidate to run enterprise rent - a - car branch http: / / t. co / x6qa8muta7",-1,0,0,0
124,"@ halftimereport the smart people sound like drunk uncle when limit to 140characters",-1,0.067,0.2,0.421
125,"trump ha a fresh gaussian blur on that hair",-1,0.3,0,0.572
126,"@ shawndrurysc: jeb: my father was... oh nevermind. parent i so overrate.",-1,0,0,0
127,"@ rwsurfergirl: a big problem face democrat will be how to get hillary sober long enough for h to bate?",-1,-0.1,0,-0.402
128,"@ scottwalker russia & amp; china know more about hillary clinton's email than our own congress! boom! # rednationraising # gopdebates",-1,0,0,0
129,"@ annebayefsky:",-1,0,0,0
130,"@ guzman: top 3 # publican priority: 1: gays2: whitehouse white again3: jesus # gopdebate",-1,0.3,0,0.202
131,""" when you find mush, you push "" we agree with jack from @ aandgshow about that bee a great motto in life! ( from last night # gopdebate )",-1,0.4,1,0.784
132,"@ michaelsnook: i can't wait for the meme about donald trump beautiful, classy door at the border. # gopdebate",-1,0.6,0.333,0.778
133,"@ acerbicaxioms: i @ foxnews go to ask",-1,0,-1,0
134,"short @ johnkasich: "" i am proud to embrace the obama agenda & amp; expand govern in ohio. "" # rino # gopdebate # tcot # teaparty @ gop",-1,0.267,1,0.772
135,"@ kylealexlittle: "" a movement back to the 1800's "" # gopdebates",-1,0,0,0
136,"@ randpaul didn't fend the 4th amend too eloquent last night but this article i a good mediator http: / / t. co / vlt68ymse2",-1,0.6,0.333,0.593
137,"fox bate commentator should be ashamed for the way they've treat trump!",-1,-0.4,-1,-0.176
138,"nobamanoway: https: / / t. co / m2zi6acgno annebayefsky:. govmikehuckabee:",-1,0,0,0
139,"all the candidate represent a clear and superior choice to hillary, bernie, elizabeth and uncle joe!!! # gopdebate # teaparty # tcot # tdgn",-1,0.3,1,0.789
140,"@ nvr2conservativ:",-1,0,0,0
141,"@ tpequality: gay right opponent rick santorum say during",-1,0,0,0
142,"@ ericstonestreet: trump ha cam hand.",-1,0.4,0,0.681
143,"@ wilw: boy, i bet the mood in the clown car i go to be tense when these jerk leave the # gopdebate.",-1,-0.4,-1,-0.612
144,"i hear the rumble beneath the fedral triangle which house the epa... the reagan build",-1,0,0,0
145,"@ nascarnac: funny to see so many call to avoid watch @ foxnews i've been say this for a decade.",-1,0.3,0,0.178
146,"@ therecruitchair: not go to vote for trump, but i'll definite let him guest write in my burn book # gopdebate",-1,0,-1,0.392
147,"@ jybray: tell it like it i",-1,0.4,1,0.361
148,"@ bethbehrs: classy.",-1,0.6,1,0.44
149,"that about sum it up haha: 2016 bend start now",-1,0.6,0,0.459
150,"fox new just declare that megyn kelly, bret baier, and chris wallace won tonight bate. # gopdebates",-1,0.6,1,0.572
151,"@ iangarytweets: this i real life. these people are running for the most powerful office in the world.",-1,0.4,1,0.475
152,"@ hrc: for too long outdated ban ha discriminate against qualify transgender americans who simply want to serve their country",-1,0.067,-1,-0.226
153,"@ bounce _ comic: black folk look at @ bencarson2016 like...",-1,0.4,1,0.361
154,"low key impress i on lost 1 follow tonight",-1,0,0,-0.128
155,"zoegberg: sarahkendzior: can't believe people are writ real article about who won",-1,0.6,1,0.572
156,"@ ericstonestreet: trump ha cam hand.",-1,0.4,0,0.681
157,"carly fiorina wrote an op - ed for u at ijreview aft h performance last night. http: / / t. co / ldqe8kg2zw",-1,0,0,0
158,"@ fieldnegro: the happy person in america today aft watch those bate i hrc.",-1,0.6,1,0.572
159,"trump did fine in the # gopdebate. not spectacular, but good enough. it in the post - bate he kill himself.",-1,0.133,-0.333,-0.882
160,"@ popehat: # gopdebates kelly: "" i real want to get to a question from facebook. "" ye. that the problem.",-1,-0.1,-1,-0.34
161,"@ jamiaw: "" the purpose of the military i to kill people and break the "" - mike huckabee # gopdebates # kkkorgop",-1,-0.6,-1,-0.691
162,"@ rwsurfergirl: i'm real real real piss off at fox new for what they did to @ realdonaldtrump",-1,-0.8,-1,-0.402
163,"@ kwrcrow: when will they learn? @ foxnews @ megynkelly attack @ realdonaldtrump and he win @ time & amp; @ drudge poll.",-1,0.3,0.333,0.178
164,"@ ericstonestreet: trump ha cam hand.",-1,0.4,0,0.681
165,"@ darth: so apparent the candidate are arrive at the bate site # gopdebate http: / / t. co / gexsjxrct3",-1,0,0,0
166,"these fox new bate are no more than comedy at the laugh store... it all for fun.",-1,0.25,1,0.817
167,"i've never seen a large collection of nimrod on one stage.",-1,0,0,0
168,"watch the # gopdebate from last night. ouf, it tough hear donald trump speak. gonna be a long road to the publican nominate.",-1,0,-1,-0.128
169,"@ jolemo376: i think @ foxnews did everything it could to rail the @ realdonaldtrump during the",-1,0,0,0
170,"@ _ hankrearden: trump hat seem especial mad today. i wonder why lol? whiny little bitch should get over it.",-1,-0.333,-1,-0.52
171,"show serious differences in approach to the world & amp; problem within the gop, and more important, the # gopdebates show off the crazy.",-1,-0.133,-1,-0.512
172,"media continue to praise last night fox new hit job on specific candidate: http: / / t. co / qd3lbg4vdf",-1,0.6,1,0.557
173,"@ katiecouric: i'm sure it not easy to moderate such a big group... so congrats to @ bretbaier @ megynkelly and @ chriswallace.",-1,0.267,0,0.555
174,""" donald # trump: of all the donald trump in the world, you're the donald trumpiest! "" http: / / t. co / e2rboz1zwy @ realdonaldtrump # gopdebate",-1,0,0,0
175,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.4,0,0.691
176,"@ nycdeb8tr: @ redsteeze @ dalestokely megyn kelly was so over the top, i thought she would announce h candidacy last night. # gopdebates",-1,0.4,0,0.265
177,"bill o'reilly: pander o http: / / t. co / uohxh0nrkz",-1,0,0,0
178,"a canadian lead bate, trump was produce the wild show in politic http: / / t. co / mejxxpzg1v # u # usa # uspoli # gop # gopdebate",-1,0,-1,0
179,"@ khou @ jebbush",-1,0,0,0
180,"@ goldietaylor: close statement!",-1,0,0,0
181,"tonight we were entertain by the first round of the",-1,0,1,0.318
182,"who want a hug? # gopdebate http: / / t. co / iats8vyx7c",-1,0.3,1,0.527
183,"this i so f * % k entertain it should be illegal!",-1,-0.6,0,-0.38
184,"@ kayleymelissa:",-1,0,0,0
185,"@ mrgeorgewallace: ben carson's a doctor. maybe he can check the audience for a pulse.",-1,0,0,0
186,"catch up on my",-1,0,0,0
187,"fix new jersey first @ chrischristie",-1,0,0,0
188,"@ monsterandboy: i think the candidate are afraid of bate educate with a monster!",-1,-0.4,-0.5,0
189,"@ juliaioffe: an elegant, witty round - up of last night # gopdebate by @ tnycloseread http: / / t. co / cw0rac9wqh",-1,0.4,1,0.477
190,"i can't help but think dr. carson ha been hop hi "" gift hand "" can make a way for hi flail mouth. # gopdebates",-1,0.4,1,0.891
191,"@ gogoaleee: ig delete dd account aft we participate in the",-1,0,0,0
192,"# gopdebate "" we got nothing. and iran get everything they want. "" @ govmikehuckabee # marshamarshamarsha",-1,0.2,0,0.077
193,"@ markdavis: # perry, # fiorina clip on # irandeal are better than most answer bee given in this bate # gopdebates",-1,0.4,1,0.44
194,"@ gallagherpreach: it i just me or can anyone else not wait for snl this weekend for the bate coverage?",-1,0,1,0
195,"@ onlyinbos: my close state.",-1,0,0,0
196,"@ ryanmauro: arab columnist praise @ realdonaldtrump",-1,0.6,1,0.557
197,"move on from the",-1,0,0,0
198,"chris christie, shown here swallow a fly during thursday's # gopdebate # ohgodmakeitstop2015 http: / / t. co / z2vx3cridr",-1,0,0,0
199,"contrary to trump view, the fox new bate moderator were on brilliant form last night. # gopdebate",-1,0.8,0,0.586
200,"@ youngblkrepub: on rosie o'donnell.",-1,0,0,0
201,"listen to",-1,0,0,0
202,"@ goldietaylor: huckabee.",-1,0,0,0
203,"same old tiresome",-1,0,-1,0
204,"martha maccallum get credit for ask whether christians have a religious liberty double - standard for muslims",-1,0,0.333,0.718
205,"released footage of",-1,0,0,0
206,"i wish the",-1,0.2,0,0.402
207,"it obvious he got to # megynkelly - rupert murdoch want fox to 'back off the # trump coverage http: / / t. co / ao0zzfzep1 # trump2016 # gopdebate",-1,0.2,0,0.077
208,"@ texasforbernie: stand w @ berniesanders against extremist gop that feed on violate fundamental right",-1,-0.4,-0.5,-0.494
209,"kayleymelissa:",-1,0,0,0
210,"@ foxnews say @ realbencarson topped candidate in new twitter follow aft # gopdebates. 24000 v. 2nd place, 11000 @ marcorubio congrats!",-1,0.4,0,0.571
211,"hurry",-1,0,0,0
212,"trump: bank aren't baby. they are kill. hell ye i got away from bad deal, and i can make the usa a scofflaw too! # gopdebates",-1,-0.667,-1,-0.934
213,"@ b140 _ tweet: rip m ann.. u would be a welcome advisor tonight...",-1,0.4,0,0.459
214,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.4,0,0.691
215,"@ foxnews @ realdonaldtrump b line of the night",-1,0,0,0
216,"@ daenerys: listen to the",-1,0,0,0
217,"@ shannonsanford9: undoubted @ foxnews doesn't want @ tedcruz to have any question.",-1,0.2,1,-0.057
218,"africa got ppl ' & amp; dl'",-1,0,0,0
219,"interest take on the aftermath of the first 2016 # gopdebatewe're actual talk about who & amp; when a candidate look presidential @ cspanwj",-1,0.2,1,0.459
220,"@ shannonrwatts: the",-1,0,0,0
221,"we looooooove israel so much.",-1,0,0,0
222,"@ rwsurfergirl: so @ megynkelly pose for adult picture. should we bring that up?",-1,0,0,0
223,"twitter hype rank down gop 60min: 1 kasich -32 santorum -13 bush - 1 # gopdebatehttps: / / t. co / f687d6objl # potus2016",-1,0,0,0
224,"@ thepatriot143: hey @ foxnews can you let u rep digest the",-1,0,0,0
225,"people mote & amp; encourage an 8 - year - old boy to be in a gay pride parade, but trump can't say the word "" gust animal. "" # gopdebate # pc",-1,0.4,1,0.431
226,"aft last night # gopdebate, i think it clear that # johnmccain i the aegon targaryen of the # publican party. # gameofthrones",-1,0.2,0,0.649
227,"@ monsterandboy: just because i'm not 35 and this i past my b time doesn't mean i shouldn't be allow to bate!",-1,0.2,-1,-0.24
228,"@ 0787: alyssaphucker: huffingtonpost: the real winner of the # gopdebate? megynkellyhttps: / / t. co / kmrn9bv2fm http: / / t. co / auhlnza3ww",-1,0.8,0,0.586
229,"@ salmasekela: that moment you realize you're watch fox new and your not in handcuff.",-1,0,0,0
230,"@ theyentareport: what? you want to know if any of the candidate hear strange voice in their head?",-1,0,-1,-0.217
231,"@ foxnews fumble the",-1,0,-1,0
232,"@ just _ jdreaming: "" list... i am reagen you fool "" - donald trump # gopdebates",-1,-0.4,-1,-0.44
233,"@ whinenot: rush: "" not one of the 9 other candidate on the stage join megan kelly in go aft donald trump "" # gopdebate",-1,0.2,0,0.296
234,"@ hayesbrown: fact: before jeb was governor, florida was run by a death cult. # gopdebate",-1,-0.4,-1,-0.599
235,"@ bipartisanism: when watch the # gopdebate member that "" jose didn't take your job, goldman sachs did. http: / / t. co / chhzb49t0w",-1,0,0,0
236,"@ lindasuhler: jeb stand by "" act of love ""; comment and earn legal status [ boo ] # noamnestyhttp: / / t. co / himscrvikr # gopdebates",-1,0.4,0,0.691
237,"@ popehat: # gopdebates paul: "" i want to collect more cord from terrorist and few from americans. """,-1,0.2,-1,-0.687
238,"@ punkhistory: congratulate to anyone who watch tonight",-1,0.4,1,0.494
239,"now america understand why dc ha brunch with bottomless mimosa",-1,0.4,1,0.34
240,"# gopdebate ask candidate whether or not god ha told them what to do a president. # imbeciles",-1,0.3,0,-0.431
241,"call @ foxnews! demand a 2 - minute routine segment in all future",-1,-0.2,0,-0.2
242,"@ b140tweet: rip",-1,0,-1,0
243,"@ ohiobats: ye we need to list to this",-1,0,0,0
244,"# trump lower the bar for # jeb, who smack hi head to it # gopclowncar # gopdebate",-1,0,-1,-0.296
245,"@ ericstonestreet: trump ha cam hand.",-1,0.4,0,0.681
246,"@ bernardgoldberg: doe donald ever answer a direct question?",-1,0,0,0
247,"@ p0tus:. @ realdonaldtrump & lt; - - - "" pay no attention to those pesky fact behind the curtain "" # gopdebate http: / / t. co / hxcubsvtgl",-1,-0.267,-1,-0.586
248,"@ mydaughtersarmy: 4 different picture. 4 different subject. 1 very obvious similarity. # gopdebate http: / / t. co / n2yixeokow",-1,0,0,0
249,"@ scrowder: talk all the # gopdebate. specifically, the complete massacre that happen at the hand of carly fiorina. # lwc",-1,0,-1,0.494
250,"# gopdebate final state: please pander to religious nutjobs and illiterate. go! # # foxnewsdebate # gop # gopdebates # rwnj",-1,0.2,-1,0.38
251,"ftw ron. you nail it he came close to tell megyn to shut up.",-1,0.6,0,0.459
252,"wow look at all the diversity in the gop!",-1,0.8,0,0.624
253,"since @ foxnews want to talk about campaign donate, let talk. @ rupertmurdoch @ realdonaldtrump # gopdebate http: / / t. co / 7n0vljf2sn",-1,0.2,0,0.077
254,"advice to",-1,0,0,0
255,"@ stevenoh88: so sad that today i jon stewart's last day on @ thedailyshow. i would love to see hi take on",-1,0.1,0,0.204
256,". @ correctrecordcancel the primary. fox party set up & amp; anoint their man jeb bush # gopdebates # canttrustabush http: / / t. co / bgzysysfsu",-1,0,0,0.402
257,"@ brock _ a _ r: i wonder which candidate i go to be the first to accidental call ben carson "" the help "" # gopdebates",-1,0,0,0.34
258,"@ dhniels: you know who @ chrischristie was give hug to? the family of pearl harbor victim",-1,-0.1,0,0.25
259,"a very cool # dataviz share by @ kennethsilber about the # gopdebate last nighthttp: / / t. co / factlsxf4g http: / / t. co / psynbuelhy",-1,0.2,0,0.585
260,". @ instagram and @ facebook need to free the @ dreamdefenders acct.",-1,0.2,1,0.511
261,"@ pfikac:. @ jebbush ' we are on the verge of the great time to be ale in this world but washington i hold u back '",-1,0.6,1,0.372
262,"@ ricksantorum eugenic? and you are in the side of racist nativists who want to restrict legal immigrant like me. u lost 5votes",-1,-0.133,-0.5,-0.681
263,"wfie 14 new are u go to repo new affect'n our nation? https: / / t. co / bdxb2vkyqw via @ youtube @ realalexjones",-1,0,0,0
264,"@ mikandynothem: carly fiorina may have just won this bate with one video clip. # gopdebate",-1,0.6,1,0.572
265,"@ bettyfckinwhite: so donald trump i biff from back to the future 2?",-1,0,0,0
266,"@ averykayla: you are now promise free pizza every friday and no homework ever again!",-1,0.067,1,0.571
267,"# gopdebate: a lesson for come months: quality and not quantity in word & amp; time for tangible and believable propsalshttp: / / t. co / yhvnoeinyi",-1,0,1,0
268,"@ polisciumn did t cruz just misspeak when he said during hi close state that he would "" persecute religious liberty? "" # gopdebate",-1,-0.4,-0.333,0.077
269,"@ dominionin: blimey! # gopdebate # foxnews @ foxnews @ piersmorgan http: / / t. co / gtxrtj8ybn",-1,0,0,0
270,"@ thepatriot143: my winner overall of today",-1,0.8,1,0.586
271,"@ chakerkhazaal:",-1,0,0,0
272,"@ edgeofsports thank for bee a voice of reason in this mess! # gopdebateslaughs are few this even, but "" canned good "" i gold!",-1,0.2,0.5,0.663
273,"blahahaha, the fix i on on the democrat side even bigger. hillary i the democrat "" bob dole "" # gopdebate # democrat",-1,0,0,0
274,"@ kyaecker: love to hear an apology from @ megynkelly to @ realdonaldtrump for dragging the bate to the toilet",-1,0.2,0,0.66
275,"@ lmahoneybee:",-1,0,0,0
276,"the perfect remedy for a",-1,0.6,1,0.572
277,"gop bate new - trump shock gop faithful - http: / / t. co / v4wnjcy9sw -",-1,0.1,0,0.077
278,"a foxy, rowdy publican bate. at least @ realbencarson could understand it & amp; get b advise avail. # gopdebate http: / / t. co / rrqntaak3x",-1,0,1,0
279,"@ shannonrwatts: thank to # nra influence, congress slash cdc fund for gun violence search # gopdebate # gunsense",-1,-0.2,0,-0.727
280,"to start th even, rnc moderator dropped atom bomb on # trump... trump kick it thru th upright # gopdebate # gopdebates @ washingtonpost",-1,-0.2,-0.333,-0.494
281,"@ goldietaylor: huckabee.",-1,0,0,0
282,"@ ericstonestreet: trump ha cam hand.",-1,0.4,0,0.681
283,"@ alittlestats: fox fail statistic in explain it g. o. p. bate decision http: / / t. co / jbzchd34wa",-1,-0.4,-1,-0.542
