"id","text","rating","afinn","lsd","vader"
23,"one 15 year ago napa store. always work great temperature read always consistent four thermometer garage trust. order one another job site. thermometer calibrate india always 5 6 degree fahrenheit high four thermometer garage include gas furnace thermometer. trust calibrate new thermometer. also trust anything india. know it made china calibrate certificate foil calibrate stamp india.",1,0.3,0.667,0.933
24,"nail shipped within reason. however frameing nailer schedule shipped late. hadna project schedule nailer schedule outside date need. therefore nailer cancel thennails work nailer purchase local. nthe frameing nailer shipped twice even though order cancelled. time fuse.",1,-0.2,0,-0.459
25,"fragile peg board clip. broken shiped.",1,-0.2,-1,-0.477
26,"work",1,0,0,0
27,"chose rate low rate. standard ( conventional ) bulb came flashlight bright produce far better pattern.",1,0.3,1,0.572
28,"screw cap pop ugh!!",1,0,-1,-0.584
29,"50va, 75va. transform large enough apply.",1,0,0,0
30,"good mount sink clip. liquidity.",1,0.6,0,0.44
31,"cheap, worst peg hook ever seen, person can see get",1,-0.6,0,-0.625
32,"0 3. great store liquid... terrible spray liquid. three sent dud.",1,-0.133,0,0
33,"g star ps4 x box one order twice go the twice rate get",1,0,0,0
34,"good one stripe goes try carry - - one stripe enough keep balance safety come question. use anything. waste money, high hope appoint. nnfor safety aspect never commend - - otherwise use good material say.",1,0.314,0.75,0.844
35,"hon, fact anything actual hold pad ridiculous. use get polish residue wood floor. waste. turn even though lose money. nit good. cheap. love shark sonic duo now see else ( )",1,0.1,0.25,0.026
36,"work metal pegboard",1,0,0,0
37,"expect good - slippery - control amount.",1,0.6,0,0.44
38,"nail look like just thrown box. screw shank! nvery appoint... take advice order people",1,0.4,0,0.338
39,",,. poor. save money.",1,0,-1,0.026
40,"like play slip slide move 200+ lb [ insert noun ]?,! essentially suspend + somewhat function stopper mechanism + piece fabric = shoulder dolly. nnthe stopping mechanism slip... uhh, goodbye finger! nthe shoulder can shoulder much, hello back pain! nthe piece fabric secure anything - -. nna sign overhaul need. good sup muscular dude.",1,0.1,0.2,0.596
41,"slight rust even lock. absolute useless.",1,-0.4,-1,-0.421
42,"description say 22 - / 4 wide. need fit 22 item. otherwise, perfect.",1,0.4,1,0.735
43,"receive. got 25 lid two cup. thought package state 25 lid cup. want exchange right amount amazon allow turn. happy",1,0.333,1,0.765
44,"move v e r y slow, seem like dinosaur compare philips sonic care. work well. like small round head, either. trash mine.",1,0.4,1,0.852
45,"cheap made. well. sorry.",1,-0.2,0.333,0.202
46,"first six months great, need place bag. however vacuum lost power switch yesterday. turn start clean, turn switch work! try try the turn. plugged wall. reason big deal someone pay close 100 dollar last six months, reason plug back plug spark least half ch long come outlet. hurt someone, make outlet house good either. far care goes well maintain. bag change belt ( need one never work long enough ). worth 90 dollar,. take top look motor power switch held together cardboard. switch cheap wonder quit work. check see place switch, guess, eureka continue belt bag, power switch. bring end, 20ft power cord short, bag bee smell,, switch fail, the power. save money cheap bissell hoover bagged upright. money off.",1,0.154,0.5,0.91
47,"box carton fall apart try stall real let",1,-0.4,0,-0.202
48,"rate recieved. recieved staple staple yet. nralph lloyd",1,0,0,0
49,"regret purchase bottle. although accept screw - cap leak matte much tight. bottle always seem wet outside content. bottle happen fall sideways, leak fluid surface store.",1,-0.15,-0.6,-0.66
50,"poor! feel apart first use.",1,-0.4,-1,-0.525
51,"stiff. hard affix feel secure.",1,0.1,0,0.25
52,"mr. heater claim work low high pressure system. work high prssure claim. blow orings!",1,-0.2,-1,-0.556
53,"outdoor use rust firts water.",1,0,0,0
54,"horrible. work automotive industry try use, half open somewhere wire work. other 3 - 5ohms resistance. virtual nothing.",1,-0.6,0,-0.542
55,"sprayer broke within week. real appoint.",1,-0.2,-1,-0.421
56,"whole concept response card great turn technology target already overcharge college student. advertise school response card require class cost everyone $40. oh recent also need license one already, another $35. never voluntarily anything company.",1,0.6,1,0.625
57,"came broken look like someone threw box wall!",1,0.1,0,-0.224
58,"damage arrive",1,-0.6,-1,-0.494
59,"small. take much energy,. e. 3 hour oven, charge.",1,0,-1,0.273
60,"junk!!! even come close fitting 4 cell c maglight. buy beware.",1,0,-1,0
61,"purchase 3 february use spray bleach sink toilet clean purpose. one last month, last 3 months 3rd one last month back september try find something else. maybe bleach? maybe want water might work. worry anymore. buy.",1,0,-0.5,0.026
62,"use simple like add said, metal buckle front damage one furniture.",1,-0.1,0,-0.178
63,"k",1,0,0,0
64,"stuff joke. set, just thick.",1,0.4,1,0.296
65,"bad plastic. hook hold peg board broken",1,-0.4,-1,-0.765
66,"wash work, receive 82 box. realize stall, now turn order. please withe hillman group",1,-0.1,0,0.128
67,"waste money.; addition, commend friend. pump hold suction tank just feet away.",1,0.1,0.333,0.511
68,"bent couple use. low forceps ever own.",1,0,0,-0.273
69,"great",1,0.6,1,0.625
70,"appoint.",1,0,0,0
71,"notice late turn order, screw receive head look like combination square phillips drive. work well # square drive phillips drive bit.",1,0.4,0.333,0.494
72,"plug pop like other. clamp short inside it. work great otherwise, expect female portion work consistent proper. inside just broke. another poor trash!",1,0.1,0.333,0.248
73,"couple friction fit, although hose fit couple, immediate slip apart! worthless! know make difference, purchase govacuum.",1,0,0.333,0.399
74,"one sell crap, however solve. still purchase one class far expensive necessary. equivalent $ production cost $25+ extra charge.",1,-0.2,-1,-0.202
75,"probably fault. believe allow run rv ac suitcase generator like.",1,0.3,0,0.178
76,"low, broke use short, one broken yet work well.",1,-0.2,-0.333,-0.71
77,"ratchet poor design, shallow incline notch allow hold. clamp, even empty, without spring open. even bend ratchet inward fix problem. avoid actual need clamp hold. functional just need get grip iv hub.",1,-0.2,-0.429,-0.785
78,"leak, hard worth trouble turn. cheap emough.",1,-0.1,-0.2,-0.557
79,"okay. nice fit",1,0.4,1,0.735
80,"possibly old batch: work. harden viscous, impossible mix thorough epoxy. zero tensile strength 24 hour thin sheet steel clamp place, fall apart light pressure.",1,0.1,0,0.25
81,"low density understate. cheap little foam strip. may work, found complete form weight fell apart easily.",1,0,1,0.077
82,"ackward work great. strap kept fall.",1,0.6,1,0.625
83,"dose confirm pin test bad cable good green light.",1,0,0.333,-0.153
84,"package got leak smear bag",1,-0.3,-1,-0.599
85,"clorox clean ate, fell apart, stopped spray start spitting different directions, got bleach clean eye",1,0.2,0.333,0.542
86,"fifth peg lock actual stay peg board - - re just popped soon put, soon put something hook. appoint.",1,0,1,0
87,"another honeywell aquastat work, just many other note internet. seem inordinate high numb failure it.",1,-0.3,-1,-0.691
88,"real good stuff. great use coat wood fish bait. love!",1,0.6,0.5,0.91
89,"item wrong item apparent model need longer avail.",1,-0.4,-1,-0.477
90,"turn., m sure fit????",1,0.2,1,0.697
91,"poor sign. commend",1,0,0,-0.052
92,"purchase home pot base overwhelming posit view amazon pair headlight mount bracket. nni clean surface use alcohol paper towel. next, mix two part equal ( 50 / 50 ) attempt apply generous amount material onto surface broken part set position. now grey stuff smell like diarrhea. even try funny, real smell bad. try stuff, use outdoor garage. ever use, make sure plenty ventilate cause stuff stink place. nnthe next day, began mount headlight back onto car. needless say, bracket broke even apply much pressure. sure got dud sure unacceptable. condition epoxy mix door humidity low.",1,-0.018,-0.091,-0.296
93,"know get pay, way standard. movement bind point operational spent hour clean, file stone get point full range travel. even clean work vise, bottom thread shaft round slot hand crank end plate allow wobble thread shaft. sent back, press need style tool finish work pinewood derby car.",1,0.2,0.333,0.844
94,"picture look like spade tip. round tip. now grind flat tip spend $7 ship back. can folk use mislead picture please?!! amazon; small envelope ship the? s & h cost tip!",1,0.3,0,0.774
95,"foam sleeve small diameter cartridge. tore foam sleeve smash fin cartridge instaling. think can move sleeve without cuting damage cartridge.",1,-0.6,-1,0.388
96,"junk. 3 sprayer broke within months.",1,-0.2,-1,-0.421
97,"garden need, never thought simple sprayer bottle might work - - work! can get hand jury try squeeze anything the, avail. ooops pardon, manage get weak straight stream, second. btw, made way china.",1,0.067,0,0.585
98,". one work receive. one stopped work week. last one last month.",1,-0.2,0,-0.226
99,"work go upstairs. saw infomercial advertise go stair fridge. try fridge tilt became uneven hold onto prevent fall friend side. arm purple next day. follow instruction even copy infomercial video use go stair fridge kept tilt. just use dolley fridge.",1,-0.2,0,0.511
100,"work took forever get",1,0,0,0
101,"way light suppose. use coudln't see anything. f minute, pack threw attic.",1,0,0,0
102,"crap! waste money poor",1,-0.4,-1,-0.831
103,"receive wrong item",1,-0.4,-1,-0.477
104,"well, bad experience item. case, wok 3 months, erratic perfomance. mommnet take decisition: use anymore.",1,-0.6,-0.333,-0.34
105,"turn knowledge meet advertise info",1,0,1,0
106,"appoint. wedding month. arrive love kept box. just open try dress back heel color look cheap. try turn beyond window. receive look color - appear just months leather turn yellow look terrible. sell!",1,0,0.5,0.338
107,"battery hold charge, work. turn fund",1,0,-1,0
108,"quite appoint staple work staple although code match. original staple staple purchase uline code match staple work. amazon cheap work, cheap!",1,0,1,0.509
109,"taste like toothpaste. leave weird feel.",1,-0.067,0,0.153
110,"safe use jack slick snot",1,0.3,1,0.44
111,"useless; connect middle strap hold",1,-0.4,0,-0.421
112,"bottle useless. well anything valve open way. real appoint.",1,-0.4,0.333,-0.178
113,"three leak cap screw bottle - appoint...",1,-0.2,-1,-0.421
114,"own clip year, most sitting draw. thought found issue faulty equipment always clip cause false posit. one word - garbage.",1,0,-1,-0.318
115,"horrible, clamp even crimp wire. solder clamp wire make useable.",1,-0.6,-1,-0.542
116,"order clear got frost. left convo response. happy.",1,0.4,1,0.743
117,"cheap",1,0,1,0
118,"read view buy. clear. milky white translucent work apply. need clear sheet,.",1,0.2,0,0.637
119,"rate one ( ) simply assemble idea work. nthat fortunate,, old model vac great. taken item vac. pair assemble. infor web site.",1,0.5,1,0.791
120,"hard close close good. made thick.",1,0.2,0,0.361
121,"make sure right jack go make difference. base small fit forget.",1,0,0.333,0.44
122,"base bare work first got now work.",1,0,-1,0
123,"tle - 6ex 4 - c cell size maglight.... fit flashlight advertise..... put maglight 4 - d cell work..... c size.",1,0.2,1,0.361
124,"bend work correct, even sucure got lowes.",1,0,1,0
125,"perform hop",1,0,0,0
126,"foam sleeve fit filter. several attempt made. sleeve tore thrown away. big -.",1,0.2,1,0.361
127,"difficult use. strap hurt neck.",1,-0.3,-1,-0.71
128,"fit .5 hose",1,0.2,1,0.361
129,"new style mig - lite. metal cap small l. lucky old one sitting around. work old large bulb.",1,0.6,1,0.7
130,"though look neat someone obvious spent money make, good whatsoever. purchase / 4 ferrite re",1,0.6,1,0.71
131,"thought just scissor can go wrong right. cut, edge grab try cut scissor get stuck edge cutting edge, soft metal poor finish. waste $",1,-0.286,-0.333,-0.929
132,"late livery, expensive open package ( said 'new' ). nbad retailer. never buy anything.",1,0,1,0
133,"port leak, bottle seal leak. 3 made mess everytime use. commend.",1,-0.1,-0.5,-0.527
134,"late turn. power button flaw. hold make work",1,0,-1,0
135,"suit e clip mount exist sink. epoxy drip stud thread prevent w nut thread. need cover stud mask tape.",1,-0.2,-1,0.026
136,"quick connector good, check size regular pipe size. n3 / 8 usual. high commend check pipe size order, summary: care purchase, unixreviewtime: 1375056000 } { overall: 5.0, verify: true, reviewtime: 07 16",1,0.45,1,0.896
137,"every ref scalpel ( note, singular scalpel actual receive ), reference though plural. word scalpel handle item title, given picture two scalpel handle main photographic presentation.",1,0,1,0
138,"vacuum worths machine",1,0,0,0
139,"use mini floor scrubber live room floor half way stopped work. handle short, it light good floor",1,0.2,1,0.25
140,"pump two day became noisy. road 500 mile home choice visit local auto store place. happy travel.",1,0.2,1,0.459
141,"the fell apart just taking package. sell great made the right perhaps nice one.",1,0.6,1,0.785
142,"30 year never garbage. doz time drywall drive stripped head box screw, two brand screw happen. either grip - rite gone new cheap chinese factory, counterfeit. complete waste money, brought job site complete halt. better running screw.",1,0.1,-0.5,-0.273
143,"one tube, ridiculous! sell around $6 lowe's.",1,-0.6,-1,-0.42
144,"mention leaky?",1,0,-1,0
145,"part; stop work one use",1,-0.2,0,-0.296
146,"much small, power, - switch. say get hot shut cool. maybe child play mom",1,0.2,0,0.572
147,"order clean base amazon view. know everyone else expect it like, great appoint. get anything clean sent back fund. believe need purchase high dollar ( $350 + ) steam order level clean steam claim work effective.",1,0.433,1,0.955
148,"/ 4 ch standard pegboard lot stuff. thought great idea, something place little piece tape hold hook etc place. wrong. stay hole length, get stay briefly pop bump board tool. good the cost 5+ dollar.",1,0.267,0.333,0.599
149,"put stock duct, result subject... way real standardize take measurement? waste money, find different way measure result? personal, able consistent read result degree certainty. n (. e.... see change numb know lost fat, just took good read? )",1,-0.1,-0.2,-0.484
150,"strip broken box. pain,,",1,-0.3,-1,-0.751
151,"terrible!",1,-0.6,-1,-0.525
152,"last less year panasonic custom service terrible. never panasonic.",1,-0.6,-1,-0.477
153,"worth! complete usesless hold anything peg board! want one actual came board.",1,0.3,1,0.418
154,"wrong name, plain needle hold",1,-0.4,-1,-0.477
155,"stainless",1,0,0,0
156,"work. put outside stake light socket stay. try inside work either. dim daytime go. stay bright outside daytime. end buy outside stake light built sensor seem work. waste money one.",1,0,-0.333,0.026
157,"pegboard fastener flimsy, lock tight, come pegboard easily. commend buy. n recent package various pegboard hook fastener include fastener sturdy lock held. way can get pop screwdriver, way work.",1,0.4,0.5,0.681
158,"fit pegboard. know pegboard, weird, style. peg lock, work just. need. 25, maybe. 33, inch deep, ' click ' place.,",1,-0.1,0,0.202
159,"need handle fit numb 11 blade. item work therefore complete useless. now case blade handle fit..... great appoint.",1,0.08,0.2,0.599
160,"order item 4 day ago still shipped. know go never take long....",1,0,0,0
161,"damn the try glue faux diamond glass!..",1,-0.3,-1,-0.151
162,"gotten several rigid shopvac brand brick mortar store. literal fit nothing. large size diameter exact size large dust port bosch t saw cable porter bench sand. flip none size fit hand small tool like / 4in port mite saw, belt sand. nni'm real annoy waste money two. made dust collection system ( got tire wheel vac around host way money real system ) use rubber fitting plumb section instead. way actual tight hose clamp adjust fit hose dust port, also - 5$ piece instead 8 - 13$.",1,0.067,0.111,-0.533
163,"shoppe item, description clear state 3 pack, one sent, contact custom service send another one, still one short three pack. contact custom service told one item description. go play game believe switch, think cancel account.",1,0,0,0.459
164,"handle short average size person use comfortably. maybe longer arm?",1,0,1,0.421
165,"< data - hook= - link - linked class= - link - normal href= / dap - 18324 - 10 - - oz - seal - n - peel - caulk / dp / b0002yvnoq / ref=cm _ cr _ arp _ d _ rvw _ txt? ie=utf8>dap 18324 10. oz seal 'n peel caulk< / > & nbsp; follow instruction tube, adhere window frame.",1,0,1,0
166,"view said good, try worthless. want clean grill work, good tile grout wall floor, counter. turn first try.",1,0.28,0.5,0.71
167,"work poor",1,-0.4,-1,-0.477
168,"never use got turn seem work went use, work contact sell never got response.. waste money..",1,-0.2,-1,0.325
169,"purchase test circuit. instead test lead receive junk! non wire end crimp solder test clip! strip end wire, bend expose wire push bare crimp test clip end! wire gauge kind current produce high resistance! high resistance make tact test clip total fail! decent wire solder / crimp end get work. also rate wire test clip boot! use ac high voltage! can pretty much toss everything except test clip! expensive test clip!! better avenue bulk box clip, wire, build cable! please!",1,0.1,0,0.821
170,"vacuum suck. worth money... make wood floor shine. piece junk. 've believe bad view. definite commend.",1,-0.1,-0.2,-0.128
171,"work pair project.",1,0,0,0
172,"30 year use original, one uncomfortable wide. order original stopped make. see next view.",1,-0.3,-1,0.026
173,"still use antenna receive air local broadcast. lost signal complete hook, even try adjust knob. appoint.",1,-0.6,-1,-0.318
174,"gadget stink. work. suppose turn dusk dawn., forget. never turn. even call company made rather import china. advise folk waste y money. bad the 5!!!",1,-0.333,-1,-0.895
175,"around probe large fit far enough receptacle. turn probe",1,0.2,1,0.361
176,"one 5 year ago. sat shelf use lightly doz time. turn today buzz second quit. ni took apart... clean inside. blade turn easily. check electrical connection. just run. ni send pair. doubt shipping pair cost worth. ni commend.",1,0.25,0.6,0.751
177,"rochester midland - sierra soft - thin call; till fix description",1,0,0,0
178,"bad good dang suck never ever",1,-0.2,-0.333,-0.542
179,"made mistake purchase travel purpose. try two hotel room just work. fact, even slow door open. bright point look cool.",1,0,0.333,0.421
180,"trigger work several use. better local dollar store.",1,0.4,1,0.44
181,"absolute terrible. worse use appliance dolly lift hand. exact matched strength height, real nothing injure.",1,-0.267,-0.5,0.052
182,"even get feet went size shoe size. total waste money. plan send back",1,-0.2,-1,-0.475
183,"receive nozzle 3 bottle.",1,0,0,0
184,"waste money.",1,-0.2,-1,-0.421
185,"item need complete design. first, lightweight! need something cause bear floor. otherwise just glide across floor like feather dust. pressure. need. apply pressure. probably get kid stand try clean floor,. turn.",1,0.1,1,0.271
186,"set near quick say. try mix multiple time case proportion, kind mess however.",1,0,-1,0.226
187,"stuff expect amaze result. follow instruction t. even run 30 - 06 shell die maybe got bad can know happy especial cost.",1,-0.05,-0.2,-0.052
188,"stop squeak 1940's san francisco home. screw snap. drill several 3 / 32 pilot hole floor. squeak screw keep spinning without snapping. nni email company ( person ), got ply back. nnnow stuck screw hole floor. nnitems use: n - electrical drilln - 3 / 32 drill bitn - squeak joist screwsn - snap fixturen - square head drive bit",1,-0.3,-1,-0.66
189,"take extension cord careful split wire clamp one side. pay $15...",1,0.1,1,0.052
190,"every bottle leak screw top. purchase.",1,0.1,-1,-0.25
191,", item said pack 5",1,0,0,0
192,"fit air conditioner compressor drain outside, either circumference ( drain small small sett ), work inside go far enough get past another tube clear content compressor drain sire.",1,0.2,1,0.625
193,"sure can use without gas leak. thread bad damage. soft metal control process absent. commend try brand less frustrate.",1,-0.28,-0.667,-0.489
194,"it true china junk. it describe six ch duct measure 5-3 / 4. lable even point right direction air flow. it sound like freight train come duct. commend it anyone., summary: china junk, unixreviewtime: 1360108800 } { overall: .0, verify: true, reviewtime: 02 3",1,0.44,0.5,0.875
195,"although appearred right control skillet, probe able connct. seem large insert complete afraid try force. probe seem long. appoint able use 25 year old skillet still good condition otherwise.",1,0.1,0.333,0.44
196,"seem like nice material shipped quick open. problem turn.",1,0.2,0.5,0.382
197,"half continuity clip clamp onto insulate, also wire thin slight pull break wire inside insulate. absolute junk",1,0,-0.5,0
198,"work purpose. thought dry become sup hard. actual still bend.",1,-0.2,0,-0.103
199,"cap stay!",1,0,0,0
200,"picture wrong. white. cream jus plain old mask tape. amazon need place image.",1,-0.4,0,-0.34
201,"pegboard kit peg lock similar much high. poor job keep peg usual pull peg. cold garage frequent break. sell expect much much better. love idea big appoint search effect way keep darn peg continue.",2,0.2,-0.2,0.612
202,"maybe right reason. significant less big retailer think amazon shipping speed superb. however, shipping small heavy item like box 3000 staple, need little care taken package handle. ni basically receive shipping box doz loose broken strip staple. 3 bostitch box ( 9000 staple ) broke open torn piece loose broken strip inside shipping box. make load staple bit hassle strip full. although staple yet arrive, suspect pile broken usable partial strip finish staple floor.",2,-0.031,-0.067,-0.784
203,"work iclicker system. try everything university connecticut avail.",2,0,0,0
204,"sprayer leak use.",2,-0.2,-1,-0.34
205,"order wrong set turn correct one /",2,-0.4,0,-0.477
206,"wire 4 real work. werent good other simply, ok. dont reccomend desperate g try",2,0,0.333,0.24
207,"seem underpowered wore quick. can get cheap battery power toothbrush spin better wear fast. vice now sink next need clean grout.... order.",2,0.4,0.2,0.681
208,"description say / 4 however",2,0,0,0
209,"use glue picture mislead actual tiny amount",2,0,0,0
210,"awful terrible try balance something heavy thin strap",2,-0.6,-0.5,-0.727
211,"screw good senco screwgun need help.... push screw floor ok, push screw vertical wall hate",2,0.133,-0.143,0.273
212,"know two cable melt - short. wrong connect. think cable bit heavy. end use cable.",2,-0.4,-0.333,-0.477
213,"idea purpose brilliant. getting function proper though tough. particular one seem defect one side since always slip - - whatever try try lot! basically useless, turn.",2,-0.067,-0.2,-0.294
214,"b thermal paste worth search b.",2,0.4,1,0.226
215,"spring toggle inferior easily close press hand poor",2,-0.4,-0.333,-0.052
216,"cheap, necessarily bad value, long need something better. read view buy appoint find two major issue: nn1 ) clip cover slippery real use without move cover complete. n2 ) gauge tiny even short length bare foot result .8 ohm resistance. absolute useless anything need carry current ( even amp voltage already .6 v less source lose .8 v end ). resistance measurement add total .6 ohm total measurement use connect something mete. good measure voltage tiny measurement current mete use. use anywhere else circuit keep mind just add .8 ohm resistor whether want one. nnconclusion: worth cheap. clip without wire crimp / solder wire.",2,0.1,0.091,0.173
217,"impossible get satisfy, feel underpowered.",2,0,0,0.459
218,"mother use cream every day. say b!",2,0,0,0
219,"care. make hard wood floor shine. even use bona floor clean. pad vibrate like go come.",2,0.25,0.5,0.791
220,"just like other found, anything plugged splitter's receptacle bare stay fall slight vocation. also, opposite true end - - ground prong way tight receptacle.",2,0.4,0,0.649
221,"ye, receive thank, satisfy clean well",2,0.4,1,0.852
222,"almost worthless go oak. bit line perfect strip. tight spot got use right angle drill 3 / ch bit hard bear screw without strip. much better head star pattern grk head. coarse square drive head work great pine. pro cabinet build need screw creep oak tight without putt lot pressure bit.",2,0.133,-0.2,0.538
223,"make can dangerous tool safe, especial trail. use yet, glad just case. nnrevised view - caution use soft earth situate spread footprint. provide stable base hi - lift hard ground.",2,0.25,0.333,0.557
224,"description item state emboss measurement visibility - receive cup, measurement almost impossible see. way see turn cup various directions relate light source, course try measure liquid, something good idea ( unless want spill place ). make cup useless purpose.",2,0.133,-0.5,0.103
225,"thought item easy use belt keep slipping loop even place correct. even though strong belt, slip underneath item fair easily. find another, one",2,0.333,1,0.872
226,"order one, bright white light. base order second one, exact model sell dull yellow. happy second bulb.",2,0.133,0.333,0.599
227,"obvious made somewhere assurance real high priority. set came bent tip, make first lock position ( two ) reliable - open whenever decide. lock secure second position, pend got jaw, might feasible. nnthese might useful stone set keep burn finger, anything invasive require precise, look elsewhere.",2,0.4,0.556,0.772
228,"nice idea work well. heavy enough actual clean brush stopped spinning almost instant. sent back.",2,0.267,0.6,0.691
229,"done search. way price. cost much gun use.",2,-0.2,0,-0.34
230,"show day dlp chip arrive - - absolute now explanation need use. nothing onyou tube explain either suggest dlp chip.",2,0,0,0
231,"solute move prepac mate storage b wall. work... kept fall. probably gotten bolt caste particular apply. incidental, swivel, contrary description.",2,0,-0.333,0
232,"scrub good hop figure change brush polish",2,0.6,1,0.44
233,"maybe expectation small machine high. real get tile grout one view say. it light press brush get grout.",2,0,0,0
234,"life, figure high rate. nnyes, metal can. ye, construct well. handle mechanism awkward difficult use. mention spill gas ridiculous contraption put lawnmower tank. know mechanism response screwy, overbear govern regulations, surprise. nnsave headache... go local flea market old metal can still work way. nnthis certain high, commend anyone base work ( ). just goofy.",2,-0.12,-0.333,0.052
235,"post pull, thought bottom pull, ad said also pull, fit pull. take turn.",2,0.2,1,0.361
236,"junk.",2,0,-1,0
237,"great. difficult actual put mist without large droplet getting spray.",2,0.2,0,0.382
238,"close way.",2,0,0,0
239,"work well, light weight.",2,0,1,0.273
240,"many discussion rubbermaid told lid order.... course amazon. order one big. expensive turn. even though numb lid still wrong one. sure measure out edge trash can. lid ( 3 ) rubbermaid brute can crack fall apart. can great lid. happy still little large. dog want one lock like old dome lid.",2,0.2,0.143,0.833
241,"fact instruction one, silly, much effort take put simple single instruction sheet?",2,-0.2,1,0.026
242,"surprise fit tight hose. need use duct tape keep hose connect together.",2,0.2,1,0.557
243,"drop bottle! first one use got dropped almost immediate fill, collar neck bottle shatter. look something better next.",2,0.1,0,0.271
244,"thread part screw sump pump crack broke away form re part. water gush part sump pump ran. realize happen pump kept go. go item might well one.....",2,-0.2,-0.333,-0.273
245,"try use these lead meant low voltage delicate work. broken trash. expect. company shipped fast everything ok.",2,-0.2,0.333,-0.382
246,"great concept useful, one harness consistent slipped. house move, cover defect day - complete waste money.",2,0.05,0.333,0.421
247,"rubber / break easily",2,0,1,0.34
248,"handle cheap. happy",2,0.6,1,0.572
249,"wire attach well clip. ok, many change resistance considerably wiggle. also note wire magnetic, even current passe. must made iron!",2,0,0.5,0.585
250,"dry well. got glue finger letting glue set 15 minute.",2,0,1,0.273
251,"item fit electric fry pan turn.",2,0.2,1,0.361
252,"coarse texture capture dust. waste money. live learn...",2,-0.2,-0.333,-0.421
253,"still try get floor clean. machine light, bad. maybe use wrong clean. try mr. clean pine sol. done try.",2,0.04,0.2,0.128
254,"guess ok. suppose new the open look though perhaps use. light job.",2,0,1,0.34
255,"weak suction commercial vaccum. appoint.",2,-0.4,-1,-0.44
256,"low, useful break immediate.",2,0.4,1,0.202
257,"watch! use floor installation, lubricate oil inside pole leak, goes straight middle foot pad, leave oil spot floor. excuse. figure happen right away, mess floor. also, get maximum tense; stop push due certain psi resistance, may adequate job. overall, invaluable tool - tuning floor stall, just make sure place another piece wood foot! happy, expensive installation finished white ask. deal obvious engineer flaw.",2,-0.073,0,0.315
258,"may charge incorrect - stay charge. like. better one.",2,0.4,-0.2,0.66
259,"good glue",2,0.6,1,0.44
260,"change past year thick better paper towel. order.",2,0.4,1,0.44
261,"vice hop amplify weak fm signal strong background noice. hook. see anything change. waste money.",2,-0.067,-0.2,-0.34
262,"use the t saw align. although 10 months, use 4 - 5 time broke. pin screw plunge hold spring tense plunge. pin shear plunge. addition, screw back plate kept come loose wobbly mount magnetic base. nni thought buy another cheap chinese place found one similar turlen brand. read view, came across someone experience exact problem, guess basically made factory just carry different name. nnif need dial indicator quick, one - project, commend go ultra - cheap, like one find harbor freight. otherwise, can find use starrets brand name can serviced last lifetime. get pay guess.....",2,-0.143,-0.111,-0.718
263,"b bulkhead fitting diy'er. real problem getting water stop use 55 gal. drum. just tight enough.",2,-0.3,-1,-0.599
