"id","text","rating","afinn","lsd","vader"
41," exel composites ,  technology   designs , manufactures ,  markets composite profiles  tubes  various industrial applications , reports    decreased  0.6 %   second quarter  2010   19.2    19.3    corresponding period   .",-1,0,0,0
42," personnel reductions  primarily affect  working   parent    diagnostics    production  logistics   liquid handling  .",-1,0,0,0
43," scanfil ,  contract manufacturer  systems supplier  communication  industrial electronics reports     108.7    first half  2008 ,    111.1   year earlier .",-1,0,0,0
44," steelmaker said   drop    explained   continuing economic uncertainty , mixed   current drought  bank lending , resulting   decline  demand   products  customers find  increasingly difficult  fund operations .",-1,-0.2,-1,-0.758
45,"orion 's     third quarter  2007 decreased  36.5 mln euro ( $ 52.1 mln )  40.3 mln euro ( $ 57.5 mln )  year earlier .",-1,0,0,0
46," fair value    's investment properties went   eur2 .769 bn   end  september   eur2 .878 bn  year earlier .",-1,0.4,1,0.572
47,"  building  home improvement trade ,   totalled  1,173  ,    1,566   year earlier .",-1,0.4,1,0.459
48," 1.33 pm ,  omx helsinki 25  0.30 pct lower  2,463.67   omx helsinki   0.37 pct  8,537.42  volume  256 mln  .",-1,0,0,-0.296
49,"however ,  growth margin slowed  due   financial crisis .",-1,-0.1,-1,-0.361
50,"  expects      whole   remain   2008 level .",-1,0,0,0
51,"  result   negotiations    decided  make 45 people redundant  financial  production grounds .",-1,0,-1,0
52,"due  market conditions ,    also temporarily lay   3,200 people  different sites .",-1,0,0,0
53," electronics contract manufacturer scanfil      52.2    first quarter  2007 ,    60.1   year  .",-1,0,0,0
54," m-real 's kyro mill  starting negotiations  cut staff .",-1,-0.2,0,-0.273
55,"finnair 's total traffic decreased  8.7 %  terms  revenue passenger kilometres .",-1,0,0,0
56,"  baltic countries ,  fell  42.6 % .",-1,0,0,0
57,"according    , staff   laid  temporarily  necessary .",-1,0,0,0
58," q1   ,   's result  taxes  continuing operations , excluding non-recurring items , totalled  -0.4  , compared   -0.1    corresponding period  2008 .",-1,0,-1,0
59," seawind   en route    port  turku  stockholm got stuck  ice already around 4 p.m.  wednesday   regal star 's journey   swedish port  kapellskar  paldiski  northwestern estonia  cut short  2 .m.  thursday .",-1,-0.3,0,-0.477
60,"`` uncommonly weak snow conditions  nearly every market  affected  first quarter result , '' chief executive roger talermo said .",-1,-0.3,-1,-0.542
61,"comparable operating  totaled  4.7  ,    5.1    corresponding period  2005 , representing 7.4 %    .",-1,0,0,0
62,"  ferries  run  trouble just outside  stockholm archipelago , made     20,000 islands .",-1,-0.4,-1,-0.402
63,"shares  royal  sun alliance continued  slide back   12-month high  172p last month ,   potential suitor ruled     takeover bid .",-1,0.2,1,0.296
64,"operating loss totaled  25mn compared      63mn   corresponding period  2005 .",-1,-0.6,-1,-0.318
65,"paper companies   negative territories ,  stora enso r shedding 1.62 pct  12.73  , upm-kymmene  0.80 pct  18.64   m-real b 0.18 pct lower  5.57  .",-1,-0.4,-1,-0.71
66," baltimore police  fire pension ,    $ 1.5 billion , lost  $ 3.5   madoff ponzi scheme .",-1,-0.5,-1,-0.572
67,"``  cut  frequency  new york last year ,  explains  fall , ''  said .",-1,-0.2,0,-0.273
68,"operating    12-month period decreased  eur157 .5 m ,    increased  eur634 .3 m ,  compared  2007 .",-1,0.2,0,0.273
69," omx helsinki index   0.34 pct  8,256.02  turnover  813.191 mln  .",-1,0,0,0
70," eu commission said earlier   fined thyssenkrupp , united technologies corp 's otis , schindler ag  kone oyj  total  992.3 mln   alleged cartel activity   lift market going back twelve years .",-1,0.2,0,0.421
71,"kone said  court papers   union action delayed repairs  elevators   federal courthouse  jan. 21   saltonstall state office building  jan. 23 .",-1,-0.2,0,-0.226
72," one dark spot   horizon , however ,    's performance    bottled water market .",-1,0,-1,0
73," cash flow  operating activities   negative  3.1  , compared   23.3    corresponding period   .",-1,-0.4,-1,-0.572
74,"benefon 's target   lay  temporarily  permanently   20 %   salo plant 's staff .",-1,0,0,0
75," software  hardware developer elektrobit oyj hel : ebg1v ,  eb , said today   temporarily lay    200 people   maximum  90 day   , aiming  achieve cost savings   1.7  usd 2m   second half  2010 .",-1,0,1,0
76,"operating  totalled  1.22  ,    3.56    first quarter  2008 .",-1,0,0,0
77,"pretax  decreased   33.8    40.8    fourth quarter  2005 .",-1,0,0,0
78,"seven-month   ragutis ,   controlled    brewery olvi , declined  11.2 percent ,  15.41  liters ,    held 9.89 percent   market .",-1,0,0,0
79," survey conducted  taloustutkimus  sampo life shows  companies  badly prepared  losing key staff members .",-1,-0.333,-1,-0.586
80,"operating  decreased  nearly  1.7  , however .",-1,0,0,0
81,"also  city 's insurance  ,  p & c insurance ,  said    pay compensation .",-1,-0.2,1,-0.103
82,"  web user clicks   link contained   mail ,  finds    bogus site  imitates    bank ,   retrieves  personal banking data .",-1,0,-1,0
83,"`` however ,  rapidly increasing costs   strengthening   euro  challenging   whole industry ,   impacted   results . ''",-1,0.4,0,0.586
84,"jp morgan expects  scala  lower nobel biocare 's growth forecast  2007   current guidance  23-25 pct ,  well   operating margin target   current 34-35 pct .",-1,0.4,1,0.511
85,"  growth rate , paying   national debt   extremely painful .",-1,0,-1,-0.475
86,"    sanoma learning & literature ,   media group sanoma , decreased  3.6 %  january-june  totalling  162.8  ,    168.8    corresponding period  2008 .",-1,0,1,0
87," total  140 jobs   reduced   raahe steel works .",-1,0,0,0
88,"kone shares dropped 4.1 percent   x20ac 43 us$ 55.77  helsinki .",-1,0.2,0,0.296
89,"-  group -“ s result  taxes   -1.9 ( -3.0 )  .",-1,0,0,0
90," developer  manufacturer  mobile phone chargers salcomp plc omx helsinki : sal1v  wednesday 19 november lowered  full-year   estimate .",-1,0,-1,-0.128
91,"  14,000 customers  left powerless .",-1,-0.4,-1,-0.494
92,"chief executive officer olli-pekka kallasvuo 's changes  tuesday mark  third time  nine months    reshuffled executives  operations  nokia loses ground  apple 's iphone  rim 's blackberry .",-1,0,-1,-0.318
93,"however ,   saw      third quarter    1.4    1.5    corresponding period   .",-1,0,0,0
94,"   decreased   49.8    59.9  .",-1,0,0,0
95,"operating loss totaled  0.3  compared      2.2    corresponding period  2007 .",-1,-0.6,-1,-0.318
96," communication electronics components supplier scanfil oyj tuesday said    first half  2006   15 % lower     period  year ago .",-1,0,0,-0.296
97," waste management  cleaning group lassila & tikanoja oyj ( l&t )   went   32.2 mln euro ( $ 47.7 mln )  2007  35.3 mln euro ( $ 52.3 mln )  2006 .",-1,-0.2,0,-0.421
98,"konecranes oyj kcr1v fh fell 5.5 percent  20.51 euros ,  biggest fall since june .",-1,0,0,0
99," top   ,  us commerce department published worse--expected construction spending figures  november .",-1,-0.1,-1,0.202
100,"operating  margin  8.3 % , compared  11.8 %  year earlier .",-1,0,0,0
101,"applying  summer work  seen  laborious  stressful .",-1,0,-1,-0.511
102,"( adp news ) - jan 22 ,  -  mobile phones maker nokia oyj ( omx : nok1v ) said today  operating  decreased   5 billion ( usd 6.5 bn )  2008   8 billion  2007 .",-1,0,0,0
103,"therefore ,   's 2005 result  remain weaker    2004 .",-1,0,-1,-0.44
104,"operating  fell   15.1    24.6   2006 .",-1,0,0,0
105,"scanfil ,  systems supplier  contract manufacturer   communications sector ,  give notice  20 productional employees ,  temporarily lay  15 employees    's plant  sievi ,   .",-1,0,0,0
106,"( adp news ) - feb 11 ,  -  wood products technology supplier raute oyj ( hel : rutav ) said today    decreased   4.7  ( usd 6.1 m )  2008   6.6   2007 .",-1,0,0,0
107," employment contracts  14   employees  end  march    result    's previous employer-employee talks .",-1,0,0,0
108,"( adp news ) - feb 4 ,  -  broadband data communication systems  solutions  teleste oyj ( hel : tlt1v ) said today    decreased   5.5  ( usd 7.2 m )  2008   9.4   200",-1,0.2,0,0.178
109," number  salaried employees  group administration employees   dismissed   sievi units  17 .",-1,0,-1,0.077
110," retail software developer aldata solution oyj reported   loss  11.7 mln euro $ 17.2 mln  2007 versus     2.5 mln euro $ 3.7 mln  2006 .",-1,-0.2,-1,0
111," staff reduction  start immediately , glaston added .",-1,0,0,0
112,"pretax loss totaled  1.2  ,       2.1   2004 .",-1,-0.6,-1,-0.318
113,"operating    lower  outlook published earlier .",-1,0,0,-0.296
114,"according  swedish authorities , traces    toxic osmium tetroxide   found   coast  per+æmeri ,  northernmost part   gulf  bothnia .",-1,0,-1,0
115," announcement pushed freenet shares  6.3 % ,  eur0 .71 ,  frankfurt trade  eur10 .65  investors gave  hope united internet ag  drillisch  pursue   takeover  breakup  freenet .",-1,0.267,0.333,0.785
116," elcoteq group recently announced   last three months   previous year brought    major loss    half  billion kroons (  32 mln )   fifth quarter running .",-1,-0.6,-1,-0.38
117,"operating  fell   38.1    55.3   2007 .",-1,0,0,0
118,"talentum 's    september  smaller  expected .",-1,0,1,0
119," addition ,   29 employees can  laid    notice   whole workforce can  laid   short periods  needed .",-1,0,0,0
120,"    three months  march 31 fell  (  x20ac ) 103  ( us$ 165  )  (  x20ac ) 131   year earlier ,    said .",-1,0,0,0
121,"  result   negotiations ,    terminate total 5 employment contracts .",-1,0,0,0
122,"``  see   market continues   tight  magazine papers ,   target   close  deals   end   year . ''",-1,0,0,0
123,"operating  totalled  9.0  ,    9.7    first half  2008 .",-1,0,0,0
124," administrators  indicated  need  900 job cuts   irish insurer   next 15 months .",-1,-0.2,0,-0.296
125,"elisa ceo sami seppanen said emt 's slogan `` best coverage across estonia '' clearly gives misleading information  consumers .",-1,0.067,0,0.637
126,"operating  totalled  9.6  ,    42.0   year  .",-1,0,0,0
127,"operating  fell   23.26    32.86  .",-1,0,0,0
128,"18 march 2010  leakage   gypsum pond  detected today   talvivaara mine .",-1,0,-1,0
129,"  separate announcement   helsinki stock exchange , atria revealed    's third quarter profits declined  eur13 .9 m   third quarter  last year  eur12 .7 m   year 's q3 .",-1,0,0,0.44
130," announcement comes two weeks   key licensing agreement expires    two companies   embroiled   disagreement  royalty payments  texas instrument chips  use qualcomm-patented technology .",-1,0.2,0,0.178
131,"l&t 's     whole 2010 dropped   36    45    .",-1,0,0,0
132," 3 february 2010 - -based steel maker rautaruukki oyj ( hel : rtrks ) ,  ruukki , said today  slipped   larger--expected pretax loss  eur46m   fourth quarter     year-earlier   eur45m .",-1,-0.6,-1,-0.318
133,"20 october 2010 -  environmental management  lassila & tikanoja oyj hel : lat1v ,  l&t , said monday  expects  operating  , excluding non-recurring items ,   whole 2010   slightly lower    .",-1,0,-1,-0.228
134,"consolidated operating   continuing operations decreased  62.3 %   51.2    135.7   2007 .",-1,0,1,0
135,"operating  fell   20.3    74.2    second quarter  2008 .",-1,0,0,0
136,"stora enso oyj said  second-quarter result  fall  half compared    period  2007 .",-1,0,0,0
137,"diluted earnings per share ( eps ) fell   0.63   1.71 .",-1,0.2,0,0.296
138," omx helsinki index  0.33 pct lower  9,364.80 ,   omx helsinki cap portfolio index   0.34 pct  5,029.25 .",-1,0,0,-0.296
139," pulp production   kemij+ærvi  also  liquidated   1,100 employees loose  jobs .",-1,-0.6,0,-0.318
140,"  , metal sector  componenta  laying  temporarily  staff   pori mill  christmas 2008 till 6 january  .",-1,0,0,0
141,"`` capital expenditure  energy efficiency  unfortunately fallen along   decline   economy .",-1,-0.4,-0.333,-0.077
142,"   unit slumped last year   industry  hit  poor snowfall   major resorts   winter  2006-07 .",-1,-0.4,-1,-0.477
143,"agricultural newspaper maaseudun tulevaisuus  318,000 readers , representing  decrease  6 % .",-1,0,0,0
144,"upm said  move  lower     x20ac 385  us$ 520    second quarter , mainly due  impairment charges .",-1,-0.4,-1,-0.511
145,"earnings per share eps  2005 decreased  eur0 .66  eur1 .15  2004 .",-1,0.2,0,0.296
146,"pretax  totaled  4.9  compared   5.2    first quarter  2005 .",-1,0,0,0
147," present ,  trade mark pit-produkt  little-known outside  north-west  russia .",-1,0,0,0
148,"metso foundries jyvaskyla , inc.  begin personnel negotiations  temporary lay-offs  personnel reductions  jyvaskyla ,  .",-1,0,0,0
149,"metso estimates  need  personnel reductions  amount  25 people .",-1,0,0,0
150,"london marketwatch -- share prices ended lower  london monday   rebound  bank stocks failed  offset broader weakness   ftse 100 .",-1,-0.2,-1,-0.727
151,"copper , lead  nickel also dropped ... hbos ( hbos ) plummeted 20 %  70.3 pence  saying  year+ˆ ??",-1,0,0,0
152,"operating    three-month period decreased  eur1 .65 m    increased  eur14 .6 m ,  compared   corresponding period  2005 .",-1,0.2,0,0.273
153,"commission income decreased   3.8  , compared   4.6    third quarter  2007 .",-1,0,0,0
154,"  taxes decreased  9 %   187.8    first nine months  2008 , compared   207.1   year earlier .",-1,0,0,0
155," meat  atria can  longer promise  sufficient amount  domestic beef   customers .",-1,0.2,1,0.318
156,"cash flow  operations  january-december 2008   negative  18.1  compared   39.0    corresponding period  2007 .",-1,-0.4,-1,-0.572
157,"dealers said  share  largely hit  investor disappointment   refining margin  just 9.48 usd per barrel   quarter   performance   shipping unit ,  saw ebit drop  5 mln   20 mln   year amid  fall  volumes  tanker rates .",-1,-0.133,-1,-0.494
158," july-september  , konecranes '  decreased   368.7    520.4   july-september 2008 .",-1,0,0,0
159,"operating  , excluding non-recurring items , totalled  1.0  ,    1.6  .",-1,0,-1,0
160,"operating    1.6   2005 compared   5.9   2004 .",-1,0,0,0
161,"earnings per share ( eps )  2005 decreased  eur1 .87  eur1 .89  2003 .",-1,0.2,0,0.296
162,"coca-cola   market leader  manufacturers   market share  36.9 % ,  2.2 %   corresponding period  2004-2005 .",-1,0.2,0,0.296
163,"kiosk  cinema operations  suffered ,  particular .",-1,0,-1,-0.494
164,"last year , 8.3  passengers flew  airline ,  4 percent  2007 .",-1,0,0,0
165,"-based stockmann group  closed seven franchising sports stores nike  russia .",-1,0,0,0
166,"55 workers  +_m+_l   affected   close- .",-1,-0.2,-1,-0.153
167,"operating    fourth quarter fell  eur33m  eur39m  year earlier .",-1,0,0,0
168,"-swedish stora enso   understand  decision issued   federal judge  brazil concerning stora enso 's associated pulp  veracel .",-1,0,1,0
169,"operating profits   half   0.8 m ,    0.9 m  glisten invested   brand   management team .",-1,0,1,0.44
170,"swedbank 's shares   hardest hit   swedish banks   ongoing international financial crisis .",-1,-0.2,-1,-0.44
171," first ship   delayed   estimated   completed  spring 2010 .",-1,-0.2,-1,-0.226
172," soapstone processing  fireplaces maker tulikivi oyj said  february 26 , 2007   cut less  20 jobs   fireplace  organization , production facilities   subsidiary kermansavi oy .",-1,-0.2,0,-0.273
173," acquisition  +_landsbanken sverige   burdened  performance   3.0  .",-1,-0.4,-1,-0.402
174,"pretax  decreased  37 %   193.1    305.6  .",-1,0,0,0
175," terms   aforementioned funding  considerably   bank 's current cds levels   market    maturity ranging  1  7.5 years .",-1,0,1,0
176,"   period totalled  0.8  ,    1.1    corresponding period  2008 .",-1,0,0,0
177," suominen flexible packaging  cutting 48 jobs   unit  tampere  two  nastola ,   .",-1,-0.2,-0.5,0.103
178,"upm stock fell 3 percent  euro 12.49 $ 17.24  early afternoon trading  helsinki .",-1,0,0,0
179," air traffic      stoppage since  .",-1,0,0,0
180,"    financial year 2006  expected  amount   eur20m   operating result ebit  expected    loss ,  announced  .",-1,-0.6,-1,-0.318
181,"30 november  -  office furniture maker martela oyj hel : maras said today    make redundant three people   nine   laid  permanently    's office staff  factory workers .",-1,0,-1,0
182,"earnings per share ( eps ) amounted   loss   eur0 .06 .",-1,-0.2,-1,-0.026
183,"helsinki ( afx ) - kci konecranes said  franklin resources inc 's share  voting rights    cranes  fell last week  4.65 pct    9 pct  october 2005 .",-1,0.2,1,0.296
184,"operating    six-month period decreased  eur21m ,    increased  eur436 .9 m ,  compared   corresponding period  2007 .",-1,0.2,0,0.273
185," move  triggered  weak demand  forestry equipment   uncertain market situation .",-1,-0.267,-1,-0.681
186,"  said   fall  turnover   planned .",-1,0,0,0
187,"belarus oao lidskoe pivo brewery , based   grodno region , reported  1.1 % decrease  output  1.045  decaliters  january-march 2010 ,  representative   administration    told .",-1,0,0,0
188,"result  taxes decreased  nearly  14.5  , compared  nearly  20mn   previous accounting period .",-1,0,0,0
189,"korhonen  dismissed   post  editor  chief   group 's newspaper lapin kansa  december 2008 .",-1,0,-1,0
190,"operating result   12-month period decreased     eur0 .4 m  turnover decreased  eur5 .6 m ,  compared  2004 .",-1,0,0,0
191," current lay-offs  additional   temporary lay-offs agreed  december 2008   may  .",-1,0.2,1,0.273
192," laboratory liquid handling  diagnostic test systems developer biohit oyj omx helsinki : biobv issued  tuesday 3 june   warning   financial year 2008 .",-1,-0.6,-1,-0.34
193,"capacity  ease   seikku sawmill  pori  alholma sawmill  pietarsaari  result  60 people  laid   around six weeks starting mid-may ,  said .",-1,0.4,1,0.361
194,"vaisala 's     third quarter  2007 dropped  3.0 mln euro ( $ 4.3 mln )  6.8 mln euro ( $ 9.8 mln )    period  2006 .",-1,0,0,0
195," international electronic industry  elcoteq  laid  tens  employees   tallinn facility ; contrary  earlier layoffs   contracted  ranks   office workers ,  daily postimees reported .",-1,0,-1,0
196,"operating loss totalled  3.2  , compared      7.2    third quarter  2008 .",-1,-0.6,-1,-0.318
197,"okmetic expects      first half     less   2008 .",-1,0,0,0
198,"stora enso oyj ,  largest papermaker ,  october said   close four mills .",-1,0,0,0
199,"  volume , coca-cola 's market share  decreased  2.2 %  24.2 % .",-1,0.2,0,0.296
200,"  , sampo bank , now part   danske bank group ,  lay  staff   administrative  support functions .",-1,0.4,1,0.402
201,"stores 16 march 2010 -  stationery  gift retailer tiimari hel : tii1v said yesterday    cut  total  28 jobs   units tiimari retail ltd  gallerix  ltd   result   closure  shops .",-1,0.1,1,0.202
202,"biohit said    reduce  number  leased personnel  10 ,  lay  10    personnel .",-1,0,0,0.077
203,"arcelormittal chief executive officer lakshmi mittal  already cut output   furnaces .",-1,-0.2,0,-0.273
204,"nokia s u.s. shares  3.3 percent lower  $ 12.73  1750 gmt .",-1,0.2,0,0
205,"  ,  bank  +_land reports  operating  fell   6.1    second quarter  2008   7.5    second quarter  2007 .",-1,0,0,0
206," workforce   reduced also   amsterdam office ,   netherlands .",-1,0,0,0
207,"  taxes   4.0  ,    4.9  .",-1,0,0,0
208," fair value change  investment properties   15.8  , compared   22.9    third quarter   .",-1,0.4,1,0.572
209," stock  hit    warning   rival rautaruukki oyj ( omx : rtrks ) .",-1,-0.6,-1,-0.34
210," largest restructuring  planned  italy ,  negotiations   40 job cuts    initiated today ,   noted .",-1,-0.2,0,-0.296
211,"reported operating margin   negative 5.9 % .",-1,-0.4,-1,-0.572
212," union filed  grievance    's overtime assignment policies .",-1,0,-1,-0.477
213,"full-year operating result  2008  3.6  negative .",-1,-0.4,-1,-0.572
214,"operating loss amounted   0.9    first half  2006 compared      0.5    first half  2005 .",-1,-0.6,-1,-0.318
215,"scanfil  execute  temporary lay-offs  mid-october    job cuts  march 2010 .",-1,-0.2,0,-0.296
216," forest industry group stora enso oyj issued  thursday ( 20 march )   warning   first quarter 2008 .",-1,-0.6,-1,-0.34
217,"cash flow  operations    recent quarter also reached  eight year low .",-1,0.2,0,-0.178
218,"raute reported  loss per share  eur0 .86   first half   ,  eps  eur0 .74   corresponding period  2008 .",-1,-0.2,-1,-0.402
219,"- demand  fireplace products  lower  expected , especially  germany .",-1,-0.2,0,-0.402
220,"( adpnews ) - may 4 , 2010 -  cutlery  hand tools maker fiskars oyj abp ( hel : fisas ) said today    declined   12.9  ( usd 17m )   first quarter  2010   17    correspond",-1,0,0,0.494
221," airline 's share price closed  slightly  (  x20ac ) 12.51 ( $ 15us .74 )  helsinki .",-1,0.2,0,0.296
222,"return  capital employed roce   negative 2.3 % compared  11.3 %  2007 .",-1,-0.4,-1,-0.572
223,"  also cut  price projections  paper  packaging , ''  analyst  goldman sachs said   note  monday .",-1,-0.2,0,-0.273
224,"  first half  2008 ,  bank 's operating  fell   11.8    18.9  ,   interest income increased   20.9    18.8    first half  2007 .",-1,0.2,0,0.625
225,"pharmaceuticals group orion corp reported  fall   third-quarter earnings   hit  larger expenditures  r&d  marketing .",-1,0,0,0
226," operating loss amounted   0.8  , compared      3.9   year earlier .",-1,-0.6,-1,-0.318
227,"market share decreased   route  helsinki    tallinn  estonia  0.1 percentage points  24.8 % .",-1,0.2,0,0.296
228,"raw materials prices  surged   past year , fueled  part    rapid industrialization  china , india   developing nations .",-1,0,0,0
229,"  seppala diminished  6 per cent .",-1,0,0,0
230,"profitability ( ebit % )  13.6 % , compared  14.3 %  q2  .",-1,0,0,0.273
231,"  's   taxes fell   21.1    third quarter  2008 , compared   35.8    corresponding period  2007 .",-1,0,0,0
232," bank  +_land reports operating    2.2    first quarter  2010 ,    6.3    corresponding period   .",-1,0,0,0
233,"nokia siemens networks  struggled  make     past two years .",-1,-0.4,-1,-0.34
234,"comparable operating  decreased   13.8    17.1    corresponding period  2005 .",-1,0,0,0
235," omx helsinki 25 ended 0.47 pct lower  3,150.55   omx helsinki   0.21 pct  10,736.42  1.523 bln  turnover .",-1,0,0,-0.296
236,"  media advisory ,  ntsb said   subsequent testing , ``  train detection system intermittently failed . ''",-1,-0.4,-1,-0.511
237,"operating loss totalled  4.0  , compared      8.6    second quarter  2008 .",-1,-0.6,-1,-0.318
238,"  daily kauppalehti surmises   supplier rautaruukki  raised  prices  aker 's comfort zone .",-1,0.4,1,0.361
239,"loss  financial items totalled  9.7  , compared      1.3    corresponding period  2008 .",-1,-0.6,-1,-0.318
240,"changes   market situation  tougher price competition  substantially reduced demand  bread packaging manufactured   kauhava plant , according    .",-1,0,-1,-0.02
241,"emsa deputy chairman   board juri lember told bns  wednesday     first time  heard   strike   swedish side   informed  estonian union yet .",-1,-0.2,0,-0.128
242," decision means temporary lay-offs  fixed duration    's nastola  jyvaskyla units ,  southern  central  , respectively .",-1,0,-1,0.34
243,"  said     three months   end  march slid  eur86 .4 m us$ 113.4 m  eur91 .2 m last year .",-1,0,0,0
244,"( adp news ) - jan 27 ,  -  industrial machinery  vaahto group ltd oyj ( hel : wat1s ) said today   subsidiary vaahto ltd  cut 15 jobs   .",-1,-0.2,0,-0.273
245,"operating  fell   35.4    68.8   2007 , including vessel  gain   12.3  .",-1,0.4,0,0.527
246,"tallink silja attributes  significant drop  problems   booking system   taken  operation  october ,  sale  trailer ferry ` sky wind '   route  stockholm  riga ,   won passengers   helsinki-stockholm route .",-1,0.05,0.333,0.178
247,"according  ceo matti perkonoja   parent  hkscan ,   's performance   first quarter  2010  remained clearly   level   corresponding period   .",-1,0.2,0,0.402
248,"helsinki thomson financial - shares  cargotec fell sharply  early afternoon trade   cargo handling group posted  surprise drop  april-june profits ,  overshadowed  large number  new orders received   three months .",-1,0,0,0.66
249,"earnings per share   loss  eur0 .24 .",-1,-0.2,-1,-0.026
250,"revenue  slightly  ,   x20ac 495  $ 634  , compared   x20ac 497   year earlier .",-1,0,0,0
251,"  , comptel slipped    loss  eur2 .1 m     eur6 .6 m   previous year .",-1,-0.6,-1,-0.318
252," situation  coated magazine printing paper  continue   weak .",-1,-0.4,-1,-0.44
253," financial software solutions developer basware oyj said    fell  884,000 euro ( $ 1.2 mln )   first quarter  2007  2.0 mln euro ( $ 2.7 mln )  year earlier .",-1,0.2,0,0.178
254,"earnings per share ( eps ) amounted   loss  eur0 .05 .",-1,-0.2,-1,-0.026
255," construction  yit  reducing  number  start-ups  market-financed residential units  2007   2,300   previously announced 2,700 .",-1,0,0,0.077
256," total headcount reduction   50 persons ,   said .",-1,0,0,0
