"id","text","rating","afinn","lsd","vader"
118,"i should have read the view before buy. it i not clear. it i a milky white translucent plastic which will not work for my apply. if you need clear plastic sheet, this i not the duct for you.",1,0.2,-1,0.107
119,"rate a one ( 1 ) simply because it was not assemble and i have no idea how it would work. nthat was fortunate, because, i have an old model of this vac and it was great. i would had to have taken this item to a vac. pair to have it assemble. this infor should have been on the web site.",1,0.267,1,0.7
120,"hard to close did not close good. made too thick.",1,0.2,-0.333,-0.423
121,"make sure you have the right jack to go with it or it doesn't make a difference at all. if your base i too small to fit it forget it.",1,0,0,0.44
122,"the base bare work when i first got it now it doesn't work at all.",1,0,-1,0
123,"bought the tle - 6ex with a 4 - c cell size maglight.... and it won't fit to the flashlight a advertise..... put it to my maglight 4 - d cell and work fine..... don't buy for c size.",1,0.3,1,-0.08
124,"i have to bend them in to work correct, and even then they are not a sucure a some i got from lowes.",1,0,1,0
125,"did not perform a i had hop",1,0,0,0
126,"foam sleeve would not fit over filter. several attempt were made. sleeve tore and was thrown away. a big - don't buy.",1,0.2,-1,-0.276
127,"difficult to use. strap hurt my neck.",1,-0.3,-1,-0.71
128,"didn't fit my 2.5 hose",1,0.2,1,-0.276
129,"it i not for the new style mig - lite. the metal cap i to small for the l. i am lucky to have a old one sitting around. it work fine with the old large bulb.",1,0.5,1,0.765
130,"though they look neat and someone obvious spent some time and money make them, they do no good whatsoever. i purchase 2 of the 1 / 4 ferrite re",1,0.2,1,0.152
131,"i thought it just scissor what can go wrong right. they don't cut, the edge grab a you try to cut and scissor get stuck edge cutting to edge, too soft metal and poor finish. waste of $",1,-0.286,-0.714,-0.895
132,"late livery, expensive and open package ( it said 'new' ). nbad retailer. never buy anything from them again.",1,0,1,0
133,"the spray port leak, the bottle seal leak. all 3 made a mess everytime i use them. i do not commend.",1,-0.1,-1,-0.827
134,"too late to turn. power button i flaw. have to hold it down to make it work",1,0,-1,0
135,"not suit for e clip bee mount under an exist sink. epoxy drip on to stud thread and prevent the w nut from thread. need to cover stud with mask tape.",1,-0.2,-1,0.026
136,"the quick connector are good, but i have to check the size for regular pipe size. n3 / 8 isn't usual. i high commend to check your pipe size before you order, summary: be care to purchase, unixreviewtime: 1375056000 } { overall: 5. 0, verify: true, reviewtime: 07 16",1,0.45,1,0.93
137,"every time this duct ref to the scalpel ( note, this i a singular scalpel you actual receive ), it i reference a though it were plural. not on i it word a scalpel handle in the item title, you are given a picture of two scalpel handle in the main photographic presentation of the duct.",1,0,1,0
138,"this vacuum i the worths machine",1,0,0,0
139,"i use the mini floor scrubber on my live room floor and half way through it stopped work. handle to short, it to light to do any good on the floor",1,0.2,1,0.25
140,"the pump was fine for about two day then it became very noisy. i was on the road 500 mile from home and had no choice but to visit a local auto store and buy a place. not a happy travel.",1,0.15,1,-0.69
141,"this the fell apart just taking it out of the package. the sell was great and made the right but perhaps buy a nice one from them.",1,0.6,1,0.739
142,"in 30 year i have never had such garbage. doz of time my drywall drive stripped the head on this box of screw, but i have two other brand screw that it i not happen to. either grip - rite ha gone with some new cheap chinese factory, or these are counterfeit. a complete waste of money, and ha brought my job site to a complete halt. i would have been better running out of screw than have these.",1,0.25,-0.5,0.606
143,"if this i the price for one tube, it a ridiculous price! sell for around $6 at lowe's.",1,-0.6,-1,-0.42
144,"did i mention that it i leaky?",1,0,-1,0
145,"all part was not there; and it stop work aft one use",1,-0.2,0,-0.296
146,"much too small, no power, no on - off switch. say it will get hot and shut off until it cool down. maybe for a child to play with mom with",1,-0.067,-1,0.68
147,"i order this clean base on amazon view and it price. i don't know what everyone else expect from a it like this, but i was great appoint. i couldn't get anything clean with it and sent it back for a fund. i believe you would need to purchase a very high dollar ( $350 + ) steam in order do the level of clean that these steam claim to work on effective.",1,0.433,1,0.937
148,"i have a 1 / 4 ch standard pegboard with lot of stuff. i thought this would be a great idea, something to place my little piece of tape that hold my hook etc in place. i was wrong. not on did these not stay in the hole for any length of time, when i did get some to stay briefly they would all pop out when i bump the board with a tool. good the they on cost 5+ dollar.",1,0.267,0.333,0.599
149,"i don't put any stock in these duct, the result are too subject... no way to real standardize how you take the measurement? don't waste your money, find a different way to measure your result? personal, i was able to consistent read the result with any degree of certainty. n ( i. e.... you see a change in the numb and you don't know if you lost fat, or just took a good read? )",1,-0.12,-0.333,0.22
150,"strip were broken up in box. pain in the a,,",1,-0.3,-1,-0.751
151,"terrible!",1,-0.6,-1,-0.525
152,"it last less than 2 year and the panasonic custom service i terrible. will never buy a panasonic duct again.",1,-0.6,-1,-0.477
153,"these aren't worth it! they are complete usesless and do not hold anything to the peg board! i want more of the one that actual came with the board.",1,0.3,1,-0.238
154,"wrong name for it, it i plain needle hold",1,-0.4,-1,-0.477
155,"not stainless",1,0,0,0
156,"this doesn't work at all. i bought this to put in an outside stake light socket and it stay on all the time. i try it inside and it doesn't work either. it dim in the daytime but doesn't go off. it stay bright outside in the daytime. i end up buy an outside stake light that ha a built in sensor which seem to be work. don't waste your money on this one.",1,0.133,-0.333,0.873
157,"these pegboard fastener are flimsy, won't lock in tight, and come out of the pegboard too easily. i do not commend buy these. n i recent bought a package of various pegboard hook with fastener include and the fastener were sturdy and they lock in and held. the on way i can get them off i to pop them off with a screwdriver, which i the way they should work.",1,0.4,-0.2,0.076
158,"they didn't fit my pegboard. i know my pegboard i not some, weird, style. i have other peg lock, that work just fine. but these need to be. 25, maybe. 33, inch deep to, ' click ' to place.,",1,0.067,0,0.027
159,"i need a handle that would fit a numb 11 blade. this item doe not work and therefore i complete useless to me. now i have a case of blade and no handle to fit..... a great appoint.",1,0.033,0.2,0.402
160,"i have order this item 4 day ago and it still hasn't shipped. i don't know what i go on and it never take this long....",1,0,0,0
161,"didn't do a damn the when i try to glue faux diamond on glass!..",1,-0.3,-1,0.606
162,"i've gotten several of these by rigid and shopvac brand from the brick and mortar store. literal fit nothing. the large size diameter i the exact same size a the large dust port on my bosch t saw and cable porter bench sand. flip it over and none of the other size fit any hand or small tool like my 1 1 / 4in port on a mite saw, or belt sand. nni'm real annoy i waste money on two of these. when i made my own dust collection system ( got tire of wheel the vac around and the host bee in the way but didn't have the money for a real system ) i use the rubber fitting in the plumb section instead. that way i could actual tight the hose clamp to adjust the fit for both hose and dust port, they're also on 2 - 5$ a piece instead of 8 - 13$.",1,0.067,0.111,0.67
163,"when shoppe for this item, the description clear state it was a 3 pack, on one was sent, contact custom service and they send another one, still one short of a three pack. contact custom service again and was told that on one was in the item description. not go to play this game of what i believe i duct switch, i think i will cancel my account.",1,0,0,-0.112
164,"handle i too short for an average size person to use comfortably. maybe if i had longer arm?",1,0,0,0.421
165,"<a data - hook=product - link - linked class=a - link - normal href= / dap - 18324 - 10 - 1 - oz - seal - n - peel - caulk / dp / b0002yvnoq / ref=cm _ cr _ arp _ d _ rvw _ txt? ie=utf8>dap 18324 10.1 oz seal 'n peel caulk< / a> & nbsp; aft follow the instruction on the tube, it didn't adhere to the window frame.",1,0,1,0
166,"i bought this because of the view which said this was a good buy, try it over and over but it i worthless. want to clean my grill but it didn't work, no good on tile grout on wall or floor, or counter. should have turn it aft the first time i try it.",1,0.2,0.5,0.566
167,"work poor",1,-0.4,-1,-0.477
168,"i have never use it got it turn it on seem to work but when i went to use it, it didn't work and i contact the sell and never got a response.. what a waste of my money..",1,-0.2,-1,-0.572
169,"i purchase these to test a circuit. instead of quality test lead i receive junk! non of the wire end where crimp or solder to the test clip! all they did was strip the end of the wire, bend over the expose wire and push it to the bare crimp test clip end! and the wire i so fine a gauge that any kind of current through it produce high resistance! between the high resistance and not make tact with the test clip these are a total fail! i had to buy decent wire and solder / crimp the end to get them work. there i also no rate on wire or test clip plastic boot! do not use for ac or high voltage! so if you buy this you can pretty much toss everything except the test clip! very expensive test clip!! a better avenue would be to buy a bulk box of clip, wire, and build the cable yourself! very please!",1,0.1,0.143,0.655
170,"it not a vacuum but it suck. it not worth the money... doesn't make my wood floor shine. it a piece of junk. i should've believe the bad view. i definite don't commend this.",1,-0.1,-0.6,-0.901
171,"did not work at all on my pair project.",1,0,0,0
172,"aft about 30 year of use the original, this one was uncomfortable and too wide. then i order the original which they have stopped make. see next view.",1,-0.3,-1,0.026
173,"i bought this because i still use an antenna to receive over the air local broadcast. i lost the signal complete when i hook this up, even aft try the adjust knob. very appoint.",1,-0.6,-1,-0.318
174,"that gadget stink. doesn't work. it suppose to turn on at dusk and off at dawn., forget that. never turn off. i even call the company who made it or rather import it from china. i advise all folk to not waste y our money. the bad the i i bought 5!!!",1,-0.333,-0.6,-0.768
175,"the plastic around the probe was too large and would not fit far enough to my receptacle. i had to turn the probe",1,0.2,-1,-0.276
176,"i bought one of these 5 year ago. it ha sat on the shelf and on been use lightly a doz or so time. i turn it on today and it buzz for a second and quit. ni took it apart... it was clean inside. the blade turn easily. i check all the electrical connection. it just won't run. ni would send it in for pair. but no doubt with shipping and pair cost it isn't worth it. ni wouldn't commend it.",1,0.2,0.6,0.204
177,"not rochester midland - sierra soft - very thin call; don't buy till they fix description",1,0,0,0
178,"bad 2 not good dang suck never buy ever",1,-0.533,-1,-0.542
179,"i made the mistake of purchase this duct for travel purpose. i try it in two hotel room and it just doesn't work. in fact, it doesn't even slow down the door from open. it on bright point i it look cool.",1,0,0.333,0.421
180,"the trigger did not work aft several use. i have bought better quality at the local dollar store.",1,0.4,1,0.44
181,"absolute terrible. worse than use an appliance dolly or lift by hand. if you aren't exact matched in strength and height, it real doe nothing but injure you both.",1,-0.267,-0.5,0.026
182,"couldn't even get them over my feet and went with the size for my shoe size. total waste of money. plan on send them back",1,-0.2,-1,-0.475
183,"on receive 2 spray nozzle for 3 bottle.",1,0,0,0
184,"don't waste your money.",1,-0.2,-1,0.325
185,"this item need to be complete design. first of all, it too lightweight! there need to be something that cause it to bear down on the floor. otherwise it just glide across the floor like a feather dust. there no pressure at all. that what this duct need. apply pressure. i could probably get my kid to stand on it while i try to clean the floor but, no. turn.",1,0,0.333,-0.165
186,"doesn't set near a quick a it say. try mix it multiple time in case the proportion were off, but it kind of a mess however i did it.",1,0,-1,-0.428
187,"i bought this stuff expect some amaze result. i follow the instruction to a t. i couldn't even run the 30 - 06 shell up to the die maybe i got a bad can who know but i am very happy with it especial for what it cost.",1,-0.05,-0.2,0.617
188,"i bought these to stop the squeak in my 1940's san francisco home. the screw doe not snap off. drill several 3 / 32 pilot hole on my floor. the squeak no more screw keep on spinning without snapping off. nni email company ( person ), but have not got a ply back. nnnow i'm stuck with screw and a few hole on my floor. nnitems use: n - electrical drilln - 3 / 32 drill bitn - squeak no more between joist screwsn - snap off fixturen - square head drive bit",1,-0.25,-1,-0.751
189,"take an extension cord and careful split the wire and clamp on one side. why pay $15 for this...",1,0.1,1,0.052
190,"every bottle leak above the screw on top. would not purchase again.",1,0.1,-1,-0.25
191,"duct i fine, but the item said pack of 5",1,0.4,0,0.103
192,"did not fit my air conditioner compressor drain outside, either in circumference ( drain was small than the small sett ), not would it work inside a it did not go down far enough to get past another tube so couldn't clear content of compressor drain a sire.",1,0.2,-1,-0.542
193,"not sure how i can use it without have gas leak out. the thread i bad damage. soft metal or quality control process i absent. i would commend try other brand for less frustrate.",1,-0.28,-0.429,-0.753
194,"this it i true china junk. this it i describe a a six ch duct but on measure 5 - 3 / 4. the lable doe not even point in the right direction of the air flow. the it sound like a freight train come down the duct. i would not commend this it to anyone., summary: china junk, unixreviewtime: 1360108800 } { overall: 2.0, verify: true, reviewtime: 02 3",1,0.44,0.25,0.695
