"","id","text","rating","afinn","lsd","vader","sums"
"866",866,"  These we're what I expected them to be.  The price was right, so I purchased them.  I was not disappointed.  Will purchase again when a new supply is needed.",5,-0.4,1,0.372,2.8
"297",297,"  The nozzle popped off the neck of the first bottle I used and couldn't be screwed back on. I had the bottle exactly two weeks and had only used it a few times. Will not buy again.",2,-0.4,-1,0.388,2.776
"266",266,"  not so good",2,0.6,1,-0.386,2.772
"587",587,"  Not so good",3,0.6,1,-0.386,2.772
"975",975,"  When it's what you need, you gotta have it. Can't go wrong.",5,-0.4,-1,0.372,2.744
"576",576,"  Lightweight vacuum that works well. Some of the parts don't seem well made but it does the job. I don't like that it is mostly plastic",3,0.4,1,-0.366,2.732
"572",572,"  Nothing more special than just a bottle of white glue - actually a little slow on the dry...",3,0,1,-0.356,2.712
"205",205,"  Average strength but not as strong as they make it seem.",2,0.4,1,-0.351,2.702
"68",68,"  The female socket would not hold plugs in. I had to open it up and bend the clips so that the clamping point wasn't on the very tip of the prongs, but a little further up. This should not have been necessary, and I'm not sure how long that repair will last.",1,0,1,-0.349,2.698
"175",175,"  Doesn't fix anything...very weak .",1,-0.4,-1,0.341,2.682
"465",465,"  They are spray bottles, no complaints.",3,-0.2,-1,0.309,2.618
"560",560,"  Not a very powerful motor.  If you want to do deep cleaning this is not for you.",3,0.3,1,-0.307,2.614
"33",33,"  this product is  not safe  to use with jack  slicker than snot",1,0.3,-1,-0.251,2.6
"80",80,"  doesn't work only noticeable color change happened when a 30 basic solution applied not useful for adjusting formulations",1,0.3,-1,-0.027,2.6
"575",575,"  Does not fit a Rigid Brand Shop Vac.  Also dimensions are a bit off, so it ended up not fitting as I had expected.  I would recommend this for a Shop-Vac brand, but beware if you own any other brand as it may not work.",3,0.3,-1,0.098,2.6
"760",760,"  While I feel that this is a very good product, the Honeywell website was misleading, so I ordered this product and it turned out to be the incorrect product for my boiler.  Certainly not Amazon's fault!!!  They promised as delivered and had the best price, just frustrating that I spent the money for a product that I can't use.",4,0.08,-0.429,0.87,2.598
"845",845,"  Installs in seconds, and does seem to fill the gap and stop the draft.\n\nI have to wonder why the instructions say \press firmly\.  If it stays on at all, and you install it in the place directed, the door will press more firmly and evenly than you ever could.",5,-0.2,1,-0.296,2.592
"69",69,"  Didn't fit my 2.5\ hose",1,0.2,1,-0.276,2.552
"196",196,"  didnt fit at size mentioned",1,0.2,1,-0.276,2.552
"246",246,"  didn't get wheels like the picture  showed",2,0.4,1,-0.276,2.552
"262",262,"  The bulb didn't fit the 4 D cell flash light I bought it for.",2,0.2,1,-0.276,2.552
"383",383,"  Won't fit the stapler.  Item is correct",2,0.2,1,-0.276,2.552
"393",393,"  The heat-shrink plastic on alligator clips slips and slides around, making it hard to actually use these things. I recommend something else.",2,0.1,-1,0.273,2.546
"360",360,"  It doesn't dry very well. I got glue all over my fingers after letting the glue set for 15 minutes.",2,0,1,-0.257,2.514
"493",493,"  It works as it should but for 8 bucks this will only probably last you 5-6 usage which I don't think is worth it for the price.",3,0.4,1,-0.25,2.5
"591",591,"  the lock does not work that great.. have to look at it and make sure it is locked before you remove your fingers and it will pop open.",3,0,1,-0.249,2.498
"991",991,"  Plastic is a little thinner than I expected but otherwise it's exactly as advertised. Simple plastic pail w thin metal handle. I use to clean out the litter box and it works perfectly for me. I can fill it to the top without any issues but I don't think it would hold up with anything that's really heavy.",5,0.467,-0.333,0.911,2.488
"89",89,"  The wood floors in the house we just moved to squeek badly. Getting out of my infants room at night after getting her down in her crib is a nightmare. I was really excited to try this product on her carpeted floors. Finding the floor joists was no problem for us. We watched a few videos online and used the recommendation to start looking for the joists next to duct-work for our central air vents. We hit it on the first try and measured over 16 inches from the first joist to find the subsequent ones. We put the screws every 6 inches or so all along the joists, and did three joists in total. During the instal we had issues with some of the screws snapping off too early and had to use vice grips to get them out of the floor. After quite the project her floors still squeek just as badly as before. This product made absolutely no difference in the squeeking. I was really disapointed becuase it seems to get great reviews, it wasn't too difficult to do but it was time consuming. Now we will just have to wait until she gets conditioned to the sound of squeeky floors so it doesnt wake her up, and in the meantime we are learning a \path\ out of her room with minimal squeeks. I wish the product worked, it was a big disapointment. Oh Well!",1,-0.06,-0.5,0.737,2.474
"200",200,"  This unit was described as a replacement for a Presto unit.  The wide pins fit exactly except that the probe has a point on it and the original is flat.  Therefore the unit does not go all the way in.  When you call the distributor, hardwarestorecloseouts.com, they have no idea or information about the product.  They give you another phone number but they were of no help either.",1,0.05,1,-0.235,2.47
"285",285,"  They don't hold up well to normal use.",2,0,1,-0.206,2.412
"307",307,"  These do NOT work on the newer pegboards I recently purchased a Lowes.  The hole size on a lot of new pegboards is 1/2\ and these locks just fall out.  They don't work very well on the older version pegboards with 3/16\ holes either, but they do stay in the pegboard, . . . sorta!",2,0,1,-0.204,2.408
"63",63,"  Cheap Cheap Cheap.\n\nYou get what you pay for, spend the extra money and get something that will last more than a week.",1,-0.2,1,-0.103,2.4
"118",118,"  The plastic around the probe was too large and would not fit far enough into my receptacle.  I had to return the probe",1,0.2,-1,-0.276,2.4
"120",120,"  DOES NOT FIT over dry cartridge as advertised. Don't even try that. It will tear.",1,0.2,-1,-0.392,2.4
"182",182,"  Too big. need to tape the hoses or they won't hold.",1,0.2,-1,0,2.4
"258",258,"  Bought this with the post puller,thought it was for the bottom of puller,as the ad said it also bought with puller, but it does not fit the puller.and did take the time to return it .",2,0.2,-1,-0.395,2.4
"293",293,"  Item did not fit electric frying pan so I had to return it.",2,0.2,-1,-0.276,2.4
"531",531,"  Unfortunately, the probe control did not fit my Farberware frying pan and I had to return.",3,0.2,-1,-0.544,2.4
"824",824,"  Did the trick sealing some holes in plastic that I didn't want to be there. And I am so not inclined to normally do this sort of thing.",5,0.2,-1,-0.108,2.4
"378",378,"  This leaves a lot of residue. Doesn't clean that well. Does not work on guns.  Lots of affirmations from the package are straight out lies. Maybe it's good to polish metal. It looks like it would be. But not good for cleaning guns. Or cars. At all.",2,0.1,0.75,-0.439,2.378
"682",682,"  For the price it really isn't a bad unit.  I use it for setting up woodworking machinery so I don't exactly need dead nuts .001 accuracy.  The dial is very fidgety, and not very smooth in operation compared to higher end dials I use in my professional experience.  I kinda questions its accuracy a bit because of this.  For the home hobbyist I think this is a great little unit for the price it would give you measuring capabilities you would other wise not have.",4,-0.32,0.333,0.866,2.372
"82",82,"  All three of the 60 degree references have either stamping marks or small burrs in/on them. This is hardly the precision tool I would expect from Starrett. This is the quality level that I would expect from an imported tool a quarter of the price I paid for this one. I'm very disappointed. I guess that precision and quality are now just a thing of the past, regardless of what you are willing to pay.",1,-0.3,0.6,-0.585,2.37
"651",651,"  Nothing really great to write about; they just did their job.\nThey are not cheap, they stood up to every job we used them for and they did not rip or tear.",4,0.6,0,-0.544,2.288
"300",300,"  I have the original ghost meter w/o all the ridiculous lights and it works great and u can ask all the questions u want it all depends on u knowing what ur doing and as for the recent and ancient ghost thing hahaha garbage",2,0.067,-0.5,0.637,2.274
"191",191,"  Broke with minimal use.  The top pops off and now leaks everywhere.",1,0.1,-1,-0.25,2.2
"390",390,"  Helps a little bit but when gets really windy outside for some reason the reception goes to hell and even with this amplifier I lose my picture and sound",2,-0.2,0.2,-0.879,2.158
"399",399,"  I as other prefer the metal gas cans and are willing to pay for the difference in metal to plastic. However when I took this out of the box it was not as pictured, in the picture it shows a metal handle that opens the pouring spout and much to my disappointment it has a yellow plastic handle NOT what was pictured. This can having the plastic handle both is not what was pictured and not a reason I purchased a $56.00 gas can. I will be contacting the manufacturer because in today's consumer's world you must represent your products correctly or customers will move on. I am VERY DISAPPOINTED with what was pictured and what I received. Going forward I will pass on Eagle products!!",2,-0.333,0.2,-0.879,2.158
"397",397,"  I've been looking for spray bottles that can stand up to Rustaid and last.  These don't.  They're probably fine for milder things, but won't withstand Rustaid.",2,0.4,1,-0.076,2.152
"362",362,"  Almost worthless going into oak. The bit has to be lined up perfectly so it doesn't strip out . In tight spots got use a right angle drill with the 3 1/2 inch bit and its hard to bear down to the screw without strip out. A much better head should have the star pattern or GRK head. The coarse square drive head works great on pine. I'm a pro cabinet builder and need a screw that creeps up the oak tight without putting a lot pressure on the bit.",2,0.133,-0.333,0.735,2.136
"442",442,"  Do you know those \vine\ reviews written in exchange for free or discounted item? This is not one of them. I have paid full price for it.\n\nAs many others mentioned, this forceps are stamped with \Pakistan\ - probably manufactured there. Mine were purchased thru VetmedUSA. No indication that they are stainless steel anywhere.\nThe forceps I received function ok, they are surprisingly tight. Since they will not be used for surgery, I am giving them a neutral rating, especially given the price.",3,-0.067,1,0.807,2.134
"577",577,"  I use this tool to handle high density MFB used for cabinet doors etc. Each sheet weighs over 100 pounds and the edges are very hard and sharp and the surfaces very smooth. This tool enable me to handle these sheets alone and without fear of damaging my extremities. It does not make the sheets any lighter you still have to be in good shape and pre-plan your moves to use this tool on sheets of this weight to be safe. Using this tool on these sheets is not for the faint of heart panty waists.\n\nL.O. Mitchell",3,-0.04,-0.25,0.814,2.128
"755",755,"  Cheap but works. Fine for homeowner, would not use for commercial needs. Not sure how to \Zero\ the dial on this however. Maybe that's just me?",4,0.4,1,-0.063,2.126
"439",439,"  Confusing....\nhard to shoot heroine with but not bad as an adhesive agent",3,-0.4,0.333,0.662,2.124
"99",99,"  They work but if you are dealing with low DC voltage (5 volt) and a decent current application (.5 amp or greater) these leads will not work. I found they have very  poor quality wire in them and each lead had a resistance of close to one ohm. Very poor. I'm going to build my own set so I know the quality of wire.",1,-0.067,0.2,-0.862,2.124
"424",424,"  I have been using interplak tooth brushes for years but this one does not seem to clean between the teeth as well as earlier models.",3,0.4,1,-0.061,2.122
"670",670,"  Years ago my dentist recommended we get a Sonicare and we did and I was immediately impressed with the difference.  These replacement brushes fit our unit perfectly and my only complaint is after every use you have to take off the plastic screw piece or mold will start growing due to the trapped water underneath.  The brushes last approx. 6 months before obviously needing to be replaced (bristles start to splay out) and the subscription program is great as I don't need to remember to order them they just arrive at my door!  We purchased the smaller head ones for our toddlers who love using \mommy and daddy's toothbrush!\",4,0.35,-0.111,0.945,2.112
"324",324,"  Surprised it doesn't fit tight in the hoses.  Need to use duct tape to keep hoses connected together.",2,0.2,1,-0.054,2.108
"87",87,"  When I received the product. I got 25 lids but only two cups. I thought the package stated 25 lids and cups.  I wanted to exchange it for the right amount but Amazon only allows me to return it.  Not happy at all",1,0.6,0.333,-0.449,2.098
"394",394,"  I used the above cleaning product ONCE for carpet cleaning, but the fine particles will invariably leak badly from the lower mechanical mechanism whereas I had no problem with normal cleaning. That said, I hate returns, but with a note of caution I will\ndonate to a charity and attach a not. It may be a faulty \hose cuff\ which is plastic. I did not attempt to dismantle and repair.",2,-0.267,0.167,-0.882,2.098
"223",223,"  I used four of these on a heavy planter. After the planter was hit by a car (at slow speed), one of the wheels were bent from the lateral friction from the ground. I wish these could be more beefy as it is now a challenge to have the defective one replaced.",2,0,-1,0.026,2.052
"236",236,"  leaks at the plunger +not the easiest to use  I would not recommend this tank at the price I paid  not worth it",2,0.4,-0.333,-0.626,2.052
"588",588,"  These were great for almost one year.  Unfortunately, after a year of use, the nozzles started leaking to the point where you got more water leaked/sprayed back on your hands than in the intended spray direction.  Maybe a year of solid use is just all that plastic bottles can handle?  I'll probably buy these again because they were great for the year.",3,0.35,-0.2,0.825,2.05
"282",282,"  yes, I have received it on time thank you, but I am not satisfied with it because it does not clean well",2,0.35,0,-0.671,2.042
"416",416,"  This is just accessories for a Shop Vac so what can you say about it.\n\nIt arrived okay but took all eternity and it was so badly packed and the box was in such poor condition that our postman, Mr.  Goff, apologized when he brought it to the door and said it was not that way because of post office handling.\n\nStill--everything was there and unbroken and the price was right so why complain.",3,-0.4,0.143,-0.875,2.036
"4",4,"  ran my water bill way up it is alway removing the water I thought it was every 8 hours but it was going alot so I got the biggest water bill I ever had then unpluged it and then next month back to normal",1,0,1,0,2
"8",8,"  Very light and therefore did not scrub our tile grout lines very well at all.",1,0,1,0.338,2
"32",32,"  first time use... clip pulled off... cheap made",1,0,1,0,2
"39",39,"  This might work well for jacks, BUT...\nDoes NOT WORK with the \post popper\ even though it was suggested.\n\n[ PS: the post popper DOES work well! ]",1,0,1,0.541,2
"42",42,"  Didn't work and I was not allowed to return it",1,0,-1,0,2
"52",52,"  Flimsy materials didn't work on my new pegboard which is a Wall Control board.",1,0,-1,0,2
"55",55,"  Give it 1 star because it's huge. So big it takes-up to much space. Covered 2 slots of ram. Useless on many motherboards.",1,0,-1,-0.128,2
"61",61,"  The bottles leak with each squirt around the handle. I have tightened and loosened the spout but to no avail. I would not recommend this product.",1,0,-1,-0.732,2
"64",64,"  Gee, could you possibly give me LESS then the amount given. Barely enough to complete the project and overpriced. Bought more in the store for less than what I paid for the tube.",1,0,-1,0,2
"83",83,"  Was very upset with it. It was slower then the one I already have and it was 1/2 the price. I don't recommend it.",1,0,-1,-0.613,2
"88",88,"  the actual product is a BALL RETAINER GRADE 300 FRONT AND REAR 1/4 X 7 bag of 10, not a seatpost shim at all.",1,0,1,0,2
"100",100,"  These droppers are not good. I have to try over and over to get the liquid in the dropper. Would not recommend.",1,0,-1,-0.545,2
"115",115,"  Got this idea that maybe I could use this thing to hook my sander up to my rigid shopvac.\nNope  won't work",1,0,-1,-0.128,2
"130",130,"  Did not meet my expectations at all. It was for my boy at school and it did show the right size. It s for a toolbox !!!",1,0,1,0,2
"137",137,"  Does not work, I let it bond together for 24 hours, as soon as I try to use the part it came undone",1,-0.6,-1,0,2
"143",143,"  Did not work at all on my repair project.",1,0,1,0,2
"176",176,"  Returned to knowledge if meets advertised info",1,0,1,0,2
"198",198,"  Do not buy this. Even when gently used it wants to actually penetrate the skin.",1,0,1,0.459,2
"210",210,"  I couldn't tell by the picture but I took a gamble and bought these. they are just a little smaller than I wished.",2,0,-1,0,2
"214",214,"  This buffer isn't heavy enough to buff my hardwood floors.",2,0,-1,0,2
"219",219,"  ok",2,0,1,0.34,2
"220",220,"  Okay product .",2,0,1,0.226,2
"221",221,"  I tested ok",2,0,1,0.34,2
"228",228,"  Not well made.",2,0,-1,-0.206,2
"231",231,"  I don't know why but two of the cables melted - shorted out.  It wasn't wrongly connected.  I think the cables should have been a bit heavier.  I ended up using my own cable.",2,0,-1,0,2
"251",251,"  No book. Basket handle will not fit in guides.",2,0,-1,-0.512,2
"306",306,"  I bought these to spray my plants, but was disappointes when they only put out a stream spray.  I wanted more.",2,0,-1,0,2
"308",308,"  These Mexico made units are pretty crappy. One single sharpening on a swedish steel axe and it was junk.",2,0,-1,-0.202,2
"319",319,"  To much slop in the vise",2,0,-1,0,2
"326",326,"  Is this what you need? I had two 2.5\ hoses that needed coupling. Unfortunately",2,0,-1,-0.34,2
"334",334,"  barely work. see photos posted by others,",2,0,-1,0,2
"350",350,"  Clip tends to slip and twist within its insulating sheath when you squeeze it to open its jaws if you don't grip it just right.",2,0,1,0,2
"359",359,"  I haven't got it to work properly. And it's short.",2,0,1,0,2
"380",380,"  The wire inside of the insulation is too small to handle most any load on a 12 volt system.",2,0,-1,0,2
"389",389,"  These are not soldered or crimped on to the clips, and pull off the wire very easily.",2,0,1,0.401,2
"406",406,"  It connects hoses nicely.",3,0,1,0.44,2
"413",413,"  Well made, uniform quality.  I wanted  2 1/4 inch size. Made do.",3,0,1,0.273,2
"420",420,"  Not quite what I expected but is working really well.",3,0,1,0.475,2
"432",432,"  Ok",3,0,1,0.34,2
"440",440,"  Could get hotter. works ok",3,0,1,0.34,2
"447",447,"  The nozzle doesn't seem to seal very well, if you squeeze it or hold it upside the liquid inside will come out.  Happens on all 3 of the bottles I received",3,0,1,0.338,2
"452",452,"  Flimsy",3,0,-1,0,2
"468",468,"  It was a little cheap. One of the tips were bent and prevented it from rolling smoothly and scratched sometimes.  BenDing it out fixed the problem but still not terribly smooth.",3,-0.4,0.6,0.474,2
"471",471,"  ok",3,0,1,0.34,2
"483",483,"  They're ok, the lock on the str8 pair doesn't line up correctly but still locks.",3,0,1,0.178,2
"491",491,"  It was my own fault, but I should have paid closer attention to the size of the can...the larger can isn't that much more expensive",3,0,-1,-0.214,2
"509",509,"  I should have read the reviews first.  I also expected 2 handles and only received 1.  The picture and description implies 2, but really is only 1.  The handle is fine.  I was just disappointed in being misled.",3,0,-1,-0.45,2
"514",514,"  Not what I would call heavy duty.",3,0,-1,0,2
"516",516,"  I think it does an okay job but I think I may look for something that is a little different.",3,0,1,0.115,2
"517",517,"  There were a few minor dents in the frame. But it's doing the trick.",3,0,-1,-0.077,2
"520",520,"  Thermal material was provided with my DLP TV chip replacement kit so I didn't need to use it. However, when I did think I had to use it I found it VERY DIFFICULT to figure out how to use it. No instructions of any type. If you go to their website there are instructions for PC use only and not DLP TV use despite the fact that is recommended to use it in the first place.",3,0,-1,-0.687,2
"523",523,"  This says you receive three brush heads. It's a lie. I only got two.",3,0,-1,0,2
"527",527,"  Nothing to hold the hoses together, but at least you can attach them.",3,0,1,0,2
"539",539,"  Product seems to work, but they should mention before you buy this that you will need a second person in order to get accurate measurements.",3,0,1,0,2
"540",540,"  I wanted something that would bond metal, especially brass, for a project for my grandchildren.  Oh, well!  I'll use no-lead solder!",3,0,1,0.399,2
"557",557,"  Too Heavy",3,0,-1,0,2
"565",565,"  For the price I would have thought it would come with its own mounting bracket.  I put it on my John Deere mower so the wife won't flip it on the slopes.",3,0,-1,0,2
"600",600,"  This product was too liquid. I have used other thermals past that is somewhat thicker and doesn't run all over the place.",3,0,-1,0,2
"602",602,"  Handy and affordable.",4,0,1,0,2
"620",620,"  Does the job as well as can be expected.",4,0,1,0.273,2
"626",626,"  What can I say !!!  They're toilet seat covers !!  They do the job !! Would buy again when I need them.",4,0,-1,0,2
"679",679,"  Haven't used all the leads, but they seem to be well made.  The price was right and they arrived on the estimated date.",4,0,1,0.392,2
"689",689,"  bolted down and working",4,0,-1,0,2
"697",697,"  Made the job a lot easier.",4,0,1,0.421,2
"709",709,"  Seems to work well.",4,0,1,0.273,2
"714",714,"  There OK",4,0,1,0.482,2
"730",730,"  Decent quality,  meets my needs.",4,0,1,0,2
"731",731,"  These are made for the hangers that are the small diameter wire which appears to be around 1/8\ dia.  My heavy duty hooks are 1/4\ diameter and these will hold but the hoop doesn't straddle the hook, it rests over it.  I wished they made them for the bigger diameter hooks too.",4,0,-1,0,2
"737",737,"  as adverticed-wish there was a bigger kit up too 12-14 mm",4,0,-1,0,2
"740",740,"  Need to bundle Arctic Silver ACN-60ML (2-PC-SET) Thermal material Remover & Surface Purifier with this product.",4,0,1,0,2
"746",746,"  quality",4,0,1,0,2
"752",752,"  I take it on every trip. Just for extra protection",4,0,1,0,2
"761",761,"  OK",4,0,1,0.34,2
"769",769,"  Does the job quite well",4,0,1,0.338,2
"782",782,"  Somehow I think this is not close to accurate at all. Comparing it to many other methods I've tried, this says I have less body fat that I really do.",4,0,1,0,2
"783",783,"  A very handy tool to have around the house.",4,0,1,0,2
"785",785,"  ok",4,0,1,0.34,2
"806",806,"  this is my second VC on this model. Works well on all surfaces. Speedy delivery always a plus!",5,0,1,0.338,2
"821",821,"  The gold standard of trash can lids",5,0,1,0,2
"838",838,"  Works well",5,0,1,0.273,2
"873",873,"  Works well for my nailer.",5,0,1,0.273,2
"894",894,"  <a data-hook=\product-link-linked\ class=\a-link-normal\ href=\/Philips-Sonicare-Advance-A-Series-Replacement-Brush-Head-Standard-2-Pack/dp/B00008BQVM/ref=cm_cr_arp_d_rvw_txt?ie=UTF8\>Philips Sonicare Advance (A-Series) Replacement Brush Head, Standard (2-Pack)</a>\nGreat product. Fast service.",5,0,1,0,2
"923",923,"  If I have a 55 Deg gauge I also needed a 60 Deg gauge to complete the set again it is a Starrett so it is of the highest quality and finish.",5,0,1,0,2
"925",925,"  These are gorgeous. I would buy again.",5,0,1,0.612,2
"928",928,"  Keeping my CPU cool as a cucumber have always used this brand no need for anything else",5,0,1,0.026,2
"940",940,"  It is OK",5,0,1,0.482,2
"969",969,"  I used this for my notebook and desktop. My computers seem running very well & normal than before.",5,0,1,0.338,2
"985",985,"  Nothing special.\nSpreads well.\nDont need alot, so it goes a long way.",5,0,1,0,2
"213",213,"  A little deceptive.  The ad reads 1000 per case so I thought it to be a big case of covers at a great price.  Instead, I received four packs of toilet seat covers. Next time, I'll go to Smart and Final and purchase toilet seat covers at the same price and I don't have to pay shipping costs.",2,0.2,-0.2,0.796,1.992
"444",444,"  box of nails were put inside a big box with four sheets of crumbled brown paper to secure movment. box arrived damaged and inside box of nails was broke open. racks of nails were strewed all over inside. about five persent of nail racks were damaged. . what a joke. undamaged product works just fine and  desirves five stars. must have someting to put nail racks in after removing from damaged box!",3,0.24,-0.111,-0.75,1.98
"296",296,"  Just like others have found, anything plugged into this splitter's receptacle barely stays in and will fall out at slightest provocation. Also, the opposite is true on the other end -- the ground prong is way too tight for most receptacles.",2,0.4,-0.333,0.649,1.964
"396",396,"  So yeah it worked great for a while but after about 150 rivets it broke. So I was mid job and forced to go to the local hardware store to get another rivet gun. I wouldn't recommend this.",2,0.1,-0.333,-0.88,1.96
"261",261,"  WAS a good steam cleaner but the stick broke where it attaches to the floor piece IN UNDER 1 YEAR!  Gave it 2 stars only because it was a good steamer before it broke.  WASTE OF MONEY",2,0.167,0,-0.81,1.954
"340",340,"  Low quality, not very useful when they break immediately.",2,0.4,0,-0.575,1.95
"323",323,"  Nails jammed in gun and failed to feed properly.  Additionallly, they were over twice as expensive as better quality brand purchased at local big-box store.  I won't buy these again!",2,-0.067,0.5,-0.475,1.95
"122",122,"  Take an extension cord and carefully split the wire and clamp on one side  . Why pay $15 for this...",1,0.1,1,0.026,1.948
"216",216,"  does not scrub as good as I had hoped and cannot figure out how you change from brushes to polish",2,0.6,1,0.05,1.9
"466",466,"  Not as good as the older boss I owned. Made too lite.",3,0.6,0,-0.341,1.882
"37",37,"  No, no , no. Quality poor. Save your money.",1,-0.12,0,0.819,1.878
"566",566,"  This product helps with plywood but takes some getting used to.  It is not as easy as the lady in the commercial makes it look.  Mostly this is due to the gorilla gripper making you carry the ply panel using your elbow bent at sholder level.  This puts stress on your sholder and elbow.  Probably not a problem for the occasional user, but if you swing a hammer and push a plane all day your elbow is probably already worn out and needs no futher abuse from a labor saving device.  All in all, save $30 and get the stanley 93-301.",3,-0.057,-0.333,0.603,1.872
"129",129,"  Doesn't fit the blades properly. Was kinda dangerous to try and use.",1,0.2,0.333,-0.602,1.87
"141",141,"  This was nothing like the other shop fox products I've received and used.  It was missing parts, paint job looked like it was poured on, parts stripped.  It was a complete disappointed.  I returned it 1 hour after I received it.",1,0,0.333,-0.601,1.868
"632",632,"  I used this toothpaste for a long time but then lost track of it. Thankfully, I have finally discoverd it again!",4,-0.6,0.333,0.26,1.866
"238",238,"  Triggers leak when spraying. Not upside down or side ways. Spraying straight up and down the nozzle leaked near the trigger.",2,-0.067,-1,-0.421,1.866
"346",346,"  You've got to be kidding me! I've purchased similarly bottled super-glue from a local hobby shop. This product does not compare to anything they sell. This Gap Filling glue is a failure. It will not cure within any reasonable time fame. My Gap Filling hobby shop glue certainly cured slower in order to flow into recessed nooks and crannies. It gave you a little time to manipulate things, if needed. But this stuff...Wow! You'd better be prepared to wait a while for anything to START to happen! Even with an applied hardener, the process was slow and questionably secure when cured.\n\nThe only conclusion I can come to is that this formula, and possibly the whole Bob Smith line, has been deliberately reduced in its adhesive composition in order to either: 1) reduce the price or, 2) to reduce inexperienced people's exposure to the foibles of the main-line product. Whether Bob Smith is a re-bottler or the original mfg., I don't know. However, I do know that this product is not what it should be...for my use, anyway.",2,0.267,0,0.93,1.86
"597",597,"  Warped when exposed to the sun.",3,-0.2,-1,-0.077,1.846
"76",76,"  Tried to make a solution for soil gnats.  Leaked out everywhere but the nozzle.  Since I had 3 of them I thought possibly it was just one that was faulty.  Nope!  All of them were the same.  Would never buy again.  I ended up using an empty windex bottle and it worked great.",1,0.1,-0.5,0.42,1.84
"247",247,"  I don't known if I got a bad batch or what, but I tried fixing my toilet seat three different times (yes, I'm cheap), and the bond was easily broken all three times. Yes, I used equal parts, Yes, I let is set and cure overnight. The first two times I tried bonding just the metal bracket that was broken. The last time I also tried bonding the metal bracket to the wooden seat back. Popped right off, and I'm pretty sure my hands can't generate anywhere near 2500 PSI.",2,-0.029,0.111,0.887,1.832
"19",19,"  Great price, much less than my local CVS, but I am skeptical that these brushes are the real thing. An older edition, maybe. The brushes were harder (older?) and the placement of the drive mechanism (inside the little slot -- see it) sometimes \grabbed\ my lower lip. Unpleasant. I tried two and then tossed the whole pack.",1,0.1,-0.6,-0.81,1.82
"907",907,"  exactly what I needed at a great price. plus i can chase people with it and pretend its a biting puppet",5,0.2,-0.333,0.572,1.81
"721",721,"  I bought these because my other spray bottle, different kind, broke. I use it to spray my cats when they're doing things that they shouldn't be doing. So far it works pretty well. It's leaking a little near the screw on top, but the bottle seems pretty sturdy and hopefully it will last a while.",4,0.233,0,0.903,1.806
"67",67,"  wrong size, Too big",1,-0.1,-1,-0.477,1.8
"108",108,"  does not fit 90398 filter. It is way to tight and will tear apart.  worthless",1,-0.1,-1,-0.614,1.8
"121",121,"  Did not work with the frying pan!  Worked with griddle with difficulty!  My appliances are Faberware and the probe did not fit!  Disappointed!",1,-0.1,-1,-0.481,1.8
